"codmunres","ano","incompletude_fetal_peso_ig","incompletude_fetal_momento","incompletude_fetal_peso","total_dofet","incompletude_neonatal_idade","incompletude_neonatal_peso","total_doinf"
"431410",2018,0,0,0,24,0,0,27
"431410",2019,0,0,0,17,0,0,32
"431410",2020,0,0,0,19,0,0,23
"431410",2021,0,0,0,23,0,0,28
"431410",2022,0,0,0,28,0,0,31
"431410",2023,0,0,0,16,0,0,25
"431410",2024,NA,NA,NA,NA,0,1,19
"431413",2012,NA,NA,NA,NA,NA,NA,NA
"431413",2013,0,0,0,1,NA,NA,NA
"431413",2014,NA,NA,NA,NA,NA,NA,NA
"431413",2015,NA,NA,NA,NA,NA,NA,NA
"431413",2016,NA,NA,NA,NA,NA,NA,NA
"431413",2017,NA,NA,NA,NA,0,0,1
"431413",2018,NA,NA,NA,NA,NA,NA,NA
"431413",2019,0,0,0,1,NA,NA,NA
"431413",2020,NA,NA,NA,NA,NA,NA,NA
"431413",2021,NA,NA,NA,NA,NA,NA,NA
"431413",2022,NA,NA,NA,NA,NA,NA,NA
"431413",2023,NA,NA,NA,NA,0,0,1
"431413",2024,NA,NA,NA,NA,0,0,3
"431415",2012,NA,NA,NA,NA,0,0,1
"431415",2013,NA,NA,NA,NA,NA,NA,NA
"431415",2014,0,0,0,1,NA,NA,NA
"431415",2015,NA,NA,NA,NA,NA,NA,NA
"431415",2016,NA,NA,NA,NA,0,0,1
"431415",2017,0,0,0,2,NA,NA,NA
"431415",2018,0,0,0,2,NA,NA,NA
"431415",2019,0,0,0,1,0,0,1
"431415",2020,NA,NA,NA,NA,NA,NA,NA
"431415",2021,NA,NA,NA,NA,NA,NA,NA
"431415",2022,NA,NA,NA,NA,0,0,1
"431415",2023,NA,NA,NA,NA,NA,NA,NA
"431415",2024,NA,NA,NA,NA,0,0,2
"431417",2012,0,0,0,1,NA,NA,NA
"431417",2013,NA,NA,NA,NA,NA,NA,NA
"431417",2014,0,0,0,1,NA,NA,NA
"431417",2015,NA,NA,NA,NA,0,0,1
"431417",2016,NA,NA,NA,NA,NA,NA,NA
"431417",2017,0,0,0,1,NA,NA,NA
"431417",2018,0,0,0,1,NA,NA,NA
"431417",2019,NA,NA,NA,NA,NA,NA,NA
"431417",2020,NA,NA,NA,NA,NA,NA,NA
"431417",2021,0,0,0,1,0,0,1
"431417",2022,NA,NA,NA,NA,0,0,1
"431417",2023,NA,NA,NA,NA,0,0,1
"431417",2024,NA,NA,NA,NA,NA,NA,NA
"431420",2012,0,0,0,1,0,0,3
"431420",2013,0,0,0,1,0,0,1
"431420",2014,0,0,0,1,0,0,1
"431420",2015,NA,NA,NA,NA,0,0,2
"431420",2016,0,0,0,1,0,0,2
"431420",2017,NA,NA,NA,NA,NA,NA,NA
"431420",2018,0,0,0,3,0,0,1
"431420",2019,0,0,0,4,NA,NA,NA
"431420",2020,0,0,0,3,0,0,1
"431420",2021,1,1,1,1,NA,NA,NA
"431420",2022,NA,NA,NA,NA,0,0,1
"431420",2023,0,0,0,5,0,0,3
"431420",2024,NA,NA,NA,NA,NA,NA,NA
"431430",2012,NA,NA,NA,NA,NA,NA,NA
"431430",2013,0,0,0,1,0,0,1
"431430",2014,NA,NA,NA,NA,NA,NA,NA
"431430",2015,NA,NA,NA,NA,NA,NA,NA
"431430",2016,NA,NA,NA,NA,0,0,1
"431430",2017,NA,NA,NA,NA,NA,NA,NA
"431430",2018,0,0,0,1,0,0,1
"431430",2019,NA,NA,NA,NA,NA,NA,NA
"431430",2020,NA,NA,NA,NA,NA,NA,NA
"431430",2021,NA,NA,NA,NA,0,0,1
"431430",2022,NA,NA,NA,NA,NA,NA,NA
"431430",2023,NA,NA,NA,NA,0,0,1
"431430",2024,NA,NA,NA,NA,NA,NA,NA
"431440",2012,1,3,2,39,0,0,61
"431440",2013,2,0,2,36,0,2,43
"431440",2014,0,0,0,40,0,0,59
"431440",2015,0,3,0,50,0,0,59
"431440",2016,0,2,0,26,0,5,67
"431440",2017,0,0,4,32,0,0,43
"431440",2018,0,3,3,51,0,2,60
"431440",2019,2,0,2,33,0,0,56
"431440",2020,0,0,1,28,0,0,34
"431440",2021,0,1,2,29,0,0,39
"431440",2022,0,0,2,30,0,0,34
"431440",2023,0,1,0,25,0,1,38
"431440",2024,NA,NA,NA,NA,0,3,32
"431442",2012,0,0,0,2,NA,NA,NA
"431442",2013,0,0,1,1,NA,NA,NA
"431442",2014,0,0,0,1,0,0,1
"431442",2015,0,1,0,2,NA,NA,NA
"431442",2016,NA,NA,NA,NA,NA,NA,NA
"431442",2017,NA,NA,NA,NA,NA,NA,NA
"431442",2018,0,0,0,1,NA,NA,NA
"431442",2019,NA,NA,NA,NA,NA,NA,NA
"431442",2020,NA,NA,NA,NA,NA,NA,NA
"431442",2021,NA,NA,NA,NA,NA,NA,NA
"431442",2022,NA,NA,NA,NA,NA,NA,NA
"431442",2023,NA,NA,NA,NA,NA,NA,NA
"431442",2024,NA,NA,NA,NA,NA,NA,NA
"431445",2012,0,0,0,1,NA,NA,NA
"431445",2013,NA,NA,NA,NA,0,0,1
"431445",2014,NA,NA,NA,NA,NA,NA,NA
"431445",2015,0,0,0,1,NA,NA,NA
"431445",2016,NA,NA,NA,NA,NA,NA,NA
"431445",2017,0,1,0,1,0,0,1
"431445",2018,NA,NA,NA,NA,NA,NA,NA
"431445",2019,0,0,0,1,0,0,1
"431445",2020,NA,NA,NA,NA,NA,NA,NA
"431445",2021,0,0,0,2,NA,NA,NA
"431445",2022,NA,NA,NA,NA,0,0,1
"431445",2023,NA,NA,NA,NA,NA,NA,NA
"431445",2024,NA,NA,NA,NA,NA,NA,NA
"431446",2012,NA,NA,NA,NA,NA,NA,NA
"431446",2013,NA,NA,NA,NA,0,0,1
"431446",2014,NA,NA,NA,NA,0,0,1
"431446",2015,0,0,0,1,NA,NA,NA
"431446",2016,NA,NA,NA,NA,NA,NA,NA
"431446",2017,NA,NA,NA,NA,NA,NA,NA
"431446",2018,NA,NA,NA,NA,NA,NA,NA
"431446",2019,NA,NA,NA,NA,0,0,1
"431446",2020,NA,NA,NA,NA,NA,NA,NA
"431446",2021,NA,NA,NA,NA,NA,NA,NA
"431446",2022,NA,NA,NA,NA,NA,NA,NA
"431446",2023,NA,NA,NA,NA,NA,NA,NA
"431446",2024,NA,NA,NA,NA,0,0,1
"431447",2012,NA,NA,NA,NA,NA,NA,NA
"431447",2013,NA,NA,NA,NA,NA,NA,NA
"431447",2014,NA,NA,NA,NA,0,0,1
"431447",2015,NA,NA,NA,NA,NA,NA,NA
"431447",2016,NA,NA,NA,NA,NA,NA,NA
"431447",2017,NA,NA,NA,NA,NA,NA,NA
"431447",2018,0,0,0,1,0,0,1
"431447",2019,NA,NA,NA,NA,0,0,1
"431447",2020,NA,NA,NA,NA,NA,NA,NA
"431447",2021,0,0,0,1,0,0,2
"431447",2022,0,0,0,1,NA,NA,NA
"431447",2023,NA,NA,NA,NA,NA,NA,NA
"431447",2024,NA,NA,NA,NA,NA,NA,NA
"431449",2012,NA,NA,NA,NA,NA,NA,NA
"431449",2013,0,0,0,1,0,1,1
"431449",2014,0,0,0,1,0,0,1
"431449",2015,NA,NA,NA,NA,0,0,1
"431449",2016,NA,NA,NA,NA,0,0,1
"431449",2017,NA,NA,NA,NA,0,0,1
"431449",2018,NA,NA,NA,NA,NA,NA,NA
"431449",2019,NA,NA,NA,NA,NA,NA,NA
"431449",2020,NA,NA,NA,NA,NA,NA,NA
"431449",2021,0,0,0,1,NA,NA,NA
"431449",2022,NA,NA,NA,NA,NA,NA,NA
"431449",2023,NA,NA,NA,NA,0,0,1
"431449",2024,NA,NA,NA,NA,NA,NA,NA
"431450",2012,NA,NA,NA,NA,0,0,3
"431450",2013,NA,NA,NA,NA,0,0,2
"431450",2014,1,0,1,3,0,0,4
"431450",2015,NA,NA,NA,NA,0,0,5
"431450",2016,0,1,0,1,0,0,2
"431450",2017,0,0,0,2,0,0,1
"431450",2018,0,0,0,2,0,0,3
"431450",2019,0,0,0,2,0,0,1
"431450",2020,0,0,1,1,0,0,1
"431450",2021,0,0,0,1,0,0,2
"431450",2022,0,0,0,1,0,0,1
"431450",2023,NA,NA,NA,NA,NA,NA,NA
"431450",2024,NA,NA,NA,NA,NA,NA,NA
"431454",2012,NA,NA,NA,NA,NA,NA,NA
"431454",2013,NA,NA,NA,NA,0,0,1
"431454",2014,0,0,0,1,NA,NA,NA
"431454",2015,NA,NA,NA,NA,NA,NA,NA
"431454",2016,NA,NA,NA,NA,NA,NA,NA
"431454",2017,NA,NA,NA,NA,NA,NA,NA
"431454",2018,NA,NA,NA,NA,NA,NA,NA
"431454",2019,NA,NA,NA,NA,NA,NA,NA
"431454",2020,NA,NA,NA,NA,0,0,1
"431454",2021,NA,NA,NA,NA,NA,NA,NA
"431454",2022,NA,NA,NA,NA,NA,NA,NA
"431454",2023,NA,NA,NA,NA,NA,NA,NA
"431454",2024,NA,NA,NA,NA,NA,NA,NA
"431455",2012,NA,NA,NA,NA,0,0,1
"431455",2013,NA,NA,NA,NA,NA,NA,NA
"431455",2014,NA,NA,NA,NA,NA,NA,NA
"431455",2015,NA,NA,NA,NA,NA,NA,NA
"431455",2016,0,0,0,1,NA,NA,NA
"431455",2017,NA,NA,NA,NA,NA,NA,NA
"431455",2018,NA,NA,NA,NA,NA,NA,NA
"431455",2019,0,0,0,1,NA,NA,NA
"431455",2020,NA,NA,NA,NA,NA,NA,NA
"431455",2021,0,0,0,1,NA,NA,NA
"431455",2022,NA,NA,NA,NA,NA,NA,NA
"431455",2023,NA,NA,NA,NA,NA,NA,NA
"431455",2024,NA,NA,NA,NA,NA,NA,NA
"431460",2012,0,0,0,1,0,0,7
"431460",2013,0,0,0,2,0,0,2
"431460",2014,0,0,0,2,0,0,3
"431460",2015,0,0,0,6,0,0,4
"431460",2016,0,0,0,4,0,0,2
"431460",2017,NA,NA,NA,NA,0,0,3
"431460",2018,0,0,0,3,0,0,4
"431460",2019,0,0,0,2,0,0,2
"431460",2020,NA,NA,NA,NA,0,0,3
"431460",2021,0,0,0,1,0,0,3
"431460",2022,NA,NA,NA,NA,0,0,1
"431460",2023,0,0,0,1,0,0,4
"431460",2024,NA,NA,NA,NA,NA,NA,NA
"431470",2012,1,1,1,1,NA,NA,NA
"431470",2013,0,0,0,1,NA,NA,NA
"431470",2014,0,0,0,1,0,0,2
"431470",2015,0,0,0,1,0,0,2
"431470",2016,0,0,0,1,NA,NA,NA
"431470",2017,NA,NA,NA,NA,0,1,2
"431470",2018,3,2,4,4,0,0,1
"431470",2019,0,0,0,4,0,0,1
"431470",2020,NA,NA,NA,NA,0,0,1
"431470",2021,NA,NA,NA,NA,NA,NA,NA
"431470",2022,NA,NA,NA,NA,0,1,1
"431470",2023,NA,NA,NA,NA,0,0,1
"431470",2024,NA,NA,NA,NA,0,0,1
"431475",2012,NA,NA,NA,NA,0,0,1
"431475",2013,NA,NA,NA,NA,NA,NA,NA
"431475",2014,NA,NA,NA,NA,NA,NA,NA
"431475",2015,0,0,0,1,0,0,1
"431475",2016,NA,NA,NA,NA,NA,NA,NA
"431475",2017,NA,NA,NA,NA,NA,NA,NA
"431475",2018,NA,NA,NA,NA,0,0,2
"431475",2019,0,0,0,1,0,0,1
"431475",2020,NA,NA,NA,NA,NA,NA,NA
"431475",2021,0,0,0,1,NA,NA,NA
"431475",2022,NA,NA,NA,NA,0,0,1
"431475",2023,NA,NA,NA,NA,0,0,1
"431475",2024,NA,NA,NA,NA,NA,NA,NA
"431477",2012,0,0,0,1,0,0,1
"431477",2013,NA,NA,NA,NA,NA,NA,NA
"431477",2014,NA,NA,NA,NA,0,0,1
"431477",2015,NA,NA,NA,NA,0,0,1
"431477",2016,NA,NA,NA,NA,0,0,1
"431477",2017,0,0,0,1,NA,NA,NA
"431477",2018,0,0,0,1,NA,NA,NA
"431477",2019,NA,NA,NA,NA,0,0,1
"431477",2020,0,0,0,1,NA,NA,NA
"431477",2021,NA,NA,NA,NA,0,0,1
"431477",2022,0,0,0,2,NA,NA,NA
"431477",2023,NA,NA,NA,NA,NA,NA,NA
"431477",2024,NA,NA,NA,NA,NA,NA,NA
"431478",2012,NA,NA,NA,NA,NA,NA,NA
"431478",2013,0,0,0,1,0,0,1
"431478",2014,NA,NA,NA,NA,NA,NA,NA
"431478",2015,NA,NA,NA,NA,0,0,1
"431478",2016,NA,NA,NA,NA,0,0,1
"431478",2017,NA,NA,NA,NA,NA,NA,NA
"431478",2018,NA,NA,NA,NA,NA,NA,NA
"431478",2019,NA,NA,NA,NA,0,0,1
"431478",2020,0,0,0,1,NA,NA,NA
"431478",2021,NA,NA,NA,NA,NA,NA,NA
"431478",2022,NA,NA,NA,NA,NA,NA,NA
"431478",2023,NA,NA,NA,NA,NA,NA,NA
"431478",2024,NA,NA,NA,NA,0,1,1
"431480",2012,0,0,0,6,0,0,6
"431480",2013,0,0,0,5,0,0,2
"431480",2014,0,0,0,3,0,0,6
"431480",2015,0,1,0,4,0,0,4
"431480",2016,0,0,0,4,0,0,2
"431480",2017,0,1,0,9,0,0,1
"431480",2018,0,0,0,2,0,1,5
"431480",2019,0,0,0,5,0,0,2
"431480",2020,0,0,0,3,0,0,2
"431480",2021,0,0,0,3,0,0,6
"431480",2022,0,0,0,1,0,0,4
"431480",2023,0,0,0,4,0,0,2
"431480",2024,NA,NA,NA,NA,0,0,6
"431490",2012,2,7,2,169,0,0,180
"431490",2013,0,0,0,146,0,0,183
"431490",2014,0,0,3,165,0,0,187
"431490",2015,0,0,0,164,0,0,182
"431490",2016,0,6,0,176,0,1,168
"431490",2017,0,5,0,177,0,2,166
"431490",2018,2,6,4,168,0,3,159
"431490",2019,2,6,4,143,0,0,144
"431490",2020,2,6,3,143,0,0,122
"431490",2021,3,3,3,167,0,0,130
"431490",2022,2,2,2,130,0,2,106
"431490",2023,1,2,2,92,0,0,116
"431490",2024,NA,NA,NA,NA,0,2,75
"431500",2012,0,0,0,1,NA,NA,NA
"431500",2013,0,0,0,1,0,0,1
"431500",2014,0,0,0,1,NA,NA,NA
"431500",2015,0,0,0,2,NA,NA,NA
"431500",2016,NA,NA,NA,NA,NA,NA,NA
"431500",2017,NA,NA,NA,NA,NA,NA,NA
"431500",2018,NA,NA,NA,NA,0,0,2
"431500",2019,NA,NA,NA,NA,0,1,1
"431500",2020,NA,NA,NA,NA,NA,NA,NA
"431500",2021,NA,NA,NA,NA,0,0,2
"431500",2022,1,1,1,1,NA,NA,NA
"431500",2023,NA,NA,NA,NA,NA,NA,NA
"431500",2024,NA,NA,NA,NA,0,1,2
"431505",2012,NA,NA,NA,NA,NA,NA,NA
"431505",2013,NA,NA,NA,NA,NA,NA,NA
"431505",2014,NA,NA,NA,NA,0,0,1
"431505",2015,NA,NA,NA,NA,NA,NA,NA
"431505",2016,NA,NA,NA,NA,NA,NA,NA
"431505",2017,NA,NA,NA,NA,NA,NA,NA
"431505",2018,NA,NA,NA,NA,0,0,1
"431505",2019,NA,NA,NA,NA,NA,NA,NA
"431505",2020,NA,NA,NA,NA,NA,NA,NA
"431505",2021,NA,NA,NA,NA,NA,NA,NA
"431505",2022,NA,NA,NA,NA,NA,NA,NA
"431505",2023,NA,NA,NA,NA,NA,NA,NA
"431505",2024,NA,NA,NA,NA,NA,NA,NA
"431507",2012,NA,NA,NA,NA,0,0,1
"431507",2013,NA,NA,NA,NA,NA,NA,NA
"431507",2014,NA,NA,NA,NA,NA,NA,NA
"431507",2015,NA,NA,NA,NA,NA,NA,NA
"431507",2016,NA,NA,NA,NA,NA,NA,NA
"431507",2017,0,0,0,1,NA,NA,NA
"431507",2018,NA,NA,NA,NA,NA,NA,NA
"431507",2019,NA,NA,NA,NA,NA,NA,NA
"431507",2020,NA,NA,NA,NA,NA,NA,NA
"431507",2021,NA,NA,NA,NA,0,0,1
"431507",2022,NA,NA,NA,NA,NA,NA,NA
"431507",2023,NA,NA,NA,NA,NA,NA,NA
"431507",2024,NA,NA,NA,NA,NA,NA,NA
"431510",2012,0,0,0,2,0,0,4
"431510",2013,NA,NA,NA,NA,NA,NA,NA
"431510",2014,NA,NA,NA,NA,0,0,2
"431510",2015,0,0,0,2,0,0,1
"431510",2016,0,0,0,3,0,0,1
"431510",2017,NA,NA,NA,NA,NA,NA,NA
"431510",2018,0,0,0,1,NA,NA,NA
"431510",2019,NA,NA,NA,NA,0,0,2
"431510",2020,NA,NA,NA,NA,0,0,2
"431510",2021,0,0,0,2,0,1,3
"431510",2022,0,0,0,2,NA,NA,NA
"431510",2023,0,0,0,3,NA,NA,NA
"431510",2024,NA,NA,NA,NA,NA,NA,NA
"431513",2012,NA,NA,NA,NA,NA,NA,NA
"431513",2013,NA,NA,NA,NA,NA,NA,NA
"431513",2014,NA,NA,NA,NA,NA,NA,NA
"431513",2015,NA,NA,NA,NA,NA,NA,NA
"431513",2016,NA,NA,NA,NA,NA,NA,NA
"431513",2017,NA,NA,NA,NA,NA,NA,NA
"431513",2018,NA,NA,NA,NA,0,0,3
"431513",2019,NA,NA,NA,NA,NA,NA,NA
"431513",2020,NA,NA,NA,NA,NA,NA,NA
"431513",2021,0,0,0,1,NA,NA,NA
"431513",2022,NA,NA,NA,NA,NA,NA,NA
"431513",2023,NA,NA,NA,NA,NA,NA,NA
"431513",2024,NA,NA,NA,NA,NA,NA,NA
"431514",2012,0,1,1,1,NA,NA,NA
"431514",2013,NA,NA,NA,NA,NA,NA,NA
"431514",2014,NA,NA,NA,NA,NA,NA,NA
"431514",2015,0,0,0,1,NA,NA,NA
"431514",2016,NA,NA,NA,NA,0,0,1
"431514",2017,NA,NA,NA,NA,NA,NA,NA
"431514",2018,NA,NA,NA,NA,NA,NA,NA
"431514",2019,NA,NA,NA,NA,NA,NA,NA
"431514",2020,NA,NA,NA,NA,NA,NA,NA
"431514",2021,NA,NA,NA,NA,0,0,1
"431514",2022,NA,NA,NA,NA,0,0,1
"431514",2023,0,0,0,2,0,0,1
"431514",2024,NA,NA,NA,NA,0,0,1
"431515",2012,0,0,0,2,NA,NA,NA
"431515",2013,NA,NA,NA,NA,NA,NA,NA
"431515",2014,NA,NA,NA,NA,0,0,2
"431515",2015,0,0,0,1,NA,NA,NA
"431515",2016,0,0,0,3,0,1,2
"431515",2017,0,0,0,1,NA,NA,NA
"431515",2018,NA,NA,NA,NA,0,0,2
"431515",2019,0,0,0,1,0,0,1
"431515",2020,0,0,0,1,0,0,1
"431515",2021,NA,NA,NA,NA,NA,NA,NA
"431515",2022,NA,NA,NA,NA,NA,NA,NA
"431515",2023,NA,NA,NA,NA,0,0,1
"431515",2024,NA,NA,NA,NA,0,1,1
"431517",2012,NA,NA,NA,NA,0,1,2
"431517",2013,NA,NA,NA,NA,NA,NA,NA
"431517",2014,NA,NA,NA,NA,NA,NA,NA
"431517",2015,NA,NA,NA,NA,NA,NA,NA
"431517",2016,NA,NA,NA,NA,NA,NA,NA
"431517",2017,NA,NA,NA,NA,NA,NA,NA
"431517",2018,NA,NA,NA,NA,NA,NA,NA
"431517",2019,NA,NA,NA,NA,NA,NA,NA
"431517",2020,NA,NA,NA,NA,NA,NA,NA
"431517",2021,NA,NA,NA,NA,NA,NA,NA
"431517",2022,NA,NA,NA,NA,NA,NA,NA
"431517",2023,NA,NA,NA,NA,NA,NA,NA
"431517",2024,NA,NA,NA,NA,NA,NA,NA
"431520",2012,NA,NA,NA,NA,NA,NA,NA
"431520",2013,NA,NA,NA,NA,0,0,1
"431520",2014,NA,NA,NA,NA,NA,NA,NA
"431520",2015,NA,NA,NA,NA,NA,NA,NA
"431520",2016,NA,NA,NA,NA,NA,NA,NA
"431520",2017,NA,NA,NA,NA,NA,NA,NA
"431520",2018,NA,NA,NA,NA,NA,NA,NA
"431520",2019,NA,NA,NA,NA,NA,NA,NA
"431520",2020,NA,NA,NA,NA,NA,NA,NA
"431520",2021,NA,NA,NA,NA,NA,NA,NA
"431520",2022,NA,NA,NA,NA,NA,NA,NA
"431520",2023,NA,NA,NA,NA,NA,NA,NA
"431520",2024,NA,NA,NA,NA,NA,NA,NA
"431530",2012,0,0,0,6,0,0,4
"431530",2013,0,0,1,3,0,0,2
"431530",2014,0,0,0,4,0,0,1
"431530",2015,0,0,0,4,0,0,3
"431530",2016,0,0,0,2,0,0,5
"431530",2017,0,0,2,5,0,0,8
"431530",2018,0,0,0,3,0,0,6
"431530",2019,0,0,0,2,0,0,3
"431530",2020,0,0,0,4,0,0,1
"431530",2021,0,0,1,4,NA,NA,NA
"431530",2022,1,1,1,7,0,0,6
"431530",2023,0,0,0,3,0,1,3
"431530",2024,NA,NA,NA,NA,NA,NA,NA
"431531",2012,NA,NA,NA,NA,NA,NA,NA
"431531",2013,0,0,0,2,NA,NA,NA
"431531",2014,NA,NA,NA,NA,0,0,2
"431531",2015,NA,NA,NA,NA,NA,NA,NA
"431531",2016,NA,NA,NA,NA,NA,NA,NA
"431531",2017,NA,NA,NA,NA,NA,NA,NA
"431531",2018,NA,NA,NA,NA,NA,NA,NA
"431531",2019,NA,NA,NA,NA,NA,NA,NA
"431531",2020,NA,NA,NA,NA,NA,NA,NA
"431531",2021,NA,NA,NA,NA,0,0,1
"431531",2022,1,0,1,1,NA,NA,NA
"431531",2023,NA,NA,NA,NA,NA,NA,NA
"431531",2024,NA,NA,NA,NA,NA,NA,NA
"431532",2012,NA,NA,NA,NA,0,0,2
"431532",2013,NA,NA,NA,NA,NA,NA,NA
"431532",2014,NA,NA,NA,NA,NA,NA,NA
"431532",2015,NA,NA,NA,NA,NA,NA,NA
"431532",2016,NA,NA,NA,NA,NA,NA,NA
"431532",2017,NA,NA,NA,NA,NA,NA,NA
"431532",2018,NA,NA,NA,NA,NA,NA,NA
"431532",2019,NA,NA,NA,NA,NA,NA,NA
"431532",2020,NA,NA,NA,NA,NA,NA,NA
"431532",2021,NA,NA,NA,NA,NA,NA,NA
"431532",2022,NA,NA,NA,NA,NA,NA,NA
"431532",2023,NA,NA,NA,NA,NA,NA,NA
"431532",2024,NA,NA,NA,NA,NA,NA,NA
"431535",2012,NA,NA,NA,NA,0,0,1
"431535",2013,NA,NA,NA,NA,NA,NA,NA
"431535",2014,NA,NA,NA,NA,NA,NA,NA
"431535",2015,NA,NA,NA,NA,0,0,2
"431535",2016,NA,NA,NA,NA,NA,NA,NA
"431535",2017,NA,NA,NA,NA,0,0,2
"431535",2018,NA,NA,NA,NA,NA,NA,NA
"431535",2019,NA,NA,NA,NA,NA,NA,NA
"431535",2020,NA,NA,NA,NA,NA,NA,NA
"431535",2021,0,0,0,1,NA,NA,NA
"431535",2022,NA,NA,NA,NA,0,0,2
"431535",2023,NA,NA,NA,NA,NA,NA,NA
"431535",2024,NA,NA,NA,NA,NA,NA,NA
"431540",2012,0,0,0,1,0,0,2
"431540",2013,0,0,0,3,0,0,4
"431540",2014,0,0,0,2,0,0,4
"431540",2015,NA,NA,NA,NA,0,0,1
"431540",2016,0,0,0,3,0,0,2
"431540",2017,NA,NA,NA,NA,0,0,3
"431540",2018,0,0,0,2,0,0,1
"431540",2019,NA,NA,NA,NA,0,0,3
"431540",2020,0,0,0,1,0,0,2
"431540",2021,1,1,1,6,0,0,4
"431540",2022,0,0,0,2,0,1,2
"431540",2023,0,0,0,2,0,0,3
"431540",2024,NA,NA,NA,NA,0,1,2
"431545",2012,NA,NA,NA,NA,NA,NA,NA
"431545",2013,NA,NA,NA,NA,NA,NA,NA
"431545",2014,NA,NA,NA,NA,0,0,1
"431545",2015,NA,NA,NA,NA,NA,NA,NA
"431545",2016,NA,NA,NA,NA,NA,NA,NA
"431545",2017,NA,NA,NA,NA,NA,NA,NA
"431545",2018,NA,NA,NA,NA,NA,NA,NA
"431545",2019,NA,NA,NA,NA,NA,NA,NA
"431545",2020,NA,NA,NA,NA,NA,NA,NA
"431545",2021,NA,NA,NA,NA,NA,NA,NA
"431545",2022,NA,NA,NA,NA,0,0,1
"431545",2023,0,0,0,1,NA,NA,NA
"431545",2024,NA,NA,NA,NA,NA,NA,NA
"431550",2012,0,0,0,3,0,0,1
"431550",2013,0,0,0,1,0,0,5
"431550",2014,0,0,1,2,NA,NA,NA
"431550",2015,NA,NA,NA,NA,NA,NA,NA
"431550",2016,0,0,0,1,0,0,3
"431550",2017,0,0,0,1,0,0,3
"431550",2018,0,0,0,2,0,0,1
"431550",2019,0,0,0,2,0,0,2
"431550",2020,NA,NA,NA,NA,0,0,1
"431550",2021,0,0,0,1,0,1,2
"431550",2022,0,0,1,2,0,1,2
"431550",2023,0,0,1,1,0,0,1
"431550",2024,NA,NA,NA,NA,NA,NA,NA
"431555",2012,NA,NA,NA,NA,NA,NA,NA
"431555",2013,0,0,0,2,NA,NA,NA
"431555",2014,NA,NA,NA,NA,NA,NA,NA
"431555",2015,NA,NA,NA,NA,NA,NA,NA
"431555",2016,NA,NA,NA,NA,NA,NA,NA
"431555",2017,NA,NA,NA,NA,NA,NA,NA
"431555",2018,0,0,0,1,0,0,1
"431555",2019,NA,NA,NA,NA,NA,NA,NA
"431555",2020,NA,NA,NA,NA,NA,NA,NA
"431555",2021,NA,NA,NA,NA,NA,NA,NA
"431555",2022,NA,NA,NA,NA,0,0,1
"431555",2023,0,0,0,1,NA,NA,NA
"431555",2024,NA,NA,NA,NA,0,0,1
"431560",2012,0,1,0,30,0,1,34
"431560",2013,0,0,0,41,0,0,33
"431560",2014,0,0,0,23,0,0,34
"431560",2015,0,0,0,32,0,0,46
"431560",2016,0,0,0,22,0,0,41
"431560",2017,0,0,0,27,0,0,32
"431560",2018,0,0,0,29,0,0,29
"431560",2019,0,0,0,22,0,2,30
"431560",2020,0,0,0,25,0,0,21
"431560",2021,0,1,0,27,0,0,19
"431560",2022,1,0,1,17,0,0,27
"431560",2023,0,0,0,20,0,0,19
"431560",2024,NA,NA,NA,NA,0,1,13
"431570",2012,0,0,0,3,0,0,7
"431570",2013,0,0,0,6,0,0,1
"431570",2014,0,0,0,3,0,0,6
"431570",2015,0,0,0,4,0,0,8
"431570",2016,0,1,0,4,0,0,4
"431570",2017,0,0,0,2,0,0,4
"431570",2018,0,0,0,7,0,0,4
"431570",2019,0,0,1,3,0,1,5
"431570",2020,0,0,0,4,0,0,4
"431570",2021,0,0,0,3,0,0,9
"431570",2022,0,0,0,4,0,0,1
"431570",2023,0,0,0,5,0,0,4
"431570",2024,NA,NA,NA,NA,0,1,2
"431575",2012,0,0,0,1,NA,NA,NA
"431575",2013,NA,NA,NA,NA,0,1,1
"431575",2014,NA,NA,NA,NA,0,0,1
"431575",2015,NA,NA,NA,NA,NA,NA,NA
"431575",2016,NA,NA,NA,NA,NA,NA,NA
"431575",2017,0,0,0,1,NA,NA,NA
"431575",2018,0,0,0,2,NA,NA,NA
"431575",2019,NA,NA,NA,NA,NA,NA,NA
"431575",2020,0,0,0,1,0,0,2
"431575",2021,NA,NA,NA,NA,NA,NA,NA
"431575",2022,0,0,0,1,NA,NA,NA
"431575",2023,NA,NA,NA,NA,NA,NA,NA
"431575",2024,NA,NA,NA,NA,NA,NA,NA
"431580",2012,NA,NA,NA,NA,NA,NA,NA
"431580",2013,NA,NA,NA,NA,0,0,4
"431580",2014,NA,NA,NA,NA,0,0,3
"431580",2015,1,1,1,1,NA,NA,NA
"431580",2016,0,0,0,1,0,0,2
"431580",2017,NA,NA,NA,NA,0,1,1
"431580",2018,NA,NA,NA,NA,0,0,1
"431580",2019,0,0,0,1,NA,NA,NA
"431580",2020,0,0,0,1,0,0,1
"431580",2021,NA,NA,NA,NA,0,0,2
"431580",2022,0,0,0,1,0,1,2
"431580",2023,0,0,0,2,0,1,1
"431580",2024,NA,NA,NA,NA,0,0,1
"431590",2012,0,0,0,1,0,0,1
"431590",2013,NA,NA,NA,NA,NA,NA,NA
