"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"110143",2014,110,1,2,36,0,0,1,0,0,2,0,0
"110143",2015,73,6,12,12,1,0,5,1,1,3,7,2
"110143",2016,90,5,8,22,0,1,4,0,2,1,5,0
"110143",2017,94,6,10,32,1,1,4,0,1,2,7,3
"110143",2018,87,2,3,30,1,0,1,0,0,2,1,2
"110143",2019,104,10,7,46,1,0,9,0,0,1,6,2
"110143",2020,87,10,7,39,0,2,8,0,0,2,5,1
"110143",2021,85,3,7,46,1,0,2,0,1,1,5,1
"110143",2022,103,12,13,47,2,0,10,1,0,1,11,2
"110145",2012,63,6,9,21,1,0,5,0,2,2,5,1
"110145",2013,55,4,4,18,1,1,2,1,1,0,2,2
"110145",2014,49,0,2,14,0,0,0,0,0,1,1,0
"110145",2015,54,2,4,20,0,0,2,0,0,2,2,0
"110145",2016,50,1,2,19,0,0,1,0,0,1,1,0
"110145",2017,51,2,4,19,0,0,2,0,0,0,4,1
"110145",2018,53,3,3,21,0,0,3,0,0,2,1,0
"110145",2019,44,6,8,16,0,1,5,0,1,3,4,0
"110145",2020,59,5,7,22,2,1,2,0,2,2,3,2
"110145",2021,40,0,3,19,0,0,0,1,0,1,1,1
"110145",2022,45,4,4,21,0,1,3,0,0,2,2,0
"110146",2012,51,3,2,5,0,1,2,0,1,0,1,1
"110146",2013,42,3,4,8,0,0,3,0,1,0,3,1
"110146",2014,37,3,2,15,0,0,3,0,1,1,0,0
"110146",2015,52,1,1,17,0,0,1,0,0,0,1,0
"110146",2016,34,3,2,13,0,0,3,0,0,0,2,0
"110146",2017,52,3,4,18,0,0,3,0,0,0,4,0
"110146",2018,52,2,5,17,2,0,0,2,0,0,3,3
"110146",2019,40,0,2,11,0,0,0,0,1,0,1,0
"110146",2020,39,2,2,16,0,0,2,1,0,0,1,1
"110146",2021,42,2,2,10,1,1,0,0,1,0,1,3
"110146",2022,35,2,3,8,1,0,1,1,1,1,0,1
"110147",2012,43,4,3,13,0,0,4,0,0,1,2,1
"110147",2013,39,1,6,16,0,0,1,0,0,0,6,0
"110147",2014,47,2,7,10,0,0,2,0,2,1,4,2
"110147",2015,40,4,5,16,1,1,2,0,0,3,2,1
"110147",2016,56,4,6,22,0,0,4,0,2,0,4,2
"110147",2017,63,7,11,25,3,0,4,0,3,0,8,3
"110147",2018,38,2,3,10,0,0,2,0,1,1,1,0
"110147",2019,43,5,5,19,1,2,2,1,0,2,2,1
"110147",2020,38,2,3,17,0,0,2,0,0,0,3,0
"110147",2021,40,1,4,12,0,0,1,0,1,1,2,0
"110147",2022,40,6,4,18,2,1,3,2,0,0,2,3
"110148",2012,64,3,1,32,0,0,3,0,0,0,1,0
"110148",2013,61,5,4,24,0,1,4,0,0,2,2,1
"110148",2014,59,3,4,24,0,0,3,0,0,1,3,0
"110148",2015,73,11,10,34,2,4,5,0,3,3,4,3
"110148",2016,54,3,5,21,1,0,2,0,1,0,4,1
"110148",2017,75,3,9,26,1,0,2,1,0,2,6,2
"110148",2018,54,0,4,23,0,0,0,0,1,1,2,1
"110148",2019,54,4,5,19,2,2,0,1,3,1,0,4
"110148",2020,65,2,3,33,0,0,2,0,0,2,1,0
"110148",2021,45,1,3,16,0,1,0,0,0,1,2,0
"110148",2022,60,6,5,28,2,0,4,0,0,2,3,2
"110149",2012,246,10,16,48,0,1,9,0,0,5,10,1
"110149",2013,266,12,15,89,1,0,11,0,3,2,10,6
"110149",2014,308,10,25,115,2,3,5,0,0,7,18,6
"110149",2015,319,18,27,96,3,2,13,2,8,1,16,7
"110149",2016,305,17,23,102,4,1,12,0,5,5,13,12
"110149",2017,333,20,18,92,2,5,13,1,5,2,10,6
"110149",2018,327,39,41,103,11,6,22,4,9,10,18,23
"110149",2019,303,16,24,77,2,1,13,1,2,6,15,7
"110149",2020,266,11,21,88,3,4,4,1,3,4,13,6
"110149",2021,284,17,32,85,2,1,14,0,3,7,22,8
"110149",2022,286,21,36,98,5,4,12,5,6,3,22,11
"110150",2012,190,5,10,50,1,1,3,0,1,1,8,8
"110150",2013,184,12,18,45,0,1,11,0,0,4,14,0
"110150",2014,170,10,16,38,2,5,3,2,2,3,9,7
"110150",2015,188,9,10,64,0,0,9,1,0,0,9,2
"110150",2016,171,8,14,52,0,0,8,0,0,2,12,5
"110150",2017,188,8,15,49,1,1,6,1,1,3,10,3
"110150",2018,154,7,10,45,1,2,4,1,2,3,4,3
"110150",2019,168,10,14,44,1,3,6,2,0,2,10,3
"110150",2020,162,12,10,59,2,3,7,2,1,1,6,3
"110150",2021,180,9,11,83,0,2,7,0,2,1,8,2
"110150",2022,187,13,16,61,2,5,6,0,3,5,8,9
"110155",2012,57,6,5,18,0,2,4,0,1,2,2,1
"110155",2013,80,3,5,31,1,0,2,0,1,0,4,1
"110155",2014,69,1,1,13,0,0,1,0,0,0,1,0
"110155",2015,71,9,7,24,2,2,5,2,1,2,2,3
"110155",2016,59,1,5,28,0,0,1,0,1,2,2,0
"110155",2017,58,3,5,20,1,1,1,0,1,1,3,1
"110155",2018,60,2,4,30,0,0,2,0,0,0,4,0
"110155",2019,64,4,7,27,0,1,3,0,0,1,6,0
"110155",2020,42,2,5,20,1,0,1,0,1,0,4,1
"110155",2021,50,6,9,19,2,0,4,0,1,5,3,2
"110155",2022,53,8,8,20,0,1,7,0,0,0,8,1
"110160",2012,133,9,12,38,1,3,5,0,0,4,7,1
"110160",2013,106,3,6,28,2,1,0,0,1,2,3,3
"110160",2014,125,7,6,40,1,2,4,0,1,1,4,2
"110160",2015,107,4,3,35,1,0,3,0,0,1,2,1
"110160",2016,131,8,8,38,0,3,5,0,1,2,5,1
"110160",2017,146,10,2,53,1,1,8,0,0,0,2,1
"110160",2018,131,10,5,47,0,2,8,0,0,1,4,2
"110160",2019,97,4,7,27,1,2,1,0,1,2,4,1
"110160",2020,115,9,12,43,1,1,7,0,1,2,9,3
"110160",2021,83,4,7,37,0,1,3,0,1,1,5,1
"110160",2022,91,7,16,29,1,0,6,0,0,3,13,2
"110170",2012,146,13,14,26,1,2,10,0,2,2,9,2
"110170",2013,150,9,16,37,0,2,7,0,0,3,13,2
"110170",2014,122,9,14,31,4,2,3,2,1,2,9,4
"110170",2015,138,7,10,30,0,1,6,0,1,4,5,1
"110170",2016,151,9,20,49,1,1,7,1,0,4,15,2
"110170",2017,150,11,18,51,4,0,7,1,6,2,8,7
"110170",2018,139,6,16,40,1,1,4,0,2,1,13,2
"110170",2019,170,13,13,67,5,2,6,2,1,1,9,6
"110170",2020,143,5,16,77,1,0,4,1,1,1,13,4
"110170",2021,161,17,20,70,2,1,14,1,2,4,13,4
"110170",2022,161,15,13,69,1,3,11,0,2,5,6,1
"110175",2012,86,7,9,26,0,2,5,0,0,2,7,1
"110175",2013,89,11,8,26,1,3,7,0,0,3,5,5
"110175",2014,128,4,3,37,0,0,4,0,0,1,2,0
"110175",2015,106,14,11,30,5,5,4,3,1,0,7,5
"110175",2016,110,4,8,36,1,0,3,0,1,4,3,2
"110175",2017,86,2,5,31,0,1,1,0,0,2,3,1
"110175",2018,91,6,2,29,0,0,6,0,0,1,1,0
"110175",2019,93,4,8,32,2,1,1,0,0,3,5,3
"110175",2020,72,4,11,26,1,1,2,1,0,0,10,1
"110175",2021,75,7,9,32,0,4,3,0,1,5,3,2
"110175",2022,81,13,14,28,2,3,8,1,2,4,7,4
"110180",2012,83,7,7,27,0,2,5,1,1,1,4,2
"110180",2013,107,3,7,39,0,1,2,0,1,1,5,1
"110180",2014,90,7,5,18,1,2,4,0,2,0,3,2
"110180",2015,63,5,4,19,2,0,3,1,0,1,2,2
"110180",2016,98,8,10,41,2,1,5,1,1,2,6,2
"110180",2017,79,3,5,27,0,0,3,0,0,1,4,1
"110180",2018,95,3,3,36,0,0,3,0,0,1,2,1
"110180",2019,81,3,4,24,1,0,2,0,0,0,4,2
"110180",2020,62,8,7,23,3,1,4,1,2,1,3,4
"110180",2021,72,9,6,31,0,1,8,0,1,3,2,1
"110180",2022,84,10,19,32,2,1,7,1,1,3,14,2
"120001",2012,253,23,45,49,4,2,17,4,8,12,21,10
"120001",2013,258,18,34,38,5,5,8,1,5,6,16,9
"120001",2014,269,20,32,48,2,3,15,0,3,5,22,7
"120001",2015,217,11,23,49,2,2,7,1,7,2,12,13
"120001",2016,222,16,15,61,2,1,13,0,3,6,6,3
"120001",2017,256,20,33,65,2,1,17,1,5,9,18,7
"120001",2018,216,15,27,56,0,1,14,0,5,2,20,4
"120001",2019,257,15,29,72,0,2,13,0,5,6,18,6
"120001",2020,237,25,31,67,3,4,18,0,6,11,14,9
"120001",2021,251,19,25,60,2,4,13,0,4,7,14,3
"120001",2022,205,13,20,56,3,3,7,0,4,5,11,4
"120005",2012,219,9,23,42,0,3,6,1,5,2,15,4
"120005",2013,213,9,21,35,1,3,5,1,0,6,14,2
"120005",2014,196,12,30,39,0,1,11,0,6,7,17,6
"120005",2015,238,10,30,60,4,1,5,2,6,5,17,6
"120005",2016,190,11,20,41,4,2,5,3,2,9,6,10
"120005",2017,248,22,42,36,2,1,19,20,4,6,12,27
"120005",2018,264,20,21,41,1,6,13,1,1,8,11,5
"120005",2019,266,12,27,31,0,3,9,2,4,8,13,10
"120005",2020,215,20,35,28,3,0,17,0,4,10,21,6
"120005",2021,271,25,40,69,2,3,20,5,2,7,26,8
"120005",2022,235,18,37,58,1,3,14,0,5,7,25,5
"120010",2012,505,28,75,109,8,4,16,2,17,19,37,22
"120010",2013,530,38,76,120,13,7,18,5,11,13,44,27
"120010",2014,547,46,81,136,12,9,25,5,12,16,48,25
"120010",2015,531,41,65,114,10,2,29,5,7,12,41,16
"120010",2016,490,40,69,112,6,14,20,3,10,18,38,20
"120010",2017,570,35,70,128,6,6,23,3,11,19,37,13
"120010",2018,540,26,61,131,5,7,14,2,9,15,35,16
"120010",2019,540,24,55,148,4,4,16,1,7,14,33,10
"120010",2020,527,49,85,139,6,6,37,3,9,22,51,19
"120010",2021,525,38,73,151,8,10,20,4,7,18,44,15
"120010",2022,542,41,61,147,4,10,27,2,6,15,38,12
"120013",2012,198,14,28,43,2,3,9,1,2,8,17,4
"120013",2013,202,19,29,40,0,3,16,0,6,4,12,5
"120013",2014,242,21,25,58,2,3,16,0,4,9,12,6
"120013",2015,248,11,31,51,0,2,9,0,6,6,19,5
"120013",2016,248,19,30,52,3,0,16,0,0,11,19,4
"120013",2017,307,28,39,88,5,3,20,1,5,9,24,7
"120013",2018,306,36,53,70,0,10,26,0,4,17,32,4
"120013",2019,329,21,52,90,2,7,12,2,7,10,33,12
"120013",2020,241,26,41,58,7,2,17,2,10,9,20,10
"120013",2021,251,15,25,62,0,3,12,1,2,8,14,4
"120013",2022,230,26,36,63,3,3,20,1,2,6,27,5
"120017",2012,201,23,36,45,4,4,15,5,5,10,16,9
"120017",2013,193,10,32,22,1,1,8,1,6,7,16,4
"120017",2014,234,15,41,38,1,5,9,2,8,9,22,6
"120017",2015,219,12,20,41,1,1,10,0,3,7,10,1
"120017",2016,194,16,26,40,3,0,13,4,1,7,14,8
"120017",2017,243,16,25,56,3,2,11,2,4,9,10,9
"120017",2018,222,23,48,41,2,1,20,0,7,18,23,8
"120017",2019,217,17,26,58,2,4,11,0,0,5,21,10
"120017",2020,190,15,29,53,1,5,9,1,3,10,15,4
"120017",2021,215,18,25,53,2,3,13,0,4,5,16,7
"120017",2022,182,14,23,62,1,2,11,1,2,4,16,6
"120020",2012,1741,143,239,369,16,30,97,7,36,71,125,41
"120020",2013,1783,134,194,411,28,20,86,8,23,49,109,46
"120020",2014,1818,171,242,419,22,33,116,6,26,65,145,35
"120020",2015,1839,144,261,375,22,20,102,10,39,67,145,54
"120020",2016,1632,127,235,396,14,25,88,5,39,50,141,41
"120020",2017,1684,125,241,380,16,21,88,5,37,56,143,46
"120020",2018,1756,121,258,400,24,19,78,13,48,70,127,56
"120020",2019,1809,136,225,422,21,28,87,10,43,48,124,58
"120020",2020,1691,146,252,362,22,31,93,14,41,55,142,70
"120020",2021,1794,113,240,445,11,16,86,5,40,52,143,46
"120020",2022,1575,132,245,379,25,21,86,18,35,54,138,56
"120025",2012,282,22,41,60,8,1,13,4,10,5,22,15
"120025",2013,275,20,28,48,3,7,10,1,5,6,13,7
"120025",2014,262,14,41,81,1,6,7,2,8,8,23,9
"120025",2015,279,12,32,73,3,3,6,1,4,10,17,6
"120025",2016,270,28,32,72,6,3,19,6,1,6,19,12
"120025",2017,291,15,35,59,2,3,10,0,7,6,22,7
"120025",2018,273,20,36,61,3,1,16,1,8,9,18,10
"120025",2019,314,20,42,70,3,5,12,3,9,9,21,13
"120025",2020,293,22,43,94,5,2,15,1,8,7,27,5
"120025",2021,304,27,49,76,4,4,19,4,3,11,31,7
"120025",2022,278,18,38,84,2,7,9,1,4,15,18,5
"120030",2012,904,52,119,149,3,12,37,5,16,24,74,16
"120030",2013,791,39,84,123,2,10,27,1,11,23,49,9
"120030",2014,829,44,73,129,5,7,32,0,8,19,46,14
"120030",2015,772,51,87,127,5,10,36,2,12,23,50,15
"120030",2016,834,56,92,162,9,12,35,4,11,21,56,20
"120030",2017,833,44,71,169,3,7,34,3,13,15,40,26
"120030",2018,833,60,97,186,15,7,38,6,13,19,59,24
"120030",2019,871,47,97,204,3,7,37,2,14,30,51,17
"120030",2020,789,54,84,162,4,10,40,1,18,20,45,18
"120030",2021,889,58,92,161,12,10,36,3,10,19,60,19
"120030",2022,809,45,70,205,3,10,32,2,6,14,48,8
"120032",2012,269,27,35,33,1,0,26,0,4,14,17,3
"120032",2013,271,41,40,47,2,8,31,1,8,12,19,9
"120032",2014,282,26,40,45,1,1,24,0,8,9,23,9
"120032",2015,273,21,30,43,3,1,17,1,7,9,13,8
"120032",2016,263,20,37,48,3,2,15,1,9,13,14,12
"120032",2017,266,25,49,71,2,5,18,5,12,9,23,18
"120032",2018,274,26,42,47,3,2,21,2,9,11,20,8
"120032",2019,218,22,34,60,1,2,19,2,7,5,20,6
"120032",2020,205,21,24,50,0,3,18,1,5,4,14,3
"120032",2021,296,24,54,55,3,5,16,0,11,15,28,8
"120032",2022,230,29,41,50,7,3,19,1,7,13,20,10
"120033",2012,386,21,32,82,1,3,17,0,4,10,18,11
"120033",2013,399,32,44,75,5,3,24,0,5,13,26,11
"120033",2014,413,21,34,88,1,4,16,0,6,6,22,2
"120033",2015,395,23,39,86,2,1,20,0,3,10,26,4
"120033",2016,325,20,47,72,2,2,16,1,5,9,32,6
"120033",2017,358,11,38,69,1,3,7,0,4,3,31,5
"120033",2018,367,25,50,75,3,7,15,1,11,16,22,8
"120033",2019,345,31,48,78,6,10,15,6,4,14,24,12
"120033",2020,420,36,56,88,5,7,24,3,12,13,28,14
"120033",2021,379,31,47,90,1,2,28,1,5,10,31,3
"120033",2022,330,23,46,78,6,6,11,3,8,6,29,12
"120034",2012,256,28,48,43,0,1,27,1,5,11,31,8
"120034",2013,229,25,20,56,3,2,20,2,1,5,12,6
"120034",2014,243,22,36,49,0,1,21,1,4,5,26,3
"120034",2015,266,32,38,45,1,7,24,1,10,10,17,11
"120034",2016,236,21,40,62,2,6,13,0,7,8,25,7
"120034",2017,261,17,47,50,1,3,13,1,11,12,23,11
"120034",2018,252,17,43,64,0,3,14,2,7,11,23,7
"120034",2019,230,10,30,55,2,0,8,0,5,5,20,5
"120034",2020,280,25,51,67,0,2,23,4,8,9,30,13
"120034",2021,276,21,58,63,1,4,16,3,13,21,21,15
"120034",2022,242,17,46,62,1,1,15,2,7,13,24,8
"120035",2012,474,25,62,68,3,2,20,1,6,12,43,6
"120035",2013,485,23,47,99,2,4,17,0,5,11,30,7
"120035",2014,458,31,56,98,5,2,24,4,3,10,39,10
"120035",2015,445,33,50,91,2,4,27,2,5,12,31,8
"120035",2016,352,20,36,77,2,0,18,1,3,10,22,5
"120035",2017,388,30,34,72,3,5,22,0,5,16,13,5
"120035",2018,407,43,48,91,5,2,36,0,4,12,32,6
"120035",2019,448,40,62,102,4,6,30,5,7,12,38,16
"120035",2020,334,21,41,81,1,3,17,1,11,10,19,10
"120035",2021,443,41,65,96,9,9,23,8,18,12,27,21
"120035",2022,368,31,38,102,13,5,13,0,5,2,31,18
"120038",2012,353,19,45,82,3,3,13,3,7,12,23,13
"120038",2013,334,32,45,60,3,6,23,0,4,6,24,7
"120038",2014,322,28,41,64,4,3,21,2,6,9,24,9
"120038",2015,350,20,41,76,0,4,16,1,5,15,20,9
"120038",2016,339,29,45,84,4,7,18,1,7,12,25,12
"120038",2017,305,19,51,59,2,3,14,1,6,12,32,6
"120038",2018,309,21,43,78,3,5,13,3,6,9,25,14
"120038",2019,318,23,49,78,5,6,12,2,7,10,30,8
"120038",2020,285,23,48,77,6,0,17,2,8,11,27,8
"120038",2021,282,33,39,69,5,4,24,2,5,7,25,11
"120038",2022,256,20,41,51,2,4,14,1,7,6,27,8
"120039",2012,338,18,28,47,2,2,14,1,1,6,20,6
"120039",2013,287,18,20,39,4,7,7,0,6,1,13,8
"120039",2014,250,18,23,41,1,4,13,0,1,5,17,3
"120039",2015,262,17,30,39,5,3,9,1,7,6,16,13
"120039",2016,230,18,25,39,3,4,11,0,3,5,17,5
"120039",2017,282,19,26,52,1,4,14,1,1,3,21,4
"120039",2018,254,18,39,41,3,4,11,2,5,12,20,6
"120039",2019,270,18,27,59,7,2,9,5,2,7,13,8
"120039",2020,287,21,44,46,4,3,14,0,6,7,31,10
"120039",2021,338,20,36,73,3,2,15,2,5,10,19,14
"120039",2022,266,22,31,66,5,3,14,3,4,4,20,12
"120040",2012,6531,588,928,1588,78,132,378,39,146,234,509,182
"120040",2013,7116,598,875,1180,92,112,394,39,112,151,434,181
"120040",2014,7011,596,909,1719,88,132,376,33,156,212,508,202
"120040",2015,6965,640,960,1760,77,113,450,31,155,196,577,179
"120040",2016,6614,581,994,1798,78,130,373,26,146,247,575,165
"120040",2017,6460,485,953,1798,63,100,322,22,149,220,562,170
"120040",2018,6495,537,955,1809,77,128,332,42,151,215,547,195
"120040",2019,6324,503,987,1738,68,106,329,23,132,246,586,182
"120040",2020,5745,481,917,1628,77,89,315,37,129,217,534,166
"120040",2021,5666,561,822,1551,87,113,361,39,120,184,479,164
"120040",2022,5353,486,775,1564,74,103,309,32,136,167,440,175
"120042",2012,390,24,41,73,0,5,19,0,7,11,23,5
"120042",2013,363,24,40,70,2,5,17,0,8,9,23,6
"120042",2014,394,29,43,79,0,4,25,0,8,15,20,6
"120042",2015,396,24,44,87,7,1,16,4,8,8,24,11
"120042",2016,304,21,34,71,6,3,12,2,7,9,16,10
"120042",2017,366,27,43,92,4,4,19,2,9,7,25,11
"120042",2018,394,34,54,82,4,4,26,2,11,11,30,14
"120042",2019,334,31,43,63,8,8,15,3,4,11,25,13
"120042",2020,347,26,46,94,6,4,16,1,5,14,26,9
"120042",2021,335,26,49,66,1,3,22,1,7,11,30,10
"120042",2022,321,21,48,75,3,4,14,1,6,11,30,7
"120043",2012,259,9,14,14,2,0,7,0,0,5,9,2
"120043",2013,223,10,31,32,2,3,5,1,7,8,15,9
"120043",2014,185,8,27,38,0,0,8,2,7,7,11,10
"120043",2015,150,16,25,31,2,2,12,2,5,7,11,3
"120043",2016,95,4,9,21,0,0,4,0,1,4,4,2
"120043",2017,198,18,34,38,0,1,17,2,4,12,16,6
"120043",2018,207,16,38,44,3,3,10,1,9,10,18,10
"120043",2019,186,23,39,48,2,2,19,0,12,8,19,11
"120043",2020,149,13,19,37,3,3,7,1,4,5,9,7
"120043",2021,178,18,43,38,3,5,10,1,12,8,22,7
"120043",2022,216,26,45,68,2,3,21,4,10,12,19,12
"120045",2012,396,40,56,81,6,5,29,1,11,15,29,12
"120045",2013,425,37,57,64,5,4,28,1,7,11,32,7
"120045",2014,453,40,47,105,6,8,26,1,4,10,32,10
"120045",2015,443,45,46,97,8,11,26,2,8,11,25,15
"120045",2016,410,28,43,107,3,5,20,1,4,15,23,6
"120045",2017,395,34,66,97,5,4,25,2,11,19,34,13
"120045",2018,476,46,76,131,5,7,34,3,10,17,46,16
"120045",2019,417,27,46,115,5,5,17,2,6,9,29,9
"120045",2020,401,29,50,103,8,3,18,5,4,12,29,15
"120045",2021,392,40,56,96,7,1,32,1,11,8,36,14
"120045",2022,344,31,32,98,4,9,18,4,4,6,18,11
"120050",2012,929,63,107,208,7,10,46,4,14,30,59,16
"120050",2013,904,83,122,188,5,19,59,3,18,22,69,16
"120050",2014,827,52,84,175,8,12,32,3,9,23,49,16
"120050",2015,847,46,89,158,9,8,29,4,13,12,60,18
"120050",2016,762,60,87,201,10,12,38,7,10,21,49,27
"120050",2017,780,56,88,183,7,15,34,3,6,20,59,13
"120050",2018,788,47,95,174,5,11,31,2,15,22,56,22
"120050",2019,768,49,81,183,4,6,39,0,8,17,56,22
"120050",2020,668,43,86,161,7,6,30,2,9,17,58,18
"120050",2021,759,54,85,167,7,7,40,3,12,19,51,17
"120050",2022,763,64,94,209,7,6,51,3,6,26,59,12
"120060",2012,1158,53,141,187,8,11,34,9,33,26,73,48
"120060",2013,1138,51,117,165,16,3,32,7,13,22,74,33
"120060",2014,1230,44,140,187,8,13,23,6,32,28,74,35
"120060",2015,1165,46,128,213,7,11,28,3,22,41,62,33
"120060",2016,1078,47,154,201,10,15,22,7,23,31,93,39
"120060",2017,1132,68,160,218,12,12,44,9,28,31,92,38
"120060",2018,1193,59,134,193,6,17,36,6,19,38,71,31
"120060",2019,1143,75,150,205,10,19,46,1,18,33,98,36
"120060",2020,1161,82,147,189,10,14,58,5,24,40,78,35
"120060",2021,1174,79,137,231,11,12,56,4,20,38,75,30
"120060",2022,1088,75,130,261,8,9,58,4,19,35,72,19
"120070",2012,311,14,39,68,3,1,10,2,5,8,24,8
"120070",2013,294,21,43,55,5,4,12,0,8,10,21,9
"120070",2014,306,15,36,64,2,1,12,0,3,13,20,7
"120070",2015,322,16,39,67,4,2,10,2,7,7,23,11
"120070",2016,329,24,44,79,0,4,20,0,5,9,30,4
"120070",2017,305,25,51,74,2,5,18,1,10,14,26,13
"120070",2018,325,20,47,69,5,2,13,5,4,10,28,11
"120070",2019,297,22,46,56,6,4,12,3,5,15,23,12
"120070",2020,316,17,47,65,1,2,14,1,6,16,24,7
"120070",2021,326,19,39,94,4,2,13,4,4,11,20,10
"120070",2022,314,29,35,87,2,7,20,1,5,10,19,7
"120080",2012,346,30,51,67,5,7,18,5,10,9,27,14
"120080",2013,362,28,51,55,3,3,22,3,7,7,24,6
"120080",2014,368,29,56,63,7,4,18,2,4,22,28,12
"120080",2015,358,25,43,85,2,4,19,0,5,9,29,6
"120080",2016,356,25,47,97,1,4,20,0,8,9,30,9
"120080",2017,430,41,65,102,4,10,27,1,9,17,38,11
"120080",2018,392,31,55,89,6,6,19,4,6,11,34,12
"120080",2019,379,21,39,103,4,5,12,0,4,11,24,9
"120080",2020,361,34,67,96,8,3,23,4,9,20,34,14
"120080",2021,354,26,56,80,3,3,20,0,6,11,39,7
"120080",2022,336,31,46,84,7,5,19,3,11,8,24,11
"130002",2012,320,23,40,59,0,4,19,0,8,10,22,8
"130002",2013,346,16,35,81,2,0,14,2,4,6,23,5
"130002",2014,308,21,27,98,0,1,20,0,1,1,25,1
"130002",2015,342,17,33,78,3,1,13,0,8,8,17,11
"130002",2016,325,23,37,71,1,5,17,1,2,11,23,2
"130002",2017,401,21,40,94,0,6,15,0,6,13,21,9
"130002",2018,346,29,51,90,5,3,21,1,6,16,28,10
"130002",2019,418,26,62,104,1,7,18,0,5,14,43,5
"130002",2020,397,37,52,124,1,4,32,0,7,12,33,9
"130002",2021,445,37,63,107,3,5,29,1,8,11,43,10
"130002",2022,330,22,51,86,3,4,15,2,5,15,29,9
"130006",2012,242,13,66,43,0,2,11,0,4,23,39,5
"130006",2013,261,13,55,55,3,0,10,1,6,21,27,5
"130006",2014,264,12,45,64,1,4,7,1,5,17,22,6
"130006",2015,214,9,34,42,2,0,7,1,3,10,20,6
"130006",2016,280,11,52,51,1,1,9,6,8,15,23,13
"130006",2017,267,14,64,56,1,1,12,1,5,25,33,8
"130006",2018,247,10,38,70,3,0,7,1,5,8,24,5
"130006",2019,265,15,46,55,1,2,12,3,6,13,24,4
"130006",2020,265,12,49,78,1,2,9,1,4,13,31,8
"130006",2021,285,21,66,69,2,4,15,4,11,15,36,10
"130006",2022,259,22,54,58,3,7,12,3,9,10,32,10
"130008",2012,199,12,20,27,1,2,9,0,2,3,15,2
"130008",2013,201,12,28,42,2,5,5,2,4,5,17,6
"130008",2014,212,10,32,37,0,3,7,2,5,7,18,7
"130008",2015,163,12,15,31,2,3,7,1,7,5,2,5
"130008",2016,182,7,10,43,0,1,6,0,1,3,6,1
"130008",2017,196,16,24,38,0,5,11,0,6,6,12,11
"130008",2018,214,15,23,50,2,6,7,2,3,6,12,7
"130008",2019,190,10,21,51,0,4,6,0,1,6,14,2
"130008",2020,228,24,31,65,3,1,20,2,1,10,18,5
"130008",2021,180,24,27,35,0,2,22,0,5,6,16,1
"130008",2022,180,21,26,49,1,3,17,0,6,7,13,2
"130010",2012,247,17,32,59,0,3,14,0,6,5,21,3
"130010",2013,285,21,43,60,2,6,13,0,3,13,27,3
"130010",2014,267,10,36,50,1,2,7,0,3,11,22,6
"130010",2015,255,19,57,52,4,4,11,3,8,16,30,9
"130010",2016,266,17,29,60,3,1,13,0,6,8,15,8
"130010",2017,257,16,46,51,3,1,12,2,7,13,24,10
"130010",2018,247,18,33,58,6,3,9,0,8,8,17,8
"130010",2019,233,18,32,50,1,3,14,0,6,6,20,3
"130010",2020,258,16,42,65,1,1,14,2,6,9,25,6
"130010",2021,262,29,42,68,8,3,18,3,11,7,21,20
"130010",2022,238,15,37,80,1,3,11,2,9,6,20,7
"130014",2012,195,14,29,32,3,3,8,2,5,9,13,10
"130014",2013,223,16,23,49,3,5,8,2,5,8,8,11
"130014",2014,223,16,15,52,3,2,11,0,2,4,9,6
"130014",2015,204,13,11,23,1,2,10,0,1,3,7,3
"130014",2016,211,12,20,32,5,0,7,1,2,4,13,8
"130014",2017,233,17,27,41,2,2,13,1,5,10,11,13
"130014",2018,242,13,25,56,4,1,8,1,4,7,13,10
"130014",2019,239,15,26,62,3,2,10,1,6,3,16,10
"130014",2020,265,8,19,61,1,2,5,1,3,3,12,3
"130014",2021,290,23,23,89,0,1,22,0,1,5,17,3
"130014",2022,271,14,36,71,3,2,9,1,6,7,22,8
"130020",2012,357,24,63,77,0,1,23,0,6,11,46,11
"130020",2013,354,17,64,79,1,1,15,1,5,18,40,2
"130020",2014,435,24,67,79,2,4,18,1,7,20,39,8
"130020",2015,439,22,68,116,1,2,19,1,14,18,35,14
"130020",2016,380,31,66,105,2,5,24,0,10,23,33,9
"130020",2017,382,27,80,80,5,3,19,1,15,28,36,11
"130020",2018,357,25,85,102,1,4,20,1,11,31,42,7
"130020",2019,313,25,67,85,3,2,20,1,11,20,35,7
"130020",2020,280,28,36,84,3,2,23,2,6,7,21,8
"130020",2021,271,20,42,74,1,3,16,0,7,12,23,4
"130020",2022,374,31,72,106,5,4,22,1,4,22,45,8
"130030",2012,877,52,112,196,2,4,46,0,11,33,68,14
"130030",2013,877,58,112,189,5,8,45,1,19,33,59,24
"130030",2014,955,54,90,301,5,9,40,2,11,20,57,28
"130030",2015,829,50,102,193,4,5,41,2,8,20,72,15
"130030",2016,890,49,119,241,4,6,39,0,7,35,77,16
