"codmunres","municipio","uf","regiao","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"120013","Bujari","AC","Norte","2014",3,1,1,0,1
"120013","Bujari","AC","Norte","2015",5,2,0,2,1
"120013","Bujari","AC","Norte","2016",3,0,1,0,2
"120013","Bujari","AC","Norte","2018",1,0,0,0,1
"120013","Bujari","AC","Norte","2019",4,1,0,0,3
"120013","Bujari","AC","Norte","2020",1,0,0,1,0
"120013","Bujari","AC","Norte","2021",1,0,0,0,1
"120017","Capixaba","AC","Norte","2013",3,1,1,0,1
"120017","Capixaba","AC","Norte","2015",2,0,0,1,1
"120017","Capixaba","AC","Norte","2016",4,1,2,0,1
"120017","Capixaba","AC","Norte","2017",5,0,4,0,1
"120017","Capixaba","AC","Norte","2018",5,0,0,0,0
"120017","Capixaba","AC","Norte","2019",2,0,0,1,1
"120017","Capixaba","AC","Norte","2020",4,0,0,0,4
"120017","Capixaba","AC","Norte","2021",2,0,0,0,2
"120020","Cruzeiro do Sul","AC","Norte","2012",24,1,4,7,12
"120020","Cruzeiro do Sul","AC","Norte","2013",21,0,0,0,0
"120020","Cruzeiro do Sul","AC","Norte","2014",17,4,3,1,9
"120020","Cruzeiro do Sul","AC","Norte","2015",11,2,1,2,6
"120020","Cruzeiro do Sul","AC","Norte","2016",11,0,0,0,0
"120020","Cruzeiro do Sul","AC","Norte","2017",14,0,0,0,0
"120020","Cruzeiro do Sul","AC","Norte","2018",17,0,0,0,0
"120020","Cruzeiro do Sul","AC","Norte","2019",11,4,0,4,3
"120020","Cruzeiro do Sul","AC","Norte","2020",17,2,2,5,8
"120020","Cruzeiro do Sul","AC","Norte","2021",13,2,1,2,8
"120025","Epitaciolândia","AC","Norte","2013",2,0,0,0,2
"120025","Epitaciolândia","AC","Norte","2014",3,1,0,0,2
"120025","Epitaciolândia","AC","Norte","2015",3,0,1,1,1
"120025","Epitaciolândia","AC","Norte","2016",4,0,0,0,0
"120025","Epitaciolândia","AC","Norte","2017",3,1,0,0,2
"120025","Epitaciolândia","AC","Norte","2018",5,0,1,1,3
"120025","Epitaciolândia","AC","Norte","2019",1,1,0,0,0
"120025","Epitaciolândia","AC","Norte","2020",8,2,0,1,5
"120025","Epitaciolândia","AC","Norte","2021",3,1,0,0,2
"120030","Feijó","AC","Norte","2012",8,1,1,1,5
"120030","Feijó","AC","Norte","2013",7,0,0,0,0
"120030","Feijó","AC","Norte","2014",11,3,0,2,6
"120030","Feijó","AC","Norte","2015",19,0,0,0,0
"120030","Feijó","AC","Norte","2016",10,0,0,0,0
"120030","Feijó","AC","Norte","2017",12,1,3,1,7
"120030","Feijó","AC","Norte","2018",18,1,0,5,12
"120030","Feijó","AC","Norte","2019",15,2,1,2,10
"120030","Feijó","AC","Norte","2020",14,0,0,0,0
"120030","Feijó","AC","Norte","2021",11,1,2,1,7
"120032","Jordão","AC","Norte","2012",1,0,0,0,1
"120032","Jordão","AC","Norte","2013",2,1,1,0,0
"120032","Jordão","AC","Norte","2014",6,0,1,2,3
"120032","Jordão","AC","Norte","2015",3,0,0,0,0
"120032","Jordão","AC","Norte","2016",2,0,0,0,2
"120032","Jordão","AC","Norte","2017",5,0,1,0,4
"120032","Jordão","AC","Norte","2018",6,0,0,0,0
"120032","Jordão","AC","Norte","2019",4,1,0,0,3
"120032","Jordão","AC","Norte","2020",1,0,0,0,1
"120032","Jordão","AC","Norte","2021",3,0,0,2,1
"120033","Mâncio Lima","AC","Norte","2012",3,0,1,1,1
"120033","Mâncio Lima","AC","Norte","2013",1,0,0,1,0
"120033","Mâncio Lima","AC","Norte","2014",3,1,1,0,1
"120033","Mâncio Lima","AC","Norte","2015",6,0,3,1,2
"120033","Mâncio Lima","AC","Norte","2016",2,0,1,0,1
"120033","Mâncio Lima","AC","Norte","2017",5,0,0,1,4
"120033","Mâncio Lima","AC","Norte","2018",2,0,0,0,2
"120033","Mâncio Lima","AC","Norte","2019",7,1,2,1,3
"120033","Mâncio Lima","AC","Norte","2020",4,1,0,2,1
"120033","Mâncio Lima","AC","Norte","2021",5,1,1,0,3
"120034","Manoel Urbano","AC","Norte","2012",2,0,0,0,2
"120034","Manoel Urbano","AC","Norte","2013",3,0,0,0,3
"120034","Manoel Urbano","AC","Norte","2014",2,0,0,0,0
"120034","Manoel Urbano","AC","Norte","2015",3,0,0,1,2
"120034","Manoel Urbano","AC","Norte","2016",2,0,1,0,1
"120034","Manoel Urbano","AC","Norte","2017",6,1,0,1,4
"120034","Manoel Urbano","AC","Norte","2018",1,1,0,0,0
"120034","Manoel Urbano","AC","Norte","2019",3,0,1,0,2
"120034","Manoel Urbano","AC","Norte","2020",2,0,0,0,2
"120034","Manoel Urbano","AC","Norte","2021",4,0,1,2,1
"120035","Marechal Thaumaturgo","AC","Norte","2012",4,1,2,0,1
"120035","Marechal Thaumaturgo","AC","Norte","2013",3,1,0,0,2
"120035","Marechal Thaumaturgo","AC","Norte","2014",7,1,1,2,3
"120035","Marechal Thaumaturgo","AC","Norte","2015",4,0,1,1,2
"120035","Marechal Thaumaturgo","AC","Norte","2016",2,0,0,1,1
"120035","Marechal Thaumaturgo","AC","Norte","2017",7,1,0,1,5
"120035","Marechal Thaumaturgo","AC","Norte","2018",4,0,1,1,2
"120035","Marechal Thaumaturgo","AC","Norte","2019",3,0,1,0,2
"120035","Marechal Thaumaturgo","AC","Norte","2020",4,0,0,0,4
"120035","Marechal Thaumaturgo","AC","Norte","2021",4,0,1,0,3
"120038","Plácido de Castro","AC","Norte","2012",2,0,1,0,1
"120038","Plácido de Castro","AC","Norte","2013",5,0,1,1,3
"120038","Plácido de Castro","AC","Norte","2014",2,0,0,1,1
"120038","Plácido de Castro","AC","Norte","2015",4,0,0,0,0
"120038","Plácido de Castro","AC","Norte","2016",2,1,0,0,1
"120038","Plácido de Castro","AC","Norte","2017",1,0,0,0,1
"120038","Plácido de Castro","AC","Norte","2018",2,0,0,2,0
"120038","Plácido de Castro","AC","Norte","2019",2,0,0,0,2
"120038","Plácido de Castro","AC","Norte","2020",3,2,0,0,1
"120038","Plácido de Castro","AC","Norte","2021",3,0,2,0,1
"120039","Porto Walter","AC","Norte","2012",5,0,0,0,5
"120039","Porto Walter","AC","Norte","2013",3,0,0,0,0
"120039","Porto Walter","AC","Norte","2014",4,0,0,0,4
"120039","Porto Walter","AC","Norte","2015",5,0,0,0,5
"120039","Porto Walter","AC","Norte","2016",2,2,0,0,0
"120039","Porto Walter","AC","Norte","2017",8,3,1,0,4
"120039","Porto Walter","AC","Norte","2018",4,1,0,0,3
"120039","Porto Walter","AC","Norte","2019",4,1,0,1,2
"120039","Porto Walter","AC","Norte","2020",5,0,0,1,4
"120039","Porto Walter","AC","Norte","2021",6,1,1,2,2
"120040","Rio Branco","AC","Norte","2012",43,0,0,0,0
"120040","Rio Branco","AC","Norte","2013",73,0,0,0,0
"120040","Rio Branco","AC","Norte","2014",60,0,0,0,0
"120040","Rio Branco","AC","Norte","2015",58,0,0,0,0
"120040","Rio Branco","AC","Norte","2016",57,0,0,0,0
"120040","Rio Branco","AC","Norte","2017",50,8,7,5,30
"120040","Rio Branco","AC","Norte","2018",62,10,10,13,29
"120040","Rio Branco","AC","Norte","2019",66,0,0,0,0
"120040","Rio Branco","AC","Norte","2020",62,15,7,9,31
"120040","Rio Branco","AC","Norte","2021",51,0,0,0,0
"120042","Rodrigues Alves","AC","Norte","2012",2,0,0,0,2
"120042","Rodrigues Alves","AC","Norte","2013",6,0,0,0,0
"120042","Rodrigues Alves","AC","Norte","2014",5,1,1,0,3
"120042","Rodrigues Alves","AC","Norte","2015",1,0,0,0,1
"120042","Rodrigues Alves","AC","Norte","2016",2,0,0,0,2
"120042","Rodrigues Alves","AC","Norte","2017",2,0,0,0,2
"120042","Rodrigues Alves","AC","Norte","2018",4,2,0,1,1
"120042","Rodrigues Alves","AC","Norte","2019",4,0,1,1,2
"120042","Rodrigues Alves","AC","Norte","2020",6,0,2,0,4
"120042","Rodrigues Alves","AC","Norte","2021",4,0,1,0,3
"120043","Santa Rosa do Purus","AC","Norte","2013",1,0,0,0,1
"120043","Santa Rosa do Purus","AC","Norte","2014",1,0,0,0,1
"120043","Santa Rosa do Purus","AC","Norte","2016",4,0,0,1,3
"120043","Santa Rosa do Purus","AC","Norte","2017",1,0,0,0,1
"120043","Santa Rosa do Purus","AC","Norte","2018",1,0,0,1,0
"120043","Santa Rosa do Purus","AC","Norte","2020",6,0,1,0,5
"120043","Santa Rosa do Purus","AC","Norte","2021",3,1,1,1,0
"120045","Senador Guiomard","AC","Norte","2012",3,0,0,2,1
"120045","Senador Guiomard","AC","Norte","2014",5,0,0,0,0
"120045","Senador Guiomard","AC","Norte","2015",6,2,1,1,2
"120045","Senador Guiomard","AC","Norte","2016",10,1,1,0,8
"120045","Senador Guiomard","AC","Norte","2017",2,0,0,1,1
"120045","Senador Guiomard","AC","Norte","2018",9,1,1,2,5
"120045","Senador Guiomard","AC","Norte","2019",6,0,1,2,3
"120045","Senador Guiomard","AC","Norte","2020",9,3,1,0,5
"120045","Senador Guiomard","AC","Norte","2021",6,2,0,0,4
"120050","Sena Madureira","AC","Norte","2012",8,0,0,0,0
"120050","Sena Madureira","AC","Norte","2013",14,2,1,1,10
"120050","Sena Madureira","AC","Norte","2014",5,3,0,0,2
"120050","Sena Madureira","AC","Norte","2015",13,0,0,0,13
"120050","Sena Madureira","AC","Norte","2016",12,3,1,2,6
"120050","Sena Madureira","AC","Norte","2017",9,3,1,0,5
"120050","Sena Madureira","AC","Norte","2018",3,2,0,1,0
"120050","Sena Madureira","AC","Norte","2019",6,1,1,0,4
"120050","Sena Madureira","AC","Norte","2020",6,0,0,0,6
"120050","Sena Madureira","AC","Norte","2021",9,1,1,2,5
"120060","Tarauacá","AC","Norte","2012",8,1,2,3,2
"120060","Tarauacá","AC","Norte","2013",9,0,4,1,4
"120060","Tarauacá","AC","Norte","2014",16,0,0,0,0
"120060","Tarauacá","AC","Norte","2015",12,1,1,0,10
"120060","Tarauacá","AC","Norte","2016",21,6,5,1,9
"120060","Tarauacá","AC","Norte","2017",14,0,0,0,0
"120060","Tarauacá","AC","Norte","2018",16,0,0,0,0
"120060","Tarauacá","AC","Norte","2019",11,1,3,2,5
"120060","Tarauacá","AC","Norte","2020",14,0,0,0,0
"120060","Tarauacá","AC","Norte","2021",18,5,6,0,7
"120070","Xapuri","AC","Norte","2012",2,0,0,0,2
"120070","Xapuri","AC","Norte","2013",4,1,2,1,0
"120070","Xapuri","AC","Norte","2014",6,0,0,0,0
"120070","Xapuri","AC","Norte","2015",3,1,0,0,2
"120070","Xapuri","AC","Norte","2016",1,1,0,0,0
"120070","Xapuri","AC","Norte","2017",2,0,0,1,1
"120070","Xapuri","AC","Norte","2018",4,0,1,1,2
"120070","Xapuri","AC","Norte","2019",4,0,1,1,2
"120070","Xapuri","AC","Norte","2020",3,1,0,0,2
"120070","Xapuri","AC","Norte","2021",3,0,1,0,2
"120080","Porto Acre","AC","Norte","2012",2,0,0,1,1
"120080","Porto Acre","AC","Norte","2013",6,0,0,0,0
"120080","Porto Acre","AC","Norte","2014",1,0,0,0,1
"120080","Porto Acre","AC","Norte","2015",8,2,1,3,2
"120080","Porto Acre","AC","Norte","2016",3,1,1,0,1
"120080","Porto Acre","AC","Norte","2017",4,0,0,0,0
"120080","Porto Acre","AC","Norte","2018",2,0,1,0,1
"120080","Porto Acre","AC","Norte","2019",5,1,0,0,4
"120080","Porto Acre","AC","Norte","2020",2,0,0,1,1
"120080","Porto Acre","AC","Norte","2021",5,1,1,1,2
"130002","Alvarães","AM","Norte","2013",3,0,0,0,3
"130002","Alvarães","AM","Norte","2014",1,0,0,0,1
"130002","Alvarães","AM","Norte","2015",4,0,1,0,3
"130002","Alvarães","AM","Norte","2016",4,1,1,0,2
"130002","Alvarães","AM","Norte","2017",3,1,1,0,1
"130002","Alvarães","AM","Norte","2018",5,0,2,0,3
"130002","Alvarães","AM","Norte","2019",3,0,0,1,2
"130002","Alvarães","AM","Norte","2020",4,0,0,1,3
"130002","Alvarães","AM","Norte","2021",2,0,1,1,0
"130006","Amaturá","AM","Norte","2012",6,0,1,1,4
"130006","Amaturá","AM","Norte","2013",2,0,1,0,1
"130006","Amaturá","AM","Norte","2014",2,0,1,1,0
"130006","Amaturá","AM","Norte","2015",5,0,1,1,3
"130006","Amaturá","AM","Norte","2017",6,1,1,2,2
"130006","Amaturá","AM","Norte","2019",5,1,0,3,1
"130006","Amaturá","AM","Norte","2020",5,0,1,1,3
"130006","Amaturá","AM","Norte","2021",2,0,0,0,0
"130008","Anamã","AM","Norte","2012",1,0,0,0,1
"130008","Anamã","AM","Norte","2013",2,0,0,1,1
"130008","Anamã","AM","Norte","2014",2,0,0,0,2
"130008","Anamã","AM","Norte","2015",4,0,2,0,2
"130008","Anamã","AM","Norte","2016",2,1,0,0,1
"130008","Anamã","AM","Norte","2017",4,0,2,0,2
"130008","Anamã","AM","Norte","2018",3,1,1,0,1
"130008","Anamã","AM","Norte","2021",3,0,1,1,1
"130010","Anori","AM","Norte","2012",2,0,1,0,1
"130010","Anori","AM","Norte","2013",1,0,0,0,1
"130010","Anori","AM","Norte","2014",3,0,1,0,2
"130010","Anori","AM","Norte","2015",3,0,0,1,2
"130010","Anori","AM","Norte","2016",3,0,0,0,3
"130010","Anori","AM","Norte","2017",3,1,0,1,1
"130010","Anori","AM","Norte","2018",3,0,0,1,2
"130010","Anori","AM","Norte","2020",2,0,1,0,1
"130010","Anori","AM","Norte","2021",3,0,0,0,0
"130014","Apuí","AM","Norte","2012",1,0,0,1,0
"130014","Apuí","AM","Norte","2013",4,0,1,1,2
"130014","Apuí","AM","Norte","2014",2,0,0,0,2
"130014","Apuí","AM","Norte","2015",2,1,0,0,1
"130014","Apuí","AM","Norte","2016",2,1,0,0,1
"130014","Apuí","AM","Norte","2017",5,0,0,1,4
"130014","Apuí","AM","Norte","2018",1,1,0,0,0
"130014","Apuí","AM","Norte","2019",2,0,0,0,2
"130014","Apuí","AM","Norte","2020",4,0,1,0,3
"130014","Apuí","AM","Norte","2021",3,0,0,1,2
"130020","Atalaia do Norte","AM","Norte","2012",6,0,2,0,4
"130020","Atalaia do Norte","AM","Norte","2013",5,0,0,0,5
"130020","Atalaia do Norte","AM","Norte","2014",8,0,0,0,0
"130020","Atalaia do Norte","AM","Norte","2015",6,2,0,0,4
"130020","Atalaia do Norte","AM","Norte","2016",6,0,0,0,0
"130020","Atalaia do Norte","AM","Norte","2017",5,0,0,0,0
"130020","Atalaia do Norte","AM","Norte","2018",7,3,1,0,3
"130020","Atalaia do Norte","AM","Norte","2019",7,0,0,0,0
"130020","Atalaia do Norte","AM","Norte","2020",10,2,2,0,6
"130020","Atalaia do Norte","AM","Norte","2021",12,0,0,0,0
"130030","Autazes","AM","Norte","2012",11,2,2,1,6
"130030","Autazes","AM","Norte","2013",12,2,0,3,7
"130030","Autazes","AM","Norte","2014",2,1,0,1,0
"130030","Autazes","AM","Norte","2015",12,0,0,0,0
"130030","Autazes","AM","Norte","2016",8,0,2,0,6
"130030","Autazes","AM","Norte","2017",16,0,0,0,0
"130030","Autazes","AM","Norte","2018",13,1,2,2,8
"130030","Autazes","AM","Norte","2019",9,1,2,0,6
"130030","Autazes","AM","Norte","2020",11,1,2,2,6
"130030","Autazes","AM","Norte","2021",14,2,0,4,8
"130040","Barcelos","AM","Norte","2012",5,0,0,1,4
"130040","Barcelos","AM","Norte","2014",2,1,0,0,1
"130040","Barcelos","AM","Norte","2015",3,1,0,0,2
"130040","Barcelos","AM","Norte","2016",5,0,0,0,0
"130040","Barcelos","AM","Norte","2017",6,0,0,0,0
"130040","Barcelos","AM","Norte","2018",8,0,0,0,0
"130040","Barcelos","AM","Norte","2019",3,1,1,0,1
"130040","Barcelos","AM","Norte","2020",3,0,0,2,1
"130040","Barcelos","AM","Norte","2021",2,1,0,0,1
"130050","Barreirinha","AM","Norte","2012",12,1,2,1,8
"130050","Barreirinha","AM","Norte","2013",14,4,1,1,8
"130050","Barreirinha","AM","Norte","2014",5,0,0,0,5
"130050","Barreirinha","AM","Norte","2015",9,2,1,2,4
"130050","Barreirinha","AM","Norte","2016",9,1,1,1,6
"130050","Barreirinha","AM","Norte","2017",18,1,2,4,11
"130050","Barreirinha","AM","Norte","2018",15,1,4,3,7
"130050","Barreirinha","AM","Norte","2019",16,2,1,5,8
"130050","Barreirinha","AM","Norte","2020",8,2,2,2,2
"130050","Barreirinha","AM","Norte","2021",15,3,1,0,11
"130060","Benjamin Constant","AM","Norte","2012",10,2,1,1,6
"130060","Benjamin Constant","AM","Norte","2013",11,2,1,1,7
"130060","Benjamin Constant","AM","Norte","2014",12,0,0,0,0
"130060","Benjamin Constant","AM","Norte","2015",13,0,0,0,0
"130060","Benjamin Constant","AM","Norte","2016",10,0,0,0,0
"130060","Benjamin Constant","AM","Norte","2017",14,1,2,2,9
"130060","Benjamin Constant","AM","Norte","2018",8,2,0,0,6
"130060","Benjamin Constant","AM","Norte","2019",7,1,2,1,3
"130060","Benjamin Constant","AM","Norte","2020",12,6,0,2,4
"130060","Benjamin Constant","AM","Norte","2021",10,0,3,0,7
"130063","Beruri","AM","Norte","2012",4,1,0,0,3
"130063","Beruri","AM","Norte","2013",4,0,1,2,1
"130063","Beruri","AM","Norte","2014",3,0,1,0,2
"130063","Beruri","AM","Norte","2015",4,0,0,1,3
"130063","Beruri","AM","Norte","2016",4,0,1,0,3
"130063","Beruri","AM","Norte","2017",5,0,0,1,4
"130063","Beruri","AM","Norte","2018",8,0,1,1,6
"130063","Beruri","AM","Norte","2019",4,0,0,1,3
"130063","Beruri","AM","Norte","2020",9,0,0,0,0
"130063","Beruri","AM","Norte","2021",10,1,0,3,6
"130068","Boa Vista do Ramos","AM","Norte","2012",1,0,1,0,0
"130068","Boa Vista do Ramos","AM","Norte","2014",2,2,0,0,0
"130068","Boa Vista do Ramos","AM","Norte","2015",2,0,0,0,2
"130068","Boa Vista do Ramos","AM","Norte","2016",2,0,1,0,1
"130068","Boa Vista do Ramos","AM","Norte","2017",5,1,1,0,3
"130068","Boa Vista do Ramos","AM","Norte","2019",6,0,0,1,5
"130068","Boa Vista do Ramos","AM","Norte","2020",10,2,3,1,4
"130068","Boa Vista do Ramos","AM","Norte","2021",4,0,0,1,3
"130070","Boca do Acre","AM","Norte","2012",7,1,1,0,5
"130070","Boca do Acre","AM","Norte","2013",7,0,1,3,3
"130070","Boca do Acre","AM","Norte","2014",5,0,0,0,0
"130070","Boca do Acre","AM","Norte","2015",5,0,0,1,4
"130070","Boca do Acre","AM","Norte","2016",7,0,0,0,0
"130070","Boca do Acre","AM","Norte","2017",5,0,0,0,5
"130070","Boca do Acre","AM","Norte","2018",9,0,2,2,5
"130070","Boca do Acre","AM","Norte","2019",11,1,1,2,7
"130070","Boca do Acre","AM","Norte","2020",9,1,1,2,5
"130070","Boca do Acre","AM","Norte","2021",13,2,2,0,9
"130080","Borba","AM","Norte","2012",5,0,0,0,0
"130080","Borba","AM","Norte","2013",6,2,0,2,2
"130080","Borba","AM","Norte","2014",7,2,0,2,3
"130080","Borba","AM","Norte","2015",9,1,1,2,5
"130080","Borba","AM","Norte","2016",5,1,0,0,4
"130080","Borba","AM","Norte","2017",9,2,0,1,6
"130080","Borba","AM","Norte","2018",5,0,0,2,3
"130080","Borba","AM","Norte","2019",8,0,0,0,8
"130080","Borba","AM","Norte","2020",8,2,1,0,5
"130080","Borba","AM","Norte","2021",13,1,0,2,10
"130083","Caapiranga","AM","Norte","2013",3,1,1,0,1
"130083","Caapiranga","AM","Norte","2014",3,0,1,0,2
"130083","Caapiranga","AM","Norte","2015",2,0,0,1,1
"130083","Caapiranga","AM","Norte","2016",2,1,0,0,1
"130083","Caapiranga","AM","Norte","2018",3,0,0,1,2
"130083","Caapiranga","AM","Norte","2020",4,0,1,0,3
"130083","Caapiranga","AM","Norte","2021",3,0,0,1,2
"130090","Canutama","AM","Norte","2012",1,1,0,0,0
"130090","Canutama","AM","Norte","2013",3,1,1,1,0
"130090","Canutama","AM","Norte","2014",3,0,0,0,3
"130090","Canutama","AM","Norte","2015",3,0,0,0,3
"130090","Canutama","AM","Norte","2016",7,1,1,1,4
"130090","Canutama","AM","Norte","2017",3,0,0,1,2
"130090","Canutama","AM","Norte","2018",2,0,1,0,1
"130090","Canutama","AM","Norte","2019",3,1,0,0,2
"130090","Canutama","AM","Norte","2021",3,0,0,0,0
"130100","Carauari","AM","Norte","2012",13,0,0,0,0
"130100","Carauari","AM","Norte","2013",9,2,0,0,7
"130100","Carauari","AM","Norte","2014",10,0,0,0,0
"130100","Carauari","AM","Norte","2015",10,1,0,2,7
"130100","Carauari","AM","Norte","2016",8,0,0,0,0
"130100","Carauari","AM","Norte","2017",11,2,0,3,6
"130100","Carauari","AM","Norte","2018",11,1,2,1,7
"130100","Carauari","AM","Norte","2019",8,1,0,1,6
"130100","Carauari","AM","Norte","2020",9,0,0,0,0
"130100","Carauari","AM","Norte","2021",11,2,2,0,7
"130110","Careiro","AM","Norte","2012",3,0,2,0,1
"130110","Careiro","AM","Norte","2013",6,0,2,0,4
"130110","Careiro","AM","Norte","2014",3,1,0,0,2
"130110","Careiro","AM","Norte","2015",7,0,0,2,5
"130110","Careiro","AM","Norte","2016",5,1,1,1,2
"130110","Careiro","AM","Norte","2017",8,3,1,0,4
"130110","Careiro","AM","Norte","2018",6,0,0,1,5
"130110","Careiro","AM","Norte","2019",10,3,0,0,7
"130110","Careiro","AM","Norte","2020",5,1,0,0,4
"130110","Careiro","AM","Norte","2021",8,2,2,1,3
"130115","Careiro da Várzea","AM","Norte","2012",2,0,0,0,2
"130115","Careiro da Várzea","AM","Norte","2013",3,1,1,1,0
"130115","Careiro da Várzea","AM","Norte","2014",3,0,0,0,3
"130115","Careiro da Várzea","AM","Norte","2015",3,0,1,1,1
"130115","Careiro da Várzea","AM","Norte","2016",1,1,0,0,0
"130115","Careiro da Várzea","AM","Norte","2019",1,0,0,0,1
"130115","Careiro da Várzea","AM","Norte","2020",2,1,0,0,1
"130115","Careiro da Várzea","AM","Norte","2021",2,0,0,0,0
"130120","Coari","AM","Norte","2012",14,3,2,2,7
"130120","Coari","AM","Norte","2013",18,1,1,3,13
"130120","Coari","AM","Norte","2014",24,5,2,1,16
"130120","Coari","AM","Norte","2015",24,4,2,6,12
"130120","Coari","AM","Norte","2016",20,4,3,4,9
"130120","Coari","AM","Norte","2017",24,2,3,4,15
"130120","Coari","AM","Norte","2018",28,6,0,4,18
"130120","Coari","AM","Norte","2019",13,2,4,2,5
"130120","Coari","AM","Norte","2020",20,5,2,1,12
"130120","Coari","AM","Norte","2021",20,3,2,4,11
"130130","Codajás","AM","Norte","2012",5,0,1,2,2
"130130","Codajás","AM","Norte","2014",8,2,1,0,5
"130130","Codajás","AM","Norte","2015",4,0,1,0,3
"130130","Codajás","AM","Norte","2016",3,1,0,0,2
"130130","Codajás","AM","Norte","2017",10,1,2,0,7
"130130","Codajás","AM","Norte","2018",4,0,1,1,2
"130130","Codajás","AM","Norte","2019",3,0,0,0,3
"130130","Codajás","AM","Norte","2020",2,0,0,0,2
"130130","Codajás","AM","Norte","2021",5,0,1,0,4
"130140","Eirunepé","AM","Norte","2012",10,0,0,0,0
"130140","Eirunepé","AM","Norte","2013",7,0,0,0,0
"130140","Eirunepé","AM","Norte","2014",8,0,0,0,0
"130140","Eirunepé","AM","Norte","2015",11,0,0,0,0
"130140","Eirunepé","AM","Norte","2016",7,0,0,0,0
"130140","Eirunepé","AM","Norte","2017",16,0,0,0,0
"130140","Eirunepé","AM","Norte","2018",16,0,0,0,0
"130140","Eirunepé","AM","Norte","2019",9,1,1,5,2
"130140","Eirunepé","AM","Norte","2020",9,0,0,0,0
"130140","Eirunepé","AM","Norte","2021",9,2,2,0,5
"130150","Envira","AM","Norte","2012",4,1,0,0,3
"130150","Envira","AM","Norte","2013",2,0,0,2,0
"130150","Envira","AM","Norte","2014",7,0,0,4,3
"130150","Envira","AM","Norte","2015",6,1,1,1,3
"130150","Envira","AM","Norte","2016",2,1,1,0,0
"130150","Envira","AM","Norte","2017",12,3,2,0,7
"130150","Envira","AM","Norte","2018",3,0,0,1,2
"130150","Envira","AM","Norte","2019",7,0,1,1,5
"130150","Envira","AM","Norte","2020",2,0,0,0,0
"130150","Envira","AM","Norte","2021",6,0,0,2,4
"130160","Fonte Boa","AM","Norte","2012",5,0,0,0,5
"130160","Fonte Boa","AM","Norte","2013",3,0,0,0,3
"130160","Fonte Boa","AM","Norte","2014",9,3,1,3,2
"130160","Fonte Boa","AM","Norte","2015",4,1,0,2,1
"130160","Fonte Boa","AM","Norte","2016",5,1,2,0,2
"130160","Fonte Boa","AM","Norte","2017",8,1,0,3,4
"130160","Fonte Boa","AM","Norte","2018",2,0,0,0,2
"130160","Fonte Boa","AM","Norte","2019",3,0,1,0,2
"130160","Fonte Boa","AM","Norte","2020",4,1,1,1,1
"130160","Fonte Boa","AM","Norte","2021",3,1,0,1,1
"130165","Guajará","AM","Norte","2012",1,0,1,0,0
"130165","Guajará","AM","Norte","2013",3,1,1,1,0
"130165","Guajará","AM","Norte","2015",2,0,0,1,1
"130165","Guajará","AM","Norte","2016",2,0,0,1,1
"130165","Guajará","AM","Norte","2017",1,1,0,0,0
"130165","Guajará","AM","Norte","2018",6,0,0,0,6
"130165","Guajará","AM","Norte","2019",4,2,1,0,1
"130165","Guajará","AM","Norte","2020",2,0,0,0,2
"130165","Guajará","AM","Norte","2021",6,1,0,0,5
