"ano","codmunres","total_de_nascidos_vivos","nvm_menor_que_20","pop_feminina_10_a_19","mulheres_com_mais_de_tres_partos_anteriores","pop_fem_10_49","abortos_sus_30_a_39","abortos_sus_40_a_49","abortos_sus_menor_30","abortos_ans_30_a_39","abortos_ans_40_a_49","abortos_ans_menor_30","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
2013,150700,490,139,2940,28,9321,0,0,0,0,0,0,149,9172,8,482
2014,150700,477,127,2911,40,9523,0,0,0,0,0,0,162,9361,8,469
2015,150700,509,152,2868,24,9708,1,0,7,0,0,0,165,9543,9,500
2016,150700,444,123,2838,29,9886,3,1,9,0,0,0,158,9728,7,437
2017,150700,483,121,2803,31,10049,5,0,11,0,0,0,141,9908,7,476
2018,150700,501,117,2763,26,10206,7,1,12,0,0,0,143,10063,7,494
2019,150700,512,117,2718,22,10352,2,1,18,0,0,0,135,10217,7,505
2020,150700,475,110,2666,24,10483,5,2,8,0,0,0,126,10357,6,469
2021,150700,428,102,2651,19,10603,3,2,4,0,0,0,138,10465,6,422
2022,150700,413,84,NA,16,NA,6,2,4,0,0,0,NA,NA,NA,NA
2012,150710,251,72,1774,15,5251,0,0,0,0,0,0,37,5214,2,249
2013,150710,223,70,1733,17,5310,0,0,0,0,0,0,37,5273,2,221
2014,150710,222,65,1690,16,5365,0,0,0,0,0,0,32,5333,1,221
2015,150710,233,74,1644,20,5417,0,0,8,0,0,0,33,5384,1,232
2016,150710,226,48,1604,28,5447,0,0,5,0,0,0,27,5420,1,225
2017,150710,215,56,1559,19,5471,3,0,3,0,0,0,27,5444,1,214
2018,150710,227,60,1511,17,5489,2,0,5,0,0,0,27,5462,1,226
2019,150710,224,52,1462,16,5503,1,0,4,0,0,0,28,5475,1,223
2020,150710,235,61,1408,17,5508,0,0,6,0,0,0,33,5475,1,234
2021,150710,206,57,1376,9,5515,6,0,1,0,0,0,28,5487,1,205
2022,150710,205,47,NA,13,NA,1,0,2,0,0,0,NA,NA,NA,NA
2012,150715,371,130,2575,37,7387,0,0,0,0,0,0,66,7321,3,368
2013,150715,368,123,2534,30,7487,0,0,0,0,0,0,67,7420,3,365
2014,150715,370,107,2490,28,7580,0,0,0,0,0,0,68,7512,3,367
2015,150715,382,131,2441,35,7669,0,0,4,0,0,0,61,7608,3,379
2016,150715,339,116,2402,27,7738,1,0,4,0,0,0,70,7668,3,336
2017,150715,345,92,2358,33,7800,2,0,7,0,0,0,70,7730,3,342
2018,150715,422,110,2310,28,7855,3,0,15,0,0,1,86,7769,5,417
2019,150715,352,87,2258,25,7902,4,1,12,0,0,0,79,7823,4,348
2020,150715,320,84,2200,22,7936,1,1,8,0,0,0,87,7849,4,316
2021,150715,382,103,2159,27,7970,1,0,16,0,0,0,80,7890,4,378
2022,150715,351,82,NA,32,NA,5,1,11,0,0,0,NA,NA,NA,NA
2012,150720,643,186,3439,99,8919,0,0,0,0,0,0,36,8883,3,640
2013,150720,623,157,3397,112,9012,0,0,0,0,0,0,45,8967,3,620
2014,150720,579,173,3349,96,9096,0,0,0,0,0,0,55,9041,3,576
2015,150720,493,139,3294,69,9172,1,1,7,0,0,0,64,9108,3,490
2016,150720,511,119,3257,87,9250,2,1,8,0,0,0,46,9204,3,508
2017,150720,525,165,3214,58,9322,5,1,15,0,0,0,47,9275,3,522
2018,150720,470,125,3164,48,9383,3,3,15,0,0,0,56,9327,3,467
2019,150720,465,144,3109,52,9434,5,1,12,0,0,0,57,9377,3,462
2020,150720,488,124,3046,49,9468,0,0,13,0,0,0,28,9440,1,487
2021,150720,479,136,3014,39,9511,4,1,8,0,0,0,19,9492,1,478
2022,150720,404,89,NA,36,NA,1,0,13,0,0,0,NA,NA,NA,NA
2012,150730,993,338,10171,106,34782,0,0,0,0,0,0,104,34678,3,990
2013,150730,891,308,10612,101,36617,0,0,0,0,0,0,110,36507,3,888
2014,150730,915,303,11044,80,38446,0,0,0,0,0,0,115,38331,3,912
2015,150730,1014,330,11453,91,40243,12,3,45,1,0,0,121,40122,3,1011
2016,150730,1046,346,11528,80,41822,6,1,35,0,0,0,125,41697,3,1043
2017,150730,1071,295,11571,99,43352,16,2,37,0,0,0,130,43222,3,1068
2018,150730,1159,311,11607,89,44882,14,1,70,0,0,0,135,44747,3,1156
2019,150730,1075,299,11622,72,46361,20,1,64,0,0,0,139,46222,3,1072
2020,150730,1077,293,11609,78,47762,14,1,54,0,0,0,143,47619,3,1074
2021,150730,1120,314,11496,71,49140,16,5,47,0,0,0,147,48993,3,1117
2022,150730,1036,261,NA,71,NA,8,4,14,0,0,0,NA,NA,NA,NA
2012,150740,209,64,1497,11,4779,0,0,0,0,0,0,67,4712,3,206
2013,150740,231,51,1470,13,4801,0,0,0,0,0,0,77,4724,4,227
2014,150740,223,62,1441,7,4821,0,0,0,0,0,0,82,4739,4,219
2015,150740,196,46,1409,5,4836,3,0,6,0,0,0,73,4763,3,193
2016,150740,227,64,1388,11,4869,3,0,2,0,0,0,68,4801,3,224
2017,150740,206,55,1364,9,4895,2,0,9,0,0,0,64,4831,3,203
2018,150740,242,68,1339,6,4920,1,2,7,0,0,0,59,4861,3,239
2019,150740,235,44,1310,9,4941,6,0,5,0,0,1,54,4887,3,232
2020,150740,255,54,1278,7,4949,2,0,4,0,0,0,59,4890,3,252
2021,150740,248,46,1253,10,4945,2,1,5,0,0,0,59,4886,3,245
2022,150740,198,55,NA,2,NA,3,0,6,0,0,0,NA,NA,NA,NA
2012,150745,515,137,2748,56,8240,0,0,0,0,0,0,74,8166,5,510
2013,150745,492,164,2692,34,8233,0,0,0,0,0,0,74,8159,4,488
2014,150745,436,124,2635,43,8221,0,0,0,0,0,0,58,8163,3,433
2015,150745,497,134,2572,28,8200,7,2,21,0,0,0,66,8134,4,493
2016,150745,463,138,2490,36,8151,6,1,23,0,0,0,65,8086,4,459
2017,150745,494,151,2402,31,8095,14,0,30,0,0,0,65,8030,4,490
2018,150745,536,152,2309,32,8029,14,2,39,0,0,0,72,7957,5,531
2019,150745,436,110,2214,26,7957,7,1,20,0,0,0,72,7885,4,432
2020,150745,379,118,2113,20,7874,2,0,16,0,0,0,79,7795,4,375
2021,150745,464,105,2042,23,7808,7,0,28,0,0,0,78,7730,5,459
2022,150745,468,112,NA,19,NA,8,2,22,0,0,0,NA,NA,NA,NA
2012,150746,81,27,537,18,1618,0,0,0,0,0,0,10,1608,0,81
2013,150746,72,16,536,10,1666,0,0,0,0,0,0,12,1654,1,71
2014,150746,82,36,534,3,1712,0,0,0,0,0,0,10,1702,0,82
2015,150746,83,27,530,8,1756,3,0,0,0,0,0,11,1745,0,83
2016,150746,81,21,536,3,1795,0,0,1,0,0,0,11,1784,0,81
2017,150746,87,20,541,9,1836,0,0,0,0,0,0,7,1829,0,87
2018,150746,97,28,545,9,1874,2,0,1,0,0,0,7,1867,0,97
2019,150746,85,17,548,8,1910,0,1,2,0,0,0,6,1904,0,85
2020,150746,83,20,550,6,1943,1,0,3,0,0,0,6,1937,0,83
2021,150746,82,19,543,14,1971,1,0,0,0,0,0,6,1965,0,82
2022,150746,65,4,NA,11,NA,2,0,1,0,0,0,NA,NA,NA,NA
2012,150747,345,124,2256,30,6419,0,0,0,0,0,0,26,6393,1,344
2013,150747,365,122,2227,36,6525,0,0,0,0,0,0,33,6492,2,363
2014,150747,336,128,2195,23,6626,0,0,0,0,0,0,33,6593,2,334
2015,150747,335,96,2158,32,6721,0,0,5,0,0,0,34,6687,2,333
2016,150747,340,110,2101,35,6796,0,0,6,0,0,0,27,6769,1,339
2017,150747,309,96,2038,22,6863,2,1,8,0,0,0,27,6836,1,308
2018,150747,306,87,1974,27,6928,3,0,8,0,0,0,28,6900,1,305
2019,150747,307,71,1904,19,6981,1,0,15,0,0,0,28,6953,1,306
2020,150747,304,73,1831,24,7026,2,1,9,0,0,0,28,6998,1,303
2021,150747,296,71,1789,18,7069,3,0,10,0,0,0,35,7034,1,295
2022,150747,252,75,NA,17,NA,2,1,8,0,0,0,NA,NA,NA,NA
2012,150750,198,61,1371,20,3789,0,0,0,0,0,0,15,3774,1,197
2013,150750,171,41,1350,27,3793,0,0,0,0,0,0,19,3774,1,170
2014,150750,165,55,1329,21,3793,0,0,0,0,0,0,19,3774,1,164
2015,150750,226,70,1304,27,3790,1,0,1,0,0,0,27,3763,2,224
2016,150750,216,68,1275,25,3795,0,0,1,0,0,0,23,3772,1,215
2017,150750,170,51,1244,17,3795,0,1,2,0,0,0,27,3768,1,169
2018,150750,240,72,1211,25,3794,1,0,6,0,0,0,27,3767,2,238
2019,150750,185,49,1175,23,3786,0,0,4,0,0,0,23,3763,1,184
2020,150750,222,67,1136,34,3773,0,0,5,0,0,0,19,3754,1,221
2021,150750,222,57,1114,25,3771,1,0,7,0,0,0,15,3756,1,221
2022,150750,176,46,NA,20,NA,2,1,13,0,0,0,NA,NA,NA,NA
2012,150760,980,295,5850,74,17231,0,0,0,0,0,0,241,16990,14,966
2013,150760,956,302,5874,59,17545,0,0,0,0,0,0,246,17299,13,943
2014,150760,1006,303,5889,71,17845,0,0,0,0,0,0,286,17559,16,990
2015,150760,973,283,5898,57,18136,4,0,22,0,0,1,272,17864,15,958
2016,150760,932,256,5862,50,18373,2,1,14,0,0,0,257,18116,13,919
2017,150760,957,270,5814,57,18594,9,1,22,0,0,0,223,18371,11,946
2018,150760,942,223,5758,46,18801,9,4,21,0,0,1,226,18575,11,931
2019,150760,926,231,5691,53,18984,5,4,16,0,0,1,228,18756,11,915
2020,150760,895,197,5608,50,19137,11,4,15,0,0,0,211,18926,10,885
