"codmunres";"ano";"total_de_nascidos_vivos";"nascidos_vivos_asfixia1";"nascidos_vivos_asfixia2"
220173;2018;116;2;2
220173;2019;105;0;0
220173;2020;103;1;1
220173;2021;128;1;1
220177;2015;98;0;0
220177;2016;82;2;2
220177;2017;73;0;0
220177;2018;99;1;1
220177;2019;85;2;2
220177;2020;81;1;1
220177;2021;78;1;1
220180;2015;38;3;3
220180;2016;46;2;2
220180;2017;39;2;2
220180;2018;48;1;1
220180;2019;52;0;0
220180;2020;33;0;0
220180;2021;37;0;0
220190;2015;482;1;1
220190;2016;488;0;0
220190;2017;467;2;2
220190;2018;517;5;5
220190;2019;569;9;9
220190;2020;508;2;2
220190;2021;516;3;3
220191;2015;97;1;1
220191;2016;75;2;2
220191;2017;100;2;2
220191;2018;85;1;1
220191;2019;89;0;0
220191;2020;94;1;1
220191;2021;87;2;2
220192;2015;79;1;1
220192;2016;103;0;0
220192;2017;85;0;0
220192;2018;75;0;0
220192;2019;75;2;2
220192;2020;78;0;0
220192;2021;80;1;1
220194;2015;122;0;0
220194;2016;85;2;2
220194;2017;97;0;0
220194;2018;77;0;0
220194;2019;73;0;0
220194;2020;83;0;0
220194;2021;93;1;1
220196;2015;113;1;1
220196;2016;100;0;0
220196;2017;85;0;0
220196;2018;92;2;2
220196;2019;88;0;0
220196;2020;93;1;1
220196;2021;66;1;1
220198;2015;47;0;0
220198;2016;51;1;1
220198;2017;44;0;0
220198;2018;46;0;0
220198;2019;63;0;0
220198;2020;29;0;0
220198;2021;50;0;0
220200;2015;348;8;8
220200;2016;289;2;2
220200;2017;328;4;4
220200;2018;348;1;1
220200;2019;326;1;1
220200;2020;310;2;2
220200;2021;312;4;4
220202;2015;87;2;2
220202;2016;71;0;0
220202;2017;78;0;0
220202;2018;65;1;1
220202;2019;63;1;1
220202;2020;58;1;1
220202;2021;71;0;0
220205;2015;140;1;1
220205;2016;119;1;1
220205;2017;101;1;1
220205;2018;111;0;0
220205;2019;130;3;3
220205;2020;111;2;2
220205;2021;97;0;0
220207;2015;41;0;0
220207;2016;43;1;1
220207;2017;38;0;0
220207;2018;36;1;1
220207;2019;45;1;1
220207;2020;29;0;0
220207;2021;40;1;1
220208;2015;93;2;2
220208;2016;118;1;1
220208;2017;110;2;2
220208;2018;102;1;1
220208;2019;112;0;0
220208;2020;128;1;1
220208;2021;131;1;1
220209;2015;76;1;1
220209;2016;64;1;1
220209;2017;65;0;0
220209;2018;76;0;0
220209;2019;67;0;0
220209;2020;74;1;1
220209;2021;80;3;3
220210;2015;57;0;0
220210;2016;49;0;0
220210;2017;56;0;0
220210;2018;54;0;0
220210;2019;58;0;0
220210;2020;72;1;1
220210;2021;57;1;1
220211;2015;67;0;0
220211;2016;58;1;1
220211;2017;60;0;0
220211;2018;69;0;0
220211;2019;47;0;0
220211;2020;59;2;2
220211;2021;70;3;3
220213;2015;99;3;3
220213;2016;94;2;2
220213;2017;66;1;1
220213;2018;93;1;1
220213;2019;91;0;0
220213;2020;75;1;1
220213;2021;87;0;0
220217;2015;144;2;2
220217;2016;107;1;1
220217;2017;96;4;4
220217;2018;90;1;1
220217;2019;106;2;2
220217;2020;100;1;1
220217;2021;90;1;1
220220;2015;629;3;3
220220;2016;560;3;3
220220;2017;605;2;2
220220;2018;589;4;4
220220;2019;614;7;7
220220;2020;516;3;3
220220;2021;571;10;10
220225;2015;44;1;1
220225;2016;31;0;0
220225;2017;47;1;1
220225;2018;51;1;1
220225;2019;50;1;1
220225;2020;35;0;0
220225;2021;50;0;0
220230;2015;289;2;2
220230;2016;282;6;6
220230;2017;268;5;5
220230;2018;254;2;2
220230;2019;295;3;3
220230;2020;266;11;11
220230;2021;294;5;5
220240;2015;145;1;1
220240;2016;149;1;1
220240;2017;168;1;1
220240;2018;173;3;3
220240;2019;156;0;0
220240;2020;127;1;1
220240;2021;153;1;1
220245;2015;49;0;0
220245;2016;62;2;2
220245;2017;48;1;1
220245;2018;52;0;0
220245;2019;41;1;1
220245;2020;52;0;0
220245;2021;51;0;0
220250;2015;177;1;1
220250;2016;180;0;0
220250;2017;198;2;2
220250;2018;174;1;1
220250;2019;189;32;32
220250;2020;171;29;29
220250;2021;173;6;6
220253;2015;60;1;1
220253;2016;80;0;0
220253;2017;78;1;1
220253;2018;74;2;2
220253;2019;72;0;0
220253;2020;71;0;0
220253;2021;77;1;1
220255;2015;81;0;0
220255;2016;60;1;1
220255;2017;82;2;2
220255;2018;59;0;0
220255;2019;79;0;0
220255;2020;62;1;1
220255;2021;74;2;2
220260;2015;286;3;3
220260;2016;268;0;0
220260;2017;312;1;1
220260;2018;290;0;0
220260;2019;297;3;3
220260;2020;228;3;3
220260;2021;255;0;0
220265;2015;86;1;1
220265;2016;101;3;3
220265;2017;82;5;5
220265;2018;89;1;1
220265;2019;98;1;1
220265;2020;91;0;0
220265;2021;91;0;0
220270;2015;425;5;5
220270;2016;402;4;4
220270;2017;418;7;7
220270;2018;422;7;7
220270;2019;418;4;4
220270;2020;461;7;7
220270;2021;417;4;4
220271;2015;65;1;1
220271;2016;75;0;0
220271;2017;57;1;1
220271;2018;55;1;1
220271;2019;53;2;2
220271;2020;47;0;0
220271;2021;57;0;0
220272;2015;56;4;4
220272;2016;62;0;0
220272;2017;61;1;1
220272;2018;79;0;0
220272;2019;93;1;1
220272;2020;55;1;1
220272;2021;86;1;1
220273;2015;47;0;0
220273;2016;51;0;0
220273;2017;48;1;1
220273;2018;55;2;2
220273;2019;52;0;0
220273;2020;52;0;0
220273;2021;46;1;1
220275;2015;78;8;8
220275;2016;92;3;3
220275;2017;81;0;0
220275;2018;92;2;2
220275;2019;68;1;1
220275;2020;71;2;2
220275;2021;80;3;3
220277;2015;98;0;0
220277;2016;86;3;3
220277;2017;102;0;0
220277;2018;81;0;0
220277;2019;78;0;0
220277;2020;83;1;1
220277;2021;94;0;0
220280;2015;67;2;2
220280;2016;69;0;0
220280;2017;77;1;1
220280;2018;69;4;4
220280;2019;70;0;0
220280;2020;56;0;0
220280;2021;64;1;1
220285;2015;56;0;0
220285;2016;65;0;0
220285;2017;49;2;2
220285;2018;50;0;0
220285;2019;48;0;0
220285;2020;47;1;1
220285;2021;40;1;1
220290;2015;441;0;0
220290;2016;410;2;2
220290;2017;450;2;2
220290;2018;517;3;3
220290;2019;435;1;1
220290;2020;463;2;2
220290;2021;514;3;3
220300;2015;102;1;1
220300;2016;101;1;1
220300;2017;97;0;0
220300;2018;95;0;0
220300;2019;91;2;2
220300;2020;92;0;0
220300;2021;108;0;0
220310;2015;174;3;3
220310;2016;167;1;1
220310;2017;161;0;0
220310;2018;152;2;2
220310;2019;185;1;1
220310;2020;185;1;1
220310;2021;181;3;3
220320;2015;192;0;0
220320;2016;208;4;4
220320;2017;186;4;4
220320;2018;210;4;4
220320;2019;202;2;2
220320;2020;182;0;0
220320;2021;192;0;0
220323;2015;93;0;0
220323;2016;80;0;0
220323;2017;70;1;1
220323;2018;79;0;0
220323;2019;71;0;0
220323;2020;67;0;0
220323;2021;92;2;2
220325;2015;75;0;0
220325;2016;51;1;1
220325;2017;68;2;2
220325;2018;66;1;1
220325;2019;70;0;0
220325;2020;63;0;0
220325;2021;59;0;0
220327;2015;69;0;0
220327;2016;71;1;1
220327;2017;73;0;0
220327;2018;80;0;0
220327;2019;93;0;0
220327;2020;86;0;0
220327;2021;99;0;0
220330;2015;209;2;2
220330;2016;222;1;1
220330;2017;264;3;3
220330;2018;260;3;3
220330;2019;267;2;2
220330;2020;202;2;2
220330;2021;241;0;0
220335;2015;101;0;0
220335;2016;98;0;0
220335;2017;96;1;1
220335;2018;100;1;1
220335;2019;105;10;10
220335;2020;90;13;13
220335;2021;105;3;3
220340;2015;75;0;0
220340;2016;92;1;1
220340;2017;72;0;0
220340;2018;79;0;0
220340;2019;76;2;2
220340;2020;61;0;0
220340;2021;74;0;0
220342;2015;54;0;0
220342;2016;52;0;0
220342;2017;59;1;1
220342;2018;66;1;1
220342;2019;44;0;0
220342;2020;48;0;0
220342;2021;57;1;1
220345;2015;92;2;2
220345;2016;77;0;0
220345;2017;75;1;1
220345;2018;83;1;1
220345;2019;94;11;11
220345;2020;95;13;13
220345;2021;103;8;8
220350;2015;165;3;3
220350;2016;151;1;1
220350;2017;155;2;2
220350;2018;167;1;1
220350;2019;153;3;3
220350;2020;162;3;3
220350;2021;140;0;0
220360;2015;50;14;14
220360;2016;50;1;1
220360;2017;46;1;1
220360;2018;47;0;0
220360;2019;53;3;3
220360;2020;51;3;3
220360;2021;52;0;0
220370;2015;635;11;11
220370;2016;651;6;6
220370;2017;649;6;6
220370;2018;667;10;10
220370;2019;619;7;7
220370;2020;624;8;8
220370;2021;619;9;9
220375;2015;65;0;0
220375;2016;63;1;1
220375;2017;77;1;1
220375;2018;89;0;0
220375;2019;90;9;9
220375;2020;76;2;2
220375;2021;72;0;0
220380;2015;56;1;1
220380;2016;70;1;1
220380;2017;62;0;0
220380;2018;55;1;1
220380;2019;60;2;2
220380;2020;50;0;0
220380;2021;50;0;0
220385;2015;19;0;0
220385;2016;17;1;1
220385;2017;28;0;0
220385;2018;23;2;2
220385;2019;23;0;0
220385;2020;19;1;1
220385;2021;25;0;0
220390;2015;1011;14;14
220390;2016;936;12;12
220390;2017;918;11;11
220390;2018;968;9;9
220390;2019;903;7;7
220390;2020;881;11;11
220390;2021;930;6;6
220400;2015;58;0;0
220400;2016;60;1;1
220400;2017;58;0;0
220400;2018;69;2;2
220400;2019;58;0;0
220400;2020;46;0;0
220400;2021;66;1;1
220410;2015;58;1;1
220410;2016;64;3;3
220410;2017;53;0;0
220410;2018;71;0;0
220410;2019;64;3;3
220410;2020;56;2;2
220410;2021;61;0;0
220415;2015;39;4;4
220415;2016;29;1;1
220415;2017;35;0;0
220415;2018;36;2;2
220415;2019;24;0;0
220415;2020;31;0;0
220415;2021;31;0;0
220420;2015;127;6;6
220420;2016;88;3;3
220420;2017;97;1;1
220420;2018;94;0;0
220420;2019;86;1;1
220420;2020;89;1;1
220420;2021;72;1;1
220430;2015;174;1;1
220430;2016;146;2;2
220430;2017;119;0;0
220430;2018;141;1;1
220430;2019;137;3;3
220430;2020;134;1;1
220430;2021;96;0;0
220435;2015;87;3;3
220435;2016;72;2;2
220435;2017;88;1;1
220435;2018;83;1;1
220435;2019;83;0;0
220435;2020;93;0;0
220435;2021;91;1;1
220440;2015;168;4;4
220440;2016;185;4;4
220440;2017;204;2;2
220440;2018;177;3;3
220440;2019;201;0;0
220440;2020;185;1;1
220440;2021;179;1;1
220450;2015;156;3;3
220450;2016;171;3;3
220450;2017;190;6;6
220450;2018;161;2;2
220450;2019;176;2;2
220450;2020;151;3;3
220450;2021;157;0;0
220455;2015;87;0;0
220455;2016;72;0;0
220455;2017;84;0;0
220455;2018;69;1;1
220455;2019;67;14;14
220455;2020;69;12;12
220455;2021;90;3;3
220460;2015;56;0;0
220460;2016;47;0;0
220460;2017;41;0;0
220460;2018;42;0;0
220460;2019;44;1;1
220460;2020;63;0;0
220460;2021;49;0;0
220465;2015;133;3;3
220465;2016;139;0;0
220465;2017;164;3;3
220465;2018;162;1;1
220465;2019;138;2;2
220465;2020;157;1;1
220465;2021;160;3;3
220470;2015;219;2;2
220470;2016;191;2;2
220470;2017;184;2;2
220470;2018;158;0;0
220470;2019;173;1;1
220470;2020;179;1;1
220470;2021;167;0;0
220480;2015;132;1;1
220480;2016;107;0;0
220480;2017;111;0;0
220480;2018;122;2;2
220480;2019;132;1;1
220480;2020;107;2;2
220480;2021;106;1;1
220490;2015;126;4;4
220490;2016;111;1;1
220490;2017;124;1;1
220490;2018;118;2;2
220490;2019;98;0;0
220490;2020;89;0;0
220490;2021;117;0;0
220500;2015;133;5;5
220500;2016;111;2;2
220500;2017;118;2;2
220500;2018;128;1;1
220500;2019;118;0;0
220500;2020;111;2;2
220500;2021;103;0;0
220510;2015;134;3;3
220510;2016;136;5;5
220510;2017;139;3;3
220510;2018;127;0;0
220510;2019;143;3;3
220510;2020;101;3;3
220510;2021;117;1;1
220515;2015;82;1;1
220515;2016;77;1;1
220515;2017;55;0;0
220515;2018;64;0;0
220515;2019;64;0;0
220515;2020;78;2;2
220515;2021;69;0;0
220520;2015;238;4;4
220520;2016;270;8;8
220520;2017;272;6;6
220520;2018;299;2;2
220520;2019;292;3;3
220520;2020;245;1;1
220520;2021;253;8;8
220525;2015;42;0;0
220525;2016;39;0;0
220525;2017;54;2;2
220525;2018;46;0;0
220525;2019;47;0;0
220525;2020;45;0;0
220525;2021;54;0;0
220527;2015;50;0;0
220527;2016;48;0;0
220527;2017;46;0;0
220527;2018;59;0;0
220527;2019;49;1;1
220527;2020;48;0;0
220527;2021;41;2;2
220530;2015;50;2;2
220530;2016;73;1;1
220530;2017;66;1;1
220530;2018;64;1;1
220530;2019;60;3;3
220530;2020;49;0;0
220530;2021;65;1;1
220535;2015;39;0;0
220535;2016;42;1;1
220535;2017;36;0;0
220535;2018;44;1;1
220535;2019;40;1;1
220535;2020;37;0;0
220535;2021;33;0;0
220540;2015;188;0;0
220540;2016;195;1;1
220540;2017;222;1;1
220540;2018;227;4;4
220540;2019;221;1;1
220540;2020;200;2;2
220540;2021;196;2;2
220545;2015;81;3;3
220545;2016;83;3;3
220545;2017;82;0;0
220545;2018;82;1;1
220545;2019;77;0;0
220545;2020;72;1;1
220545;2021;61;1;1
220550;2015;633;7;7
220550;2016;558;8;8
220550;2017;617;8;8
220550;2018;636;10;10
220550;2019;625;5;5
220550;2020;620;4;4
220550;2021;563;7;7
220551;2015;59;0;0
220551;2016;57;1;1
220551;2017;47;0;0
220551;2018;56;0;0
220551;2019;54;1;1
220551;2020;52;0;0
220551;2021;64;2;2
220552;2015;71;0;0
220552;2016;76;1;1
220552;2017;96;0;0
220552;2018;91;0;0
220552;2019;88;0;0
220552;2020;79;0;0
220552;2021;90;0;0
220553;2015;69;0;0
220553;2016;64;0;0
220553;2017;64;0;0
220553;2018;77;1;1
220553;2019;90;3;3
220553;2020;67;3;3
220553;2021;65;0;0
220554;2015;44;0;0
220554;2016;50;1;1
220554;2017;31;1;1
220554;2018;40;0;0
220554;2019;35;0;0
220554;2020;33;0;0
220554;2021;25;1;1
220555;2015;120;0;0
220555;2016;113;0;0
220555;2017;116;0;0
220555;2018;120;1;1
220555;2019;112;1;1
220555;2020;95;1;1
220555;2021;101;0;0
220556;2015;78;0;0
220556;2016;65;1;1
220556;2017;67;0;0
220556;2018;83;0;0
220556;2019;63;18;18
220556;2020;76;20;20
220556;2021;77;10;10
220557;2015;78;0;0
220557;2016;71;0;0
220557;2017;73;3;3
220557;2018;78;0;0
220557;2019;91;1;1
220557;2020;59;1;1
220557;2021;81;0;0
220558;2015;54;1;1
220558;2016;56;1;1
220558;2017;67;1;1
220558;2018;64;0;0
220558;2019;62;0;0
220558;2020;71;0;0
220558;2021;68;0;0
220559;2015;63;1;1
220559;2016;66;3;3
220559;2017;53;0;0
220559;2018;50;0;0
220559;2019;50;1;1
220559;2020;48;1;1
220559;2021;53;0;0
220560;2015;59;0;0
220560;2016;57;1;1
220560;2017;79;3;3
220560;2018;58;0;0
220560;2019;70;1;1
220560;2020;78;3;3
220560;2021;53;1;1
220570;2015;437;3;3
220570;2016;439;7;7
220570;2017;409;6;6
220570;2018;467;6;6
220570;2019;509;4;4
220570;2020;455;4;4
220570;2021;430;6;6
220580;2015;400;5;5
220580;2016;343;1;1
220580;2017;395;6;6
220580;2018;365;2;2
220580;2019;331;2;2
220580;2020;348;7;7
220580;2021;341;5;5
220585;2015;153;2;2
220585;2016;112;2;2
220585;2017;131;4;4
220585;2018;130;1;1
220585;2019;113;1;1
220585;2020;101;1;1
220585;2021;97;0;0
220590;2015;68;48;48
220590;2016;75;11;11
220590;2017;73;0;0
220590;2018;70;0;0
220590;2019;58;2;2
220590;2020;66;0;0
220590;2021;79;1;1
220595;2015;126;1;1
220595;2016;122;2;2
220595;2017;145;2;2
220595;2018;135;3;3
220595;2019;111;1;1
220595;2020;134;1;1
220595;2021;115;1;1
220600;2015;77;1;1
220600;2016;53;0;0
220600;2017;70;1;1
220600;2018;63;1;1
220600;2019;79;0;0
220600;2020;64;0;0
220600;2021;63;0;0
220605;2015;65;3;3
220605;2016;71;2;2
220605;2017;49;0;0
220605;2018;55;1;1
220605;2019;69;0;0
220605;2020;53;0;0
220605;2021;54;2;2
220610;2015;190;2;2
220610;2016;152;1;1
220610;2017;170;3;3
220610;2018;192;1;1
220610;2019;178;1;1
220610;2020;161;1;1
220610;2021;174;1;1
220620;2015;559;7;7
220620;2016;514;15;15
220620;2017;514;7;7
220620;2018;542;5;5
220620;2019;537;1;1
220620;2020;482;3;3
220620;2021;488;6;6
220630;2015;25;0;0
220630;2016;16;0;0
220630;2017;14;0;0
220630;2018;20;0;0
220630;2019;21;0;0
220630;2020;15;0;0
220630;2021;12;0;0
220635;2015;45;0;0
220635;2016;55;0;0
220635;2017;75;4;4
220635;2018;91;1;1
220635;2019;68;2;2
220635;2020;77;1;1
220635;2021;75;1;1
220640;2015;128;2;2
220640;2016;134;2;2
220640;2017;130;0;0
220640;2018;128;1;1
220640;2019;119;0;0
220640;2020;146;2;2
220640;2021;117;0;0
220650;2015;102;1;1
220650;2016;82;5;5
220650;2017;83;0;0
220650;2018;103;0;0
220650;2019;88;0;0
220650;2020;94;1;1
220650;2021;84;0;0
220660;2015;164;1;1
220660;2016;172;9;9
220660;2017;202;2;2
220660;2018;188;2;2
220660;2019;194;0;0
220660;2020;173;3;3
220660;2021;207;4;4
220665;2015;42;0;0
220665;2016;71;0;0
220665;2017;74;0;0
220665;2018;64;0;0
220665;2019;52;0;0
220665;2020;64;0;0
220665;2021;76;0;0
220667;2015;114;3;3
220667;2016;117;1;1
220667;2017;124;4;4
220667;2018;103;0;0
220667;2019;84;1;1
220667;2020;95;0;0
220667;2021;96;0;0
220669;2015;115;0;0
220669;2016;110;1;1
220669;2017;119;2;2
220669;2018;110;3;3
220669;2019;116;1;1
220669;2020;86;1;1
220669;2021;108;0;0
220670;2015;75;0;0
220670;2016;76;1;1
220670;2017;82;1;1
220670;2018;107;2;2
220670;2019;104;1;1
220670;2020;86;1;1
220670;2021;105;4;4
220672;2015;172;3;3
220672;2016;159;2;2
220672;2017;161;0;0
220672;2018;156;1;1
220672;2019;180;0;0
220672;2020;137;5;5
220672;2021;148;0;0
220675;2015;58;1;1
220675;2016;47;0;0
220675;2017;54;1;1
220675;2018;63;0;0
220675;2019;61;2;2
220675;2020;59;1;1
220675;2021;55;1;1
220680;2015;134;4;4
220680;2016;171;3;3
220680;2017;141;1;1
220680;2018;144;3;3
220680;2019;132;2;2
220680;2020;140;2;2
220680;2021;136;2;2
220690;2015;80;3;3
220690;2016;70;0;0
220690;2017;70;2;2
220690;2018;75;0;0
220690;2019;62;1;1
220690;2020;56;0;0
220690;2021;50;1;1
220695;2015;29;0;0
220695;2016;39;0;0
220695;2017;45;0;0
220695;2018;37;1;1
220695;2019;40;0;0
220695;2020;29;0;0
220695;2021;34;1;1
220700;2015;473;7;7
220700;2016;430;4;4
220700;2017;503;9;9
220700;2018;495;4;4
220700;2019;494;4;4
220700;2020;501;2;2
220700;2021;481;6;6
220710;2015;34;0;0
220710;2016;43;0;0
220710;2017;40;0;0
220710;2018;38;0;0
220710;2019;46;0;0
220710;2020;39;0;0
220710;2021;38;0;0
220720;2015;95;5;5
220720;2016;88;1;1
220720;2017;90;0;0
220720;2018;103;2;2
220720;2019;94;2;2
220720;2020;73;0;0
220720;2021;90;3;3
220730;2015;61;1;1
220730;2016;77;0;0
220730;2017;54;1;1
220730;2018;59;0;0
220730;2019;51;0;0
220730;2020;68;0;0
220730;2021;62;1;1
220735;2015;27;1;1
220735;2016;28;1;1
220735;2017;29;1;1
220735;2018;31;2;2
220735;2019;26;1;1
220735;2020;26;3;3
220735;2021;31;2;2
220740;2015;64;0;0
220740;2016;76;0;0
220740;2017;63;0;0
220740;2018;77;1;1
220740;2019;63;1;1
220740;2020;71;0;0
220740;2021;87;0;0
220750;2015;195;3;3
220750;2016;205;3;3
220750;2017;191;3;3
220750;2018;203;1;1
220750;2019;199;2;2
220750;2020;168;0;0
220750;2021;197;4;4
220755;2015;32;0;0
220755;2016;31;0;0
220755;2017;42;1;1
220755;2018;55;0;0
220755;2019;53;0;0
220755;2020;41;0;0
220755;2021;28;0;0
220760;2015;140;0;0
220760;2016;166;1;1
220760;2017;169;0;0
220760;2018;175;0;0
220760;2019;164;1;1
220760;2020;152;1;1
220760;2021;159;0;0
220770;2015;2434;30;30
220770;2016;2319;20;20
220770;2017;2377;26;26
220770;2018;2531;16;16
220770;2019;2517;28;28
220770;2020;2530;21;21
220770;2021;2326;14;14
220775;2015;71;0;0
220775;2016;55;1;1
220775;2017;58;2;2
220775;2018;61;3;3
220775;2019;47;0;0
220775;2020;48;0;0
220775;2021;50;1;1
220777;2015;47;2;2
220777;2016;56;3;3
220777;2017;57;1;1
220777;2018;57;2;2
220777;2019;55;0;0
220777;2020;60;0;0
220777;2021;62;2;2
220779;2015;51;0;0
220779;2016;46;1;1
220779;2017;31;2;2
220779;2018;41;0;0
220779;2019;43;0;0
220779;2020;49;0;0
220779;2021;45;0;0
220780;2015;352;4;4
220780;2016;331;2;2
220780;2017;345;5;5
220780;2018;377;3;3
220780;2019;317;3;3
220780;2020;305;1;1
220780;2021;367;2;2
220785;2015;43;3;3
220785;2016;42;1;1
220785;2017;48;1;1
220785;2018;50;0;0
220785;2019;44;0;0
220785;2020;36;0;0
220785;2021;45;1;1
220790;2015;611;7;7
220790;2016;515;12;12
220790;2017;563;9;9
220790;2018;565;14;14
220790;2019;515;5;5
220790;2020;513;5;5
220790;2021;540;4;4
220793;2015;31;1;1
220793;2016;25;0;0
220793;2017;25;0;0
220793;2018;27;0;0
220793;2019;32;0;0
220793;2020;31;0;0
220793;2021;35;0;0
220795;2015;68;2;2
220795;2016;62;2;2
220795;2017;51;0;0
220795;2018;46;0;0
220795;2019;60;0;0
220795;2020;44;1;1
220795;2021;55;0;0
220800;2015;1149;25;25
220800;2016;1078;16;16
220800;2017;1088;10;10
220800;2018;1143;8;8
220800;2019;1094;5;5
220800;2020;1026;7;7
220800;2021;1094;2;2
220810;2015;130;5;5
220810;2016;132;1;1
220810;2017;141;3;3
220810;2018;137;3;3
220810;2019;126;2;2
220810;2020;119;0;0
220810;2021;115;0;0
220820;2015;268;5;5
220820;2016;237;8;8
220820;2017;218;2;2
220820;2018;236;3;3
220820;2019;216;1;1
220820;2020;227;1;1
220820;2021;227;2;2
220830;2015;439;3;3
220830;2016;438;5;5
220830;2017;454;2;2
220830;2018;443;4;4
220830;2019;404;3;3
220830;2020;364;1;1
220830;2021;358;2;2
220840;2015;1002;8;8
220840;2016;955;11;11
220840;2017;1014;10;10
220840;2018;931;16;16
220840;2019;878;8;8
220840;2020;892;9;9
220840;2021;897;13;13
220850;2015;209;8;8
220850;2016;213;1;1
220850;2017;270;4;4
220850;2018;238;4;4
220850;2019;233;1;1
220850;2020;208;0;0
220850;2021;239;1;1
220855;2015;39;0;0
220855;2016;33;1;1
220855;2017;28;1;1
220855;2018;37;0;0
220855;2019;43;0;0
220855;2020;40;0;0
220855;2021;44;1;1
220860;2015;39;0;0
220860;2016;43;0;0
220860;2017;47;0;0
220860;2018;41;0;0
220860;2019;26;0;0
220860;2020;50;2;2
220860;2021;33;0;0
220865;2015;95;0;0
220865;2016;96;2;2
220865;2017;107;1;1
220865;2018;87;2;2
220865;2019;100;1;1
220865;2020;102;2;2
220865;2021;109;1;1
220870;2015;133;0;0
220870;2016;122;2;2
220870;2017;141;1;1
220870;2018;185;1;1
220870;2019;158;1;1
220870;2020;124;2;2
220870;2021;181;0;0
220880;2015;289;0;0
220880;2016;261;3;3
220880;2017;265;6;6
220880;2018;294;0;0
220880;2019;237;2;2
220880;2020;246;0;0
220880;2021;253;2;2
220885;2015;75;0;0
220885;2016;65;0;0
220885;2017;66;0;0
220885;2018;51;0;0
220885;2019;60;0;0
220885;2020;56;0;0
220885;2021;61;1;1
220887;2015;44;0;0
220887;2016;50;0;0
220887;2017;55;2;2
220887;2018;46;4;4
220887;2019;57;3;3
220887;2020;47;0;0
220887;2021;50;1;1
220890;2015;95;0;0
220890;2016;120;1;1
220890;2017;114;0;0
220890;2018;114;0;0
220890;2019;88;0;0
220890;2020;87;0;0
220890;2021;100;0;0
220900;2015;90;1;1
220900;2016;70;1;1
220900;2017;70;0;0
220900;2018;74;4;4
220900;2019;72;3;3
220900;2020;64;0;0
220900;2021;60;0;0
220910;2015;68;2;2
220910;2016;79;1;1
220910;2017;62;0;0
220910;2018;75;0;0
220910;2019;86;0;0
220910;2020;70;0;0
220910;2021;67;0;0
220915;2015;40;2;2
220915;2016;57;2;2
220915;2017;37;2;2
220915;2018;36;0;0
220915;2019;30;0;0
220915;2020;31;0;0
220915;2021;33;0;0
220920;2015;121;1;1
220920;2016;95;1;1
220920;2017;99;2;2
220920;2018;94;0;0
220920;2019;104;3;3
220920;2020;98;2;2
220920;2021;95;0;0
220930;2015;74;0;0
220930;2016;66;0;0
220930;2017;75;0;0
220930;2018;97;2;2
220930;2019;79;0;0
220930;2020;69;0;0
220930;2021;65;2;2
220935;2015;42;0;0
220935;2016;36;2;2
220935;2017;46;1;1
220935;2018;47;0;0
220935;2019;42;0;0
220935;2020;37;0;0
220935;2021;47;0;0
220937;2015;60;2;2
220937;2016;50;0;0
220937;2017;71;1;1
220937;2018;60;0;0
220937;2019;57;2;2
220937;2020;64;0;0
220937;2021;63;1;1
220940;2015;75;1;1
220940;2016;88;0;0
220940;2017;78;1;1
220940;2018;77;2;2
220940;2019;85;1;1
220940;2020;68;1;1
220940;2021;75;1;1
220945;2015;42;0;0
220945;2016;32;0;0
220945;2017;27;0;0
220945;2018;28;0;0
220945;2019;26;1;1
220945;2020;29;0;0
220945;2021;22;0;0
220950;2015;42;0;0
220950;2016;41;1;1
220950;2017;44;0;0
220950;2018;39;2;2
220950;2019;54;1;1
220950;2020;48;0;0
220950;2021;33;0;0
220955;2015;71;0;0
220955;2016;72;0;0
220955;2017;54;0;0
220955;2018;59;0;0
220955;2019;52;0;0
220955;2020;41;0;0
220955;2021;61;0;0
220960;2015;28;0;0
220960;2016;22;0;0
220960;2017;29;0;0
220960;2018;27;0;0
220960;2019;23;0;0
220960;2020;22;0;0
220960;2021;30;0;0
220965;2015;55;1;1
220965;2016;80;1;1
220965;2017;65;2;2
220965;2018;72;0;0
220965;2019;78;3;3
220965;2020;73;3;3
220965;2021;74;3;3
220970;2015;90;1;1
220970;2016;65;0;0
220970;2017;96;0;0
220970;2018;82;3;3
220970;2019;63;0;0
220970;2020;61;2;2
220970;2021;67;0;0
220975;2015;25;0;0
220975;2016;27;0;0
220975;2017;40;1;1
220975;2018;36;0;0
