"ano","codmunres","condicoes_ameacadoras_totais","condicoes_ameacadoras_incompletos_intersecao","condicoes_ameacadoras_incompletos_uniao"
2012,"351860",560,0,68
2013,"351860",583,0,3
2014,"351860",530,0,1
2015,"351860",486,0,8
2016,"351860",498,0,1
2017,"351860",502,0,7
2018,"351860",528,0,9
2019,"351860",480,0,5
2020,"351860",485,0,0
2021,"351860",411,0,1
2022,"351860",449,0,2
2023,"351860",377,0,1
2012,"351870",4937,1,155
2013,"351870",4637,0,63
2014,"351870",4674,0,47
2015,"351870",4752,0,128
2016,"351870",4444,0,58
2017,"351870",4429,0,31
2018,"351870",4497,0,82
2019,"351870",4139,0,61
2020,"351870",3975,0,85
2021,"351870",3804,0,33
2022,"351870",3667,0,21
2023,"351870",3485,0,11
2012,"351880",21455,0,139
2013,"351880",21325,0,103
2014,"351880",21775,0,91
2015,"351880",22315,0,121
2016,"351880",20969,0,98
2017,"351880",21219,1,84
2018,"351880",21112,1,80
2019,"351880",20479,0,71
2020,"351880",19175,0,59
2021,"351880",18279,1,65
2022,"351880",17612,1,71
2023,"351880",17504,0,97
2012,"351885",106,0,1
2013,"351885",79,0,4
2014,"351885",114,0,2
2015,"351885",108,0,1
2016,"351885",88,0,0
2017,"351885",110,0,0
2018,"351885",88,0,1
2019,"351885",104,0,0
2020,"351885",85,0,1
2021,"351885",80,0,2
2022,"351885",80,0,1
2023,"351885",88,0,0
2012,"351890",66,0,6
2013,"351890",63,0,1
2014,"351890",59,0,0
2015,"351890",64,0,6
2016,"351890",62,0,0
2017,"351890",53,0,1
2018,"351890",51,0,1
2019,"351890",49,0,0
2020,"351890",55,0,1
2021,"351890",49,0,3
2022,"351890",43,0,0
2023,"351890",55,0,0
2012,"351900",116,0,116
2013,"351900",96,0,6
2014,"351900",102,0,3
2015,"351900",108,0,2
2016,"351900",103,0,0
2017,"351900",104,0,0
2018,"351900",90,0,0
2019,"351900",116,0,0
2020,"351900",114,0,0
2021,"351900",121,0,0
2022,"351900",107,0,0
2023,"351900",109,0,0
2012,"351905",186,0,2
2013,"351905",160,0,2
2014,"351905",193,0,1
2015,"351905",226,0,2
2016,"351905",214,0,2
2017,"351905",222,0,3
2018,"351905",206,0,7
2019,"351905",185,0,1
2020,"351905",213,0,2
2021,"351905",206,0,2
2022,"351905",232,0,1
2023,"351905",215,0,1
2012,"351907",2954,0,29
2013,"351907",2987,0,12
2014,"351907",3025,0,12
2015,"351907",3170,0,8
2016,"351907",3065,0,25
2017,"351907",3094,0,5
2018,"351907",3054,0,7
2019,"351907",2954,0,12
2020,"351907",2832,0,8
2021,"351907",2742,0,13
2022,"351907",2719,0,19
2023,"351907",2823,0,12
2012,"351910",106,0,90
2013,"351910",127,0,100
2014,"351910",155,0,16
2015,"351910",166,0,52
2016,"351910",124,0,72
2017,"351910",131,0,2
2018,"351910",138,0,0
2019,"351910",154,0,0
2020,"351910",121,0,1
2021,"351910",124,0,1
2022,"351910",133,0,1
2023,"351910",124,0,2
2012,"351920",70,0,69
2013,"351920",75,0,7
2014,"351920",66,0,5
2015,"351920",59,0,1
2016,"351920",49,0,0
2017,"351920",56,0,0
2018,"351920",68,0,0
2019,"351920",63,0,0
2020,"351920",58,0,0
2021,"351920",49,0,0
2022,"351920",67,0,0
2023,"351920",72,0,0
2012,"351925",56,0,14
2013,"351925",82,0,0
2014,"351925",78,0,13
2015,"351925",74,0,0
2016,"351925",99,0,7
2017,"351925",70,0,0
2018,"351925",68,0,1
2019,"351925",77,0,2
2020,"351925",78,0,1
2021,"351925",63,0,0
2022,"351925",73,0,0
2023,"351925",71,0,0
2012,"351930",518,0,3
2013,"351930",498,0,1
2014,"351930",525,0,1
2015,"351930",481,0,1
2016,"351930",479,0,5
2017,"351930",502,0,5
2018,"351930",524,0,2
2019,"351930",514,0,2
2020,"351930",482,0,1
2021,"351930",472,0,0
2022,"351930",426,0,0
2023,"351930",420,0,0
2012,"351940",108,0,14
2013,"351940",132,0,0
2014,"351940",174,0,1
2015,"351940",132,0,0
2016,"351940",146,0,1
2017,"351940",146,0,0
2018,"351940",128,0,0
2019,"351940",141,0,0
2020,"351940",131,0,0
2021,"351940",121,0,1
2022,"351940",130,0,0
2023,"351940",129,0,0
2012,"351950",94,0,67
2013,"351950",91,0,5
2014,"351950",72,0,1
2015,"351950",74,0,1
2016,"351950",72,0,0
2017,"351950",67,0,0
2018,"351950",76,0,0
2019,"351950",60,0,0
2020,"351950",70,0,1
2021,"351950",74,0,2
2022,"351950",60,0,0
2023,"351950",61,0,1
2012,"351960",709,0,18
2013,"351960",693,0,4
2014,"351960",739,0,10
2015,"351960",790,0,4
2016,"351960",708,0,4
2017,"351960",742,0,2
2018,"351960",784,0,9
2019,"351960",757,0,6
2020,"351960",743,0,0
2021,"351960",720,0,7
2022,"351960",718,0,4
2023,"351960",680,0,5
2012,"351970",1034,0,261
2013,"351970",1074,0,93
2014,"351970",1086,0,114
2015,"351970",1106,0,107
2016,"351970",1145,0,135
2017,"351970",1177,0,28
2018,"351970",1045,0,26
2019,"351970",1050,0,17
2020,"351970",992,0,26
2021,"351970",982,0,9
2022,"351970",1048,0,6
2023,"351970",940,0,6
2012,"351980",91,0,9
2013,"351980",104,0,0
2014,"351980",97,0,0
2015,"351980",113,0,0
2016,"351980",89,0,1
2017,"351980",110,0,0
2018,"351980",100,0,1
2019,"351980",89,0,0
2020,"351980",85,0,0
2021,"351980",80,0,0
2022,"351980",91,0,0
2023,"351980",76,0,0
2012,"351990",93,0,28
2013,"351990",99,0,2
2014,"351990",92,0,0
2015,"351990",114,0,1
2016,"351990",93,0,1
2017,"351990",103,0,1
2018,"351990",109,0,0
2019,"351990",77,0,0
2020,"351990",81,0,0
2021,"351990",97,0,0
2022,"351990",85,0,0
2023,"351990",92,0,0
2012,"352000",298,0,101
2013,"352000",279,0,3
2014,"352000",291,0,1
2015,"352000",271,0,3
2016,"352000",278,0,4
2017,"352000",289,0,4
2018,"352000",297,0,1
2019,"352000",279,0,2
2020,"352000",263,0,3
2021,"352000",231,0,1
2022,"352000",229,0,2
2023,"352000",228,0,0
2012,"352010",310,0,137
2013,"352010",297,0,62
2014,"352010",319,0,42
2015,"352010",329,0,37
2016,"352010",298,0,5
2017,"352010",346,0,30
2018,"352010",316,0,0
2019,"352010",294,0,0
2020,"352010",285,0,1
2021,"352010",285,0,1
2022,"352010",279,0,2
2023,"352010",266,0,3
2012,"352020",123,0,34
2013,"352020",141,0,8
2014,"352020",128,0,1
2015,"352020",130,0,1
2016,"352020",122,0,1
2017,"352020",118,0,4
2018,"352020",146,0,2
2019,"352020",139,0,3
2020,"352020",142,0,1
2021,"352020",138,0,0
2022,"352020",139,0,1
2023,"352020",124,0,2
2012,"352030",393,0,301
2013,"352030",338,0,22
2014,"352030",313,0,5
2015,"352030",394,0,11
2016,"352030",367,0,3
2017,"352030",366,0,1
2018,"352030",373,0,17
2019,"352030",330,0,1
2020,"352030",325,0,1
2021,"352030",298,0,0
2022,"352030",306,0,1
2023,"352030",285,0,0
2012,"352040",461,0,251
2013,"352040",448,0,2
2014,"352040",449,0,0
2015,"352040",470,0,2
2016,"352040",488,0,0
2017,"352040",530,0,1
2018,"352040",508,0,1
2019,"352040",541,0,3
2020,"352040",488,0,0
2021,"352040",459,0,2
2022,"352040",485,0,1
2023,"352040",490,0,2
2012,"352042",112,0,79
2013,"352042",116,0,8
2014,"352042",136,0,4
2015,"352042",156,0,8
2016,"352042",151,0,3
2017,"352042",159,0,0
2018,"352042",174,0,7
2019,"352042",150,0,2
2020,"352042",145,0,1
2021,"352042",113,0,1
2022,"352042",146,0,2
2023,"352042",140,0,0
2012,"352044",297,0,59
2013,"352044",280,0,8
2014,"352044",287,0,4
2015,"352044",275,0,9
2016,"352044",285,0,4
2017,"352044",289,0,5
2018,"352044",261,0,1
2019,"352044",255,0,1
2020,"352044",225,0,1
2021,"352044",250,0,9
2022,"352044",216,0,0
2023,"352044",201,0,1
2012,"352050",2995,0,40
2013,"352050",2975,0,37
2014,"352050",3118,0,24
2015,"352050",3121,0,10
2016,"352050",3068,0,27
2017,"352050",3195,0,4
2018,"352050",3357,0,11
2019,"352050",3227,0,33
2020,"352050",3113,1,4
2021,"352050",3105,0,15
2022,"352050",3204,0,5
2023,"352050",3089,0,9
2012,"352060",65,0,27
2013,"352060",63,0,9
2014,"352060",69,0,0
2015,"352060",63,0,1
2016,"352060",50,0,2
2017,"352060",55,0,0
2018,"352060",70,0,2
2019,"352060",56,0,0
2020,"352060",60,0,0
2021,"352060",54,0,0
2022,"352060",31,0,0
2023,"352060",59,0,0
2012,"352070",40,0,38
2013,"352070",35,0,2
2014,"352070",44,0,0
2015,"352070",49,0,0
2016,"352070",33,0,0
2017,"352070",37,0,0
2018,"352070",41,0,0
2019,"352070",34,0,0
2020,"352070",29,0,0
2021,"352070",35,0,0
2022,"352070",41,0,0
2023,"352070",35,0,0
2012,"352080",34,0,33
2013,"352080",43,0,1
2014,"352080",37,0,0
2015,"352080",36,0,0
2016,"352080",37,0,0
2017,"352080",34,0,0
2018,"352080",43,0,0
2019,"352080",25,0,1
2020,"352080",34,0,1
2021,"352080",36,0,0
2022,"352080",37,0,0
2023,"352080",26,0,0
2012,"352090",200,0,190
2013,"352090",163,0,118
2014,"352090",179,0,49
2015,"352090",148,0,0
2016,"352090",169,0,1
2017,"352090",191,0,1
2018,"352090",190,0,4
2019,"352090",187,0,4
2020,"352090",178,0,4
2021,"352090",154,0,7
2022,"352090",173,0,5
2023,"352090",142,0,3
2012,"352100",361,0,38
2013,"352100",345,0,9
2014,"352100",359,0,1
2015,"352100",416,0,4
2016,"352100",333,0,3
2017,"352100",348,0,0
2018,"352100",322,0,1
2019,"352100",367,0,1
2020,"352100",351,0,2
2021,"352100",344,0,1
2022,"352100",377,0,1
2023,"352100",324,0,0
2012,"352110",122,0,16
2013,"352110",100,0,1
2014,"352110",114,0,0
2015,"352110",99,0,1
2016,"352110",87,0,2
2017,"352110",104,0,0
2018,"352110",88,0,0
2019,"352110",81,0,0
2020,"352110",79,0,0
2021,"352110",83,0,0
2022,"352110",65,0,0
2023,"352110",85,0,0
2012,"352115",73,0,4
2013,"352115",56,0,0
2014,"352115",50,0,0
2015,"352115",70,0,0
2016,"352115",68,0,0
2017,"352115",59,0,0
2018,"352115",87,0,0
2019,"352115",83,0,0
2020,"352115",86,0,0
2021,"352115",68,0,0
2022,"352115",73,0,0
2023,"352115",85,0,1
2012,"352120",44,0,35
2013,"352120",62,0,5
2014,"352120",73,0,0
2015,"352120",53,0,3
2016,"352120",57,0,2
2017,"352120",67,0,1
2018,"352120",49,0,3
2019,"352120",45,0,0
2020,"352120",34,0,0
2021,"352120",60,0,0
2022,"352120",49,0,0
2023,"352120",48,0,0
2012,"352130",203,0,121
2013,"352130",183,0,7
2014,"352130",177,0,2
2015,"352130",193,0,1
2016,"352130",165,0,0
2017,"352130",190,0,0
2018,"352130",176,0,1
2019,"352130",169,0,1
2020,"352130",160,0,0
2021,"352130",178,0,1
2022,"352130",147,0,0
2023,"352130",156,0,0
2012,"352140",215,0,3
2013,"352140",227,0,2
2014,"352140",281,0,1
2015,"352140",247,0,2
2016,"352140",272,0,1
2017,"352140",232,0,1
2018,"352140",292,0,1
2019,"352140",252,0,1
2020,"352140",259,0,1
2021,"352140",234,0,0
2022,"352140",221,0,1
2023,"352140",203,0,0
2012,"352150",92,0,37
2013,"352150",84,0,1
2014,"352150",100,0,1
2015,"352150",79,0,0
2016,"352150",82,0,0
2017,"352150",80,0,0
2018,"352150",86,0,0
2019,"352150",74,0,0
2020,"352150",91,0,0
2021,"352150",70,0,0
2022,"352150",53,0,1
2023,"352150",100,0,1
2012,"352160",76,0,3
2013,"352160",66,0,0
2014,"352160",62,0,0
2015,"352160",70,0,0
2016,"352160",58,0,0
2017,"352160",80,0,0
2018,"352160",66,0,0
2019,"352160",66,0,0
2020,"352160",54,0,0
2021,"352160",58,0,0
2022,"352160",55,0,0
2023,"352160",64,0,0
2012,"352170",226,0,6
2013,"352170",240,0,1
2014,"352170",249,0,1
2015,"352170",268,0,2
2016,"352170",212,0,0
2017,"352170",217,0,2
2018,"352170",214,0,2
2019,"352170",259,0,3
2020,"352170",235,0,1
2021,"352170",223,0,2
2022,"352170",201,0,0
2023,"352170",230,0,1
2012,"352180",365,0,35
2013,"352180",325,0,5
2014,"352180",332,0,3
2015,"352180",294,0,0
2016,"352180",296,0,3
2017,"352180",330,0,2
2018,"352180",335,0,0
2019,"352180",327,0,3
2020,"352180",292,0,11
2021,"352180",278,0,0
2022,"352180",342,0,1
2023,"352180",273,0,0
2012,"352190",162,0,55
2013,"352190",159,0,0
2014,"352190",148,0,1
2015,"352190",145,0,0
2016,"352190",162,0,0
2017,"352190",174,0,1
2018,"352190",167,0,0
2019,"352190",229,0,1
2020,"352190",178,0,3
2021,"352190",195,0,0
2022,"352190",202,0,0
2023,"352190",212,0,2
2012,"352200",40,0,36
2013,"352200",42,0,24
2014,"352200",32,0,1
2015,"352200",41,0,2
2016,"352200",41,0,2
2017,"352200",33,0,1
2018,"352200",40,0,3
2019,"352200",35,0,1
2020,"352200",40,0,1
2021,"352200",44,0,4
2022,"352200",36,0,0
2023,"352200",46,0,1
2012,"352210",1476,0,116
2013,"352210",1442,0,18
2014,"352210",1434,0,18
2015,"352210",1423,0,18
2016,"352210",1338,0,5
2017,"352210",1527,0,3
2018,"352210",1463,1,10
2019,"352210",1340,0,7
2020,"352210",1403,0,5
2021,"352210",1285,0,2
2022,"352210",1328,0,12
2023,"352210",1310,0,9
2012,"352215",37,0,1
2013,"352215",45,0,0
2014,"352215",43,0,0
2015,"352215",46,0,1
2016,"352215",42,0,0
2017,"352215",42,0,0
2018,"352215",46,0,1
2019,"352215",39,0,0
2020,"352215",34,0,0
2021,"352215",46,0,0
2022,"352215",44,0,0
2023,"352215",43,0,0
2012,"352220",2973,0,42
2013,"352220",2929,0,21
2014,"352220",2911,0,21
2015,"352220",2872,0,5
2016,"352220",2680,0,9
2017,"352220",2790,0,11
2018,"352220",2676,0,6
2019,"352220",2554,0,11
2020,"352220",2401,0,14
2021,"352220",2252,0,14
2022,"352220",2076,0,18
2023,"352220",2090,0,8
2012,"352230",2111,0,476
2013,"352230",2156,0,12
2014,"352230",2139,0,14
2015,"352230",2238,0,21
2016,"352230",2076,0,3
2017,"352230",2180,0,1
2018,"352230",2203,0,5
2019,"352230",2100,0,3
2020,"352230",2086,0,11
2021,"352230",1892,0,1
2022,"352230",1954,0,1
2023,"352230",1923,0,2
2012,"352240",1412,0,16
2013,"352240",1427,0,4
2014,"352240",1465,0,2
2015,"352240",1505,0,0
2016,"352240",1436,0,2
2017,"352240",1373,0,1
2018,"352240",1424,0,0
2019,"352240",1463,0,2
2020,"352240",1374,0,2
2021,"352240",1304,0,7
2022,"352240",1252,0,11
2023,"352240",1309,0,1
2012,"352250",3984,0,80
2013,"352250",4112,0,48
2014,"352250",4322,0,25
2015,"352250",4474,0,27
2016,"352250",4087,0,15
2017,"352250",4364,0,23
2018,"352250",4132,0,20
2019,"352250",4001,0,10
2020,"352250",3778,0,15
2021,"352250",3634,0,19
2022,"352250",3551,0,28
2023,"352250",3469,0,35
2012,"352260",814,0,205
2013,"352260",779,0,3
2014,"352260",816,0,1
2015,"352260",865,0,0
2016,"352260",803,0,4
2017,"352260",803,0,3
2018,"352260",851,0,0
2019,"352260",821,0,0
2020,"352260",701,0,2
2021,"352260",709,0,3
2022,"352260",653,0,1
2023,"352260",734,0,2
2012,"352265",52,0,7
2013,"352265",50,0,2
2014,"352265",53,0,1
2015,"352265",66,0,0
2016,"352265",58,0,0
2017,"352265",71,0,1
2018,"352265",59,0,0
2019,"352265",74,0,1
2020,"352265",75,0,0
2021,"352265",57,0,1
2022,"352265",75,0,1
2023,"352265",62,0,0
2012,"352270",525,0,21
2013,"352270",505,0,5
2014,"352270",485,0,4
2015,"352270",452,0,3
2016,"352270",448,0,1
2017,"352270",455,0,0
2018,"352270",483,0,2
2019,"352270",467,0,0
2020,"352270",415,0,0
2021,"352270",409,0,0
2022,"352270",423,0,0
2023,"352270",375,0,0
2012,"352280",221,0,0
2013,"352280",208,0,1
2014,"352280",193,0,3
2015,"352280",197,0,8
2016,"352280",201,0,8
2017,"352280",198,0,0
2018,"352280",167,0,0
2019,"352280",177,0,0
2020,"352280",174,0,0
2021,"352280",151,0,1
2022,"352280",170,0,1
2023,"352280",160,0,0
2012,"352290",157,0,56
2013,"352290",161,0,8
2014,"352290",148,0,5
2015,"352290",172,0,16
2016,"352290",186,0,5
2017,"352290",154,0,2
2018,"352290",154,0,1
2019,"352290",193,0,0
2020,"352290",194,0,2
2021,"352290",218,0,1
2022,"352290",192,0,0
2023,"352290",187,0,0
2012,"352300",66,0,8
2013,"352300",62,0,2
2014,"352300",62,0,0
2015,"352300",71,0,6
2016,"352300",60,0,1
2017,"352300",80,1,4
2018,"352300",57,0,0
2019,"352300",49,0,0
2020,"352300",43,0,0
2021,"352300",33,0,1
2022,"352300",44,0,0
2023,"352300",46,0,2
2012,"352310",5847,0,148
2013,"352310",5740,0,93
2014,"352310",6017,0,38
2015,"352310",6337,0,76
2016,"352310",6100,0,57
2017,"352310",5960,0,49
2018,"352310",6094,0,60
2019,"352310",5867,0,42
2020,"352310",5589,0,31
2021,"352310",5076,0,43
2022,"352310",5164,0,32
2023,"352310",5077,0,50
2012,"352320",711,0,111
2013,"352320",675,0,0
2014,"352320",648,0,0
2015,"352320",662,0,0
2016,"352320",647,0,2
2017,"352320",643,0,0
2018,"352320",668,0,1
2019,"352320",621,0,1
2020,"352320",569,0,2
2021,"352320",563,0,2
2022,"352320",567,0,1
2023,"352320",570,0,0
2012,"352330",178,0,17
2013,"352330",152,0,8
2014,"352330",149,0,3
2015,"352330",152,0,5
2016,"352330",185,0,1
2017,"352330",156,0,1
2018,"352330",211,0,4
2019,"352330",159,0,2
2020,"352330",161,0,3
2021,"352330",161,0,2
2022,"352330",153,0,1
2023,"352330",151,0,1
2012,"352340",1399,0,433
2013,"352340",1504,0,57
2014,"352340",1464,0,8
2015,"352340",1487,0,7
2016,"352340",1355,0,4
2017,"352340",1405,0,2
2018,"352340",1452,0,3
2019,"352340",1418,0,1
2020,"352340",1348,0,9
2021,"352340",1326,0,1
2022,"352340",1340,0,3
2023,"352340",1287,0,6
2012,"352350",321,0,8
2013,"352350",252,0,2
2014,"352350",244,0,3
2015,"352350",285,0,4
2016,"352350",284,0,2
2017,"352350",275,0,4
2018,"352350",245,0,2
2019,"352350",264,0,1
2020,"352350",237,0,1
2021,"352350",255,0,0
2022,"352350",249,0,3
2023,"352350",226,0,2
2012,"352360",171,0,124
2013,"352360",173,0,1
2014,"352360",178,0,1
2015,"352360",147,0,1
2016,"352360",153,0,2
2017,"352360",171,0,8
2018,"352360",178,0,3
2019,"352360",161,0,0
2020,"352360",159,0,1
2021,"352360",162,0,1
2022,"352360",157,0,1
2023,"352360",135,0,3
2012,"352370",67,0,7
2013,"352370",72,0,2
2014,"352370",69,0,6
2015,"352370",68,0,5
2016,"352370",71,0,15
2017,"352370",69,0,3
2018,"352370",67,0,7
2019,"352370",74,0,1
2020,"352370",71,0,0
2021,"352370",87,0,2
2022,"352370",52,0,1
2023,"352370",62,0,0
2012,"352380",83,0,45
2013,"352380",76,0,0
2014,"352380",88,0,5
2015,"352380",86,0,0
2016,"352380",84,0,1
2017,"352380",101,0,0
2018,"352380",85,0,0
2019,"352380",85,0,0
2020,"352380",95,0,0
2021,"352380",81,0,0
2022,"352380",81,0,0
2023,"352380",74,0,1
2012,"352390",2491,0,484
2013,"352390",2370,0,11
2014,"352390",2476,0,23
2015,"352390",2469,0,12
2016,"352390",2290,0,20
2017,"352390",2320,0,10
2018,"352390",2227,0,21
2019,"352390",2248,0,21
2020,"352390",2245,0,23
2021,"352390",2131,0,11
2022,"352390",2096,0,6
2023,"352390",2013,0,12
2012,"352400",836,0,76
2013,"352400",848,0,4
2014,"352400",885,0,0
2015,"352400",903,0,6
2016,"352400",891,0,12
2017,"352400",847,0,0
2018,"352400",864,0,1
2019,"352400",869,0,2
2020,"352400",842,0,6
2021,"352400",846,0,0
2022,"352400",891,0,0
2023,"352400",963,0,0
2012,"352410",483,0,23
2013,"352410",451,0,8
2014,"352410",448,0,15
2015,"352410",493,0,21
2016,"352410",418,0,3
2017,"352410",481,0,34
2018,"352410",453,0,0
2019,"352410",434,0,0
2020,"352410",481,0,1
2021,"352410",386,0,2
2022,"352410",460,0,13
2023,"352410",412,0,14
2012,"352420",81,0,51
2013,"352420",88,0,11
2014,"352420",49,0,5
2015,"352420",67,0,2
2016,"352420",71,0,1
2017,"352420",62,0,0
2018,"352420",68,0,1
2019,"352420",62,0,1
2020,"352420",59,0,0
2021,"352420",57,0,2
2022,"352420",54,0,2
2023,"352420",47,0,0
2012,"352430",879,0,434
2013,"352430",811,0,7
2014,"352430",856,0,5
2015,"352430",881,0,2
2016,"352430",768,0,1
2017,"352430",768,0,0
2018,"352430",785,0,0
2019,"352430",766,0,0
2020,"352430",753,0,0
2021,"352430",728,0,0
2022,"352430",729,0,0
2023,"352430",720,0,0
2012,"352440",3273,0,1163
2013,"352440",3202,0,62
2014,"352440",3391,0,34
2015,"352440",3308,0,39
2016,"352440",3112,0,27
2017,"352440",3076,0,51
2018,"352440",3000,1,16
2019,"352440",2889,0,20
2020,"352440",2774,0,18
2021,"352440",2587,0,27
2022,"352440",2680,0,18
2023,"352440",2642,0,27
2012,"352450",84,0,14
2013,"352450",82,0,5
2014,"352450",73,0,0
2015,"352450",92,0,0
2016,"352450",87,0,1
2017,"352450",95,0,0
2018,"352450",95,0,0
2019,"352450",94,0,0
2020,"352450",105,0,0
2021,"352450",84,0,0
2022,"352450",84,0,0
2023,"352450",90,0,0
2012,"352460",226,0,163
2013,"352460",227,0,4
2014,"352460",256,0,3
2015,"352460",251,0,8
2016,"352460",267,0,2
2017,"352460",262,0,1
2018,"352460",244,0,8
2019,"352460",228,0,1
2020,"352460",238,0,1
2021,"352460",225,0,1
2022,"352460",181,0,2
2023,"352460",193,0,0
2012,"352470",686,0,110
2013,"352470",719,0,3
2014,"352470",684,0,2
2015,"352470",864,0,4
2016,"352470",770,0,5
2017,"352470",800,0,2
2018,"352470",828,0,3
2019,"352470",778,0,3
2020,"352470",707,0,3
2021,"352470",728,0,2
2022,"352470",781,0,4
2023,"352470",717,0,1
2012,"352480",517,0,334
2013,"352480",536,0,24
2014,"352480",536,0,12
2015,"352480",545,0,27
2016,"352480",540,0,2
2017,"352480",516,0,0
2018,"352480",502,0,1
2019,"352480",529,0,0
2020,"352480",530,0,0
2021,"352480",475,0,1
2022,"352480",500,0,0
2023,"352480",497,0,0
2012,"352490",60,0,26
2013,"352490",82,0,16
2014,"352490",69,0,0
2015,"352490",76,0,0
2016,"352490",72,0,0
2017,"352490",67,0,0
2018,"352490",75,0,2
2019,"352490",67,0,0
2020,"352490",65,0,1
2021,"352490",71,0,0
2022,"352490",56,0,0
2023,"352490",73,0,0
2012,"352500",1733,0,120
2013,"352500",1727,0,41
2014,"352500",1847,0,22
2015,"352500",1921,0,16
2016,"352500",1773,1,5
2017,"352500",1800,0,12
2018,"352500",1676,0,6
2019,"352500",1596,0,6
2020,"352500",1483,0,8
2021,"352500",1456,0,12
2022,"352500",1315,0,8
2023,"352500",1287,0,7
2012,"352510",503,0,3
2013,"352510",573,0,4
2014,"352510",488,0,6
2015,"352510",576,0,4
2016,"352510",562,0,8
2017,"352510",620,0,3
2018,"352510",586,0,3
2019,"352510",593,0,6
2020,"352510",546,0,0
2021,"352510",535,0,4
2022,"352510",507,0,1
2023,"352510",475,0,1
2012,"352520",370,0,15
2013,"352520",417,0,12
2014,"352520",467,0,7
2015,"352520",469,0,5
2016,"352520",388,0,0
2017,"352520",474,0,0
2018,"352520",484,0,1
2019,"352520",495,0,1
2020,"352520",414,0,2
2021,"352520",451,0,3
2022,"352520",422,0,6
2023,"352520",466,0,6
2012,"352530",1656,0,452
2013,"352530",1601,0,27
2014,"352530",1729,0,16
2015,"352530",1779,0,33
2016,"352530",1676,0,31
2017,"352530",1630,0,17
2018,"352530",1677,0,11
2019,"352530",1534,0,5
2020,"352530",1495,0,12
2021,"352530",1409,0,7
2022,"352530",1481,0,3
2023,"352530",1504,0,2
2012,"352540",40,0,14
2013,"352540",35,0,2
2014,"352540",31,0,0
2015,"352540",46,0,2
2016,"352540",48,0,0
2017,"352540",36,0,0
2018,"352540",47,0,0
2019,"352540",27,0,0
2020,"352540",43,0,0
2021,"352540",58,0,0
2022,"352540",43,0,0
2023,"352540",44,0,1
2012,"352550",143,0,7
2013,"352550",140,0,8
2014,"352550",131,0,7
2015,"352550",156,0,8
2016,"352550",135,0,2
2017,"352550",138,0,1
2018,"352550",157,0,5
2019,"352550",155,0,3
2020,"352550",152,0,1
2021,"352550",124,0,0
2022,"352550",122,0,0
2023,"352550",140,0,2
2012,"352560",55,0,18
2013,"352560",64,0,3
2014,"352560",56,0,0
2015,"352560",85,0,0
2016,"352560",82,0,0
2017,"352560",62,0,0
2018,"352560",52,0,0
2019,"352560",49,0,0
2020,"352560",54,0,0
2021,"352560",52,0,0
2022,"352560",58,0,0
2023,"352560",41,0,0
2012,"352570",466,0,61
2013,"352570",430,0,5
2014,"352570",433,0,11
2015,"352570",460,0,14
2016,"352570",447,0,3
2017,"352570",469,0,0
2018,"352570",437,0,3
2019,"352570",449,0,0
2020,"352570",424,0,0
2021,"352570",449,0,0
2022,"352570",422,0,3
2023,"352570",424,0,6
2012,"352580",63,0,61
2013,"352580",62,0,0
2014,"352580",66,0,0
2015,"352580",59,0,0
2016,"352580",66,0,1
2017,"352580",58,0,0
2018,"352580",58,0,1
2019,"352580",63,0,0
