"codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
130310,2016,3,0,0,2,1
130310,2017,4,1,0,0,3
130310,2018,11,3,1,2,5
130310,2019,2,0,0,2,0
130310,2020,6,0,2,1,3
130320,2012,4,1,0,0,3
130320,2013,4,1,0,0,3
130320,2014,3,1,1,0,1
130320,2015,3,0,1,1,1
130320,2016,6,2,2,1,1
130320,2018,3,0,1,0,2
130320,2019,2,0,1,0,1
130320,2020,1,0,1,0,0
130330,2012,1,0,0,0,1
130330,2013,3,0,2,1,0
130330,2014,1,0,0,0,1
130330,2015,3,0,0,2,1
130330,2016,5,1,1,0,3
130330,2018,3,0,0,0,3
130330,2019,2,0,0,0,2
130330,2020,4,0,0,1,3
130340,2012,23,7,3,4,9
130340,2013,16,7,2,3,4
130340,2014,12,3,3,2,4
130340,2015,17,5,1,5,6
130340,2016,11,3,2,0,6
130340,2017,11,4,2,4,1
130340,2018,16,8,1,3,4
130340,2019,18,9,4,4,1
130340,2020,17,5,1,3,7
130350,2012,1,0,0,0,1
130350,2013,1,0,0,0,1
130350,2014,11,3,1,0,7
130350,2015,4,0,2,1,1
130350,2016,4,2,1,1,0
130350,2017,2,0,1,1,0
130350,2018,2,1,0,0,1
130350,2019,3,1,1,0,1
130350,2020,2,0,0,0,2
130353,2012,2,1,0,0,1
130353,2013,7,0,0,0,7
130353,2014,3,0,1,1,1
130353,2015,2,1,0,0,1
130353,2016,5,1,0,1,3
130353,2017,4,1,0,0,3
130353,2018,7,1,1,1,4
130353,2019,8,2,2,0,4
130353,2020,11,1,2,2,5
130356,2012,1,1,0,0,0
130356,2013,1,0,1,0,0
130356,2014,3,1,0,0,2
130356,2015,5,1,1,1,1
130356,2016,5,1,1,1,2
130356,2017,3,0,0,1,2
130356,2018,8,2,1,1,4
130356,2019,7,2,2,0,3
130356,2020,6,2,1,1,2
130360,2012,4,0,1,1,1
130360,2013,5,0,1,0,1
130360,2014,1,0,1,0,0
130360,2015,3,0,1,0,2
130360,2016,4,1,1,0,0
130360,2017,1,0,0,0,1
130360,2018,3,0,0,1,2
130360,2019,3,0,1,0,1
130360,2020,3,0,0,1,2
130370,2012,8,1,1,3,3
130370,2013,9,2,1,2,4
130370,2014,5,1,0,3,1
130370,2015,7,2,0,2,3
130370,2016,3,0,1,0,2
130370,2017,4,1,0,1,2
130370,2018,6,0,0,1,5
130370,2019,6,0,1,1,4
130370,2020,7,1,0,2,4
130380,2012,19,1,2,2,5
130380,2013,24,2,3,2,9
130380,2014,10,2,1,2,2
130380,2015,14,3,1,0,8
130380,2016,11,1,1,2,6
130380,2017,16,2,1,2,7
130380,2018,27,2,5,5,9
130380,2019,27,5,3,4,6
130380,2020,25,2,4,3,7
130390,2012,6,1,0,2,3
130390,2013,7,1,0,1,5
130390,2014,3,0,0,0,3
130390,2015,11,2,1,2,6
130390,2016,8,3,2,1,2
130390,2017,9,2,1,2,2
130390,2018,13,4,2,1,5
130390,2019,5,0,1,0,3
130390,2020,14,0,2,2,9
130395,2012,1,0,0,0,1
130395,2014,2,0,0,0,2
130395,2015,1,0,0,0,1
130395,2018,3,0,0,1,2
130395,2019,1,0,0,0,1
130400,2012,1,0,0,0,1
130400,2014,2,1,0,0,1
130400,2015,3,0,0,1,2
130400,2016,1,0,0,0,1
130400,2018,3,0,0,1,1
130400,2019,3,0,0,0,3
130400,2020,1,0,0,0,1
130406,2012,11,1,4,1,4
130406,2013,14,2,2,2,4
130406,2014,10,1,0,3,4
130406,2015,16,2,4,1,7
130406,2016,8,2,1,1,1
130406,2017,18,4,1,4,6
130406,2018,16,7,1,0,7
130406,2019,18,3,4,2,7
130406,2020,13,3,2,4,4
130410,2012,6,0,0,2,3
130410,2013,3,0,1,0,2
130410,2014,1,1,0,0,0
130410,2015,9,0,1,2,4
130410,2016,9,1,1,2,3
130410,2017,2,0,0,1,1
130410,2018,7,1,1,1,3
130410,2019,6,0,1,1,4
130410,2020,4,1,0,0,2
130420,2012,17,5,1,3,7
130420,2013,14,3,2,2,5
130420,2014,17,4,2,4,7
130420,2015,13,4,2,2,5
130420,2016,15,2,3,2,6
130420,2017,14,6,2,1,5
130420,2018,11,2,1,4,4
130420,2019,17,5,5,3,4
130420,2020,24,7,4,1,10
130423,2014,5,0,0,1,4
130423,2015,3,1,0,0,1
130423,2016,5,1,1,0,2
130423,2017,1,0,0,0,1
130423,2018,4,0,0,1,2
130423,2019,4,0,2,0,2
130423,2020,1,0,0,0,1
130426,2012,3,0,0,0,2
130426,2013,1,1,0,0,0
130426,2014,3,0,0,0,3
130426,2015,3,1,0,1,1
130426,2016,4,0,0,2,2
130426,2017,5,0,1,2,2
130426,2018,3,0,0,2,1
130426,2019,9,2,0,2,5
130426,2020,3,0,0,2,1
130430,2012,3,0,1,1,1
130430,2013,4,1,0,0,3
130430,2014,5,1,0,2,2
130430,2015,5,2,1,1,1
130430,2016,4,2,1,1,0
130430,2017,1,1,0,0,0
130430,2018,1,0,1,0,0
130430,2019,7,1,1,0,5
130430,2020,1,0,0,0,1
130440,2012,1,0,0,1,0
130440,2013,2,0,1,0,1
130440,2014,2,0,0,1,1
130440,2015,1,0,0,1,0
130440,2016,3,0,0,0,3
130440,2017,5,0,0,1,4
130440,2018,5,2,1,0,2
130440,2019,4,0,0,3,1
130440,2020,5,2,1,0,2
140002,2012,3,0,0,0,3
140002,2013,1,0,0,0,1
140002,2014,1,0,1,0,0
140002,2015,1,0,0,0,0
140002,2016,2,0,0,0,0
140002,2017,7,1,0,0,3
140002,2018,7,0,1,1,2
140002,2019,4,3,0,0,0
140002,2020,6,2,1,1,0
140005,2012,7,0,0,0,1
140005,2013,8,0,1,0,1
140005,2014,4,0,1,1,0
140005,2015,2,0,0,0,0
140005,2016,3,0,0,0,1
140005,2018,4,1,0,0,2
140005,2019,7,3,1,0,2
140005,2020,4,1,1,1,1
140010,2012,52,18,10,6,16
140010,2013,48,12,8,7,18
140010,2014,37,9,6,5,17
140010,2015,39,10,4,5,19
140010,2016,42,10,14,2,16
140010,2017,49,12,7,6,24
140010,2018,63,18,11,13,20
140010,2019,48,12,7,10,19
140010,2020,60,14,8,9,29
140015,2012,4,2,0,0,2
140015,2013,2,0,0,0,2
140015,2014,3,0,1,0,1
140015,2015,5,1,1,1,2
140015,2016,4,2,0,0,2
140015,2017,8,3,0,2,3
140015,2018,2,1,0,0,1
140015,2019,6,1,1,1,2
140015,2020,5,0,1,0,4
140017,2012,5,0,0,1,4
140017,2013,4,2,1,1,0
140017,2014,2,0,1,1,0
140017,2015,5,1,2,0,2
140017,2016,2,1,0,0,1
140017,2017,2,0,0,1,1
140017,2018,1,0,0,1,0
140017,2019,6,2,3,1,0
140017,2020,1,0,0,0,1
140020,2012,3,1,0,1,0
140020,2013,8,1,0,2,2
140020,2014,6,1,0,1,2
140020,2015,7,1,1,0,3
140020,2016,6,4,0,1,0
140020,2018,6,1,1,1,2
140020,2019,4,0,1,2,1
140020,2020,5,1,0,1,3
140023,2012,1,0,1,0,0
140023,2013,1,0,0,0,1
140023,2014,2,1,0,1,0
140023,2015,1,0,0,0,1
140023,2016,1,0,0,0,1
140023,2017,2,0,0,0,2
140023,2018,1,1,0,0,0
140023,2019,2,0,0,1,1
140023,2020,2,1,1,0,0
140028,2013,3,0,0,0,1
140028,2014,3,1,0,0,0
140028,2015,1,0,1,0,0
140028,2016,2,1,1,0,0
140028,2017,2,0,0,0,2
140028,2018,1,0,0,0,1
140028,2020,2,1,0,0,1
140030,2012,2,0,0,0,2
140030,2013,3,0,0,0,3
140030,2016,3,0,0,0,3
140030,2017,2,0,0,0,1
140030,2018,3,1,2,0,0
140030,2019,8,2,2,1,2
140030,2020,1,0,0,0,1
140040,2012,1,0,0,0,1
140040,2013,1,0,0,0,0
140040,2014,5,1,0,2,1
140040,2015,6,0,1,0,5
140040,2016,7,0,0,1,4
140040,2017,5,0,0,0,1
140040,2018,2,0,1,0,1
140040,2019,13,3,2,2,6
140040,2020,5,2,0,0,3
140045,2012,7,2,0,1,4
140045,2013,4,0,0,0,3
140045,2014,4,0,1,0,2
140045,2015,4,0,3,0,1
140045,2017,6,1,1,1,3
140045,2018,3,2,0,0,1
140045,2019,10,1,3,3,2
140045,2020,6,1,1,2,2
140047,2012,3,1,0,0,2
140047,2013,1,0,0,0,1
140047,2014,5,1,1,2,1
140047,2015,3,1,0,2,0
140047,2016,4,0,1,1,2
140047,2017,6,1,3,0,2
140047,2018,6,2,2,0,2
140047,2019,5,3,0,0,2
140047,2020,4,2,0,0,2
140050,2017,1,0,0,0,1
140050,2018,1,0,0,0,1
140050,2019,1,1,0,0,0
140050,2020,2,1,0,0,1
140060,2013,2,0,0,0,2
140060,2016,1,1,0,0,0
140060,2017,1,1,0,0,0
140060,2018,1,1,0,0,0
140060,2019,1,0,0,1,0
140060,2020,1,0,0,0,1
140070,2012,4,0,1,2,1
140070,2013,7,3,2,1,1
140070,2014,4,3,0,0,1
140070,2015,2,0,0,1,0
140070,2016,4,0,0,1,3
140070,2017,6,0,1,2,2
140070,2018,2,2,0,0,0
140070,2019,3,0,2,1,0
140070,2020,9,2,1,1,5
150010,2012,18,5,3,3,7
150010,2013,19,5,3,5,6
150010,2014,15,3,5,2,5
150010,2015,11,4,1,3,2
150010,2016,12,3,3,2,4
150010,2017,12,2,1,3,6
150010,2018,19,8,5,2,3
150010,2019,25,7,5,6,4
150010,2020,19,6,2,0,11
150013,2012,1,1,0,0,0
150013,2014,2,0,0,1,1
150013,2015,1,0,0,0,1
150013,2016,1,0,0,0,1
150013,2017,1,1,0,0,0
150013,2018,4,0,1,1,2
150013,2020,5,3,0,1,1
150020,2012,7,1,0,1,5
150020,2013,11,4,1,2,4
150020,2014,9,1,1,2,4
150020,2015,11,0,1,1,9
150020,2016,8,1,0,0,6
150020,2017,15,1,2,3,9
150020,2018,8,3,1,0,4
150020,2019,14,6,0,1,7
150020,2020,10,4,0,3,2
150030,2012,7,3,1,2,1
150030,2013,12,4,2,2,4
150030,2014,6,1,0,0,5
150030,2015,10,1,0,3,6
150030,2016,8,1,0,1,5
150030,2017,10,1,5,1,3
150030,2018,6,2,1,0,3
150030,2019,11,2,2,0,6
150030,2020,16,4,2,1,9
150034,2012,1,0,0,1,0
150034,2014,3,0,0,0,3
150034,2016,1,0,0,0,0
150034,2017,4,0,0,2,2
150034,2018,2,1,0,1,0
150034,2019,6,2,1,1,2
150034,2020,2,0,0,2,0
150040,2012,14,5,2,2,5
150040,2013,18,4,2,2,10
150040,2014,11,3,0,1,7
150040,2015,8,2,2,1,3
150040,2016,14,2,1,3,8
150040,2017,16,5,3,2,6
150040,2018,21,5,3,5,7
150040,2019,16,5,3,3,5
150040,2020,11,3,1,2,5
150050,2012,7,3,0,3,1
150050,2013,6,2,0,2,1
150050,2014,7,0,1,1,5
150050,2015,3,1,0,1,0
150050,2016,5,1,0,1,1
150050,2017,6,1,3,0,2
150050,2018,11,1,1,2,7
150050,2019,13,4,4,2,3
150050,2020,8,2,1,2,3
150060,2012,14,1,2,3,7
150060,2013,23,4,7,1,10
150060,2014,21,3,2,7,5
150060,2015,27,8,1,5,11
150060,2016,25,11,1,6,7
150060,2017,19,5,4,3,7
150060,2018,15,3,5,1,5
150060,2019,15,5,1,3,6
150060,2020,21,10,1,2,8
150070,2012,5,0,2,0,3
150070,2013,13,5,1,0,6
150070,2014,6,1,0,0,4
150070,2015,8,1,0,0,7
150070,2016,5,0,1,0,4
150070,2017,16,1,2,1,12
150070,2018,10,1,1,3,5
150070,2019,11,1,0,0,10
150070,2020,1,0,0,0,1
150080,2012,56,17,14,9,16
150080,2013,64,17,11,12,20
150080,2014,66,23,9,8,24
150080,2015,68,16,11,11,24
150080,2016,65,13,13,11,26
150080,2017,74,18,20,14,21
150080,2018,68,23,8,15,21
150080,2019,57,20,8,10,17
150080,2020,52,19,8,9,15
150085,2012,7,2,0,0,4
150085,2013,2,0,0,1,1
150085,2014,3,0,1,1,1
150085,2015,5,1,0,1,2
150085,2016,3,0,0,0,3
150085,2017,6,1,0,3,2
150085,2018,3,1,1,0,1
150085,2019,5,1,1,1,2
150085,2020,6,1,3,0,1
150090,2012,20,4,3,5,8
150090,2013,7,2,1,0,4
150090,2014,15,6,2,1,6
150090,2015,7,3,1,1,2
150090,2016,6,2,0,0,4
150090,2017,8,1,2,0,5
150090,2018,8,1,3,0,3
150090,2019,8,0,1,4,3
150090,2020,7,1,0,2,3
150095,2012,6,2,0,0,4
150095,2013,5,1,0,1,2
150095,2014,4,0,1,2,1
150095,2016,4,1,2,1,0
150095,2017,2,0,1,0,1
150095,2018,4,1,0,0,3
150095,2019,5,2,0,1,2
150095,2020,7,1,1,0,5
150100,2012,1,0,1,0,0
150100,2013,2,0,1,0,1
150100,2014,3,0,0,1,2
150100,2015,1,0,0,0,1
150100,2016,3,0,0,0,3
150100,2018,4,0,1,0,2
150100,2019,1,0,0,0,1
150100,2020,1,0,0,0,1
150110,2012,8,0,2,2,3
150110,2013,3,0,0,0,3
150110,2014,4,2,0,0,2
150110,2015,7,0,1,1,3
150110,2016,3,2,0,1,0
150110,2017,9,2,1,3,2
150110,2018,7,1,0,0,6
150110,2019,4,1,1,0,1
150110,2020,9,2,2,2,2
150120,2012,8,1,1,2,4
150120,2013,6,2,1,3,0
150120,2014,7,1,0,1,5
150120,2015,5,1,1,0,3
150120,2016,5,0,0,2,3
150120,2017,6,3,0,0,3
150120,2018,7,2,0,2,3
150120,2019,6,1,0,0,4
150120,2020,8,1,0,2,5
150125,2014,1,0,0,1,0
150125,2018,1,1,0,0,0
150130,2012,12,5,4,1,2
150130,2013,14,5,3,1,4
150130,2014,14,3,4,3,4
150130,2015,12,5,4,1,2
150130,2016,17,5,1,4,6
150130,2017,14,4,2,3,5
150130,2018,15,6,3,1,4
150130,2019,14,4,4,2,4
150130,2020,21,6,5,2,8
150140,2012,191,58,45,33,50
150140,2013,167,51,25,30,54
150140,2014,176,64,27,28,51
150140,2015,169,49,37,33,42
150140,2016,166,57,43,26,38
150140,2017,155,50,25,26,51
150140,2018,147,46,24,22,54
150140,2019,153,48,36,23,43
150140,2020,194,48,38,35,72
150145,2012,4,1,1,1,1
150145,2013,4,0,1,1,2
150145,2014,4,3,0,1,0
150145,2015,6,2,0,1,3
150145,2016,3,1,0,0,2
150145,2017,2,0,0,1,1
150145,2018,7,0,1,1,5
150145,2019,2,0,0,1,0
150145,2020,3,1,0,0,1
150150,2012,7,3,0,2,2
150150,2013,9,3,3,2,1
150150,2014,7,3,0,4,0
150150,2015,8,3,0,2,2
150150,2016,7,3,1,1,2
150150,2017,7,1,2,2,2
150150,2018,8,4,3,0,1
150150,2019,8,2,0,3,3
150150,2020,15,5,2,3,4
150157,2012,4,1,1,1,0
150157,2013,3,0,1,0,1
150157,2015,5,1,1,1,1
150157,2016,1,0,0,0,1
150157,2017,4,3,0,1,0
150157,2018,1,0,0,0,1
150157,2019,4,2,0,0,2
150157,2020,2,0,2,0,0
150160,2012,3,0,0,0,2
150160,2013,4,2,1,0,1
150160,2015,1,1,0,0,0
150160,2016,2,0,1,0,1
150160,2017,2,0,0,1,1
150160,2018,2,0,1,1,0
150160,2019,1,0,0,0,1
150160,2020,2,0,0,0,2
150170,2012,26,6,3,4,13
150170,2013,23,3,4,1,14
150170,2014,18,5,4,3,6
150170,2015,25,5,3,3,13
150170,2016,15,7,4,2,2
150170,2017,30,2,9,2,17
150170,2018,24,4,5,4,9
150170,2019,12,2,1,1,8
150170,2020,16,1,4,1,10
150172,2012,4,0,0,0,4
150172,2013,3,1,1,1,0
150172,2014,1,0,0,1,0
150172,2015,1,1,0,0,0
150172,2016,2,0,0,2,0
150172,2017,5,0,0,0,4
150172,2018,3,2,0,1,0
150172,2019,1,0,1,0,0
150172,2020,3,0,0,1,2
150175,2012,1,1,0,0,0
150175,2013,2,0,0,1,1
150175,2016,1,0,0,0,1
150175,2017,1,0,0,0,1
150175,2018,1,0,1,0,0
150175,2019,1,0,0,0,1
150175,2020,1,0,0,0,1
150178,2012,4,2,0,0,2
150178,2013,10,3,1,0,6
150178,2014,9,1,1,3,4
150178,2015,5,1,1,1,2
150178,2016,11,2,4,0,5
150178,2017,13,2,2,1,8
150178,2018,6,3,0,0,3
150178,2019,8,0,2,4,2
150178,2020,7,1,1,1,4
150180,2012,28,6,5,1,13
150180,2013,30,7,3,3,16
150180,2014,33,9,5,6,12
150180,2015,30,2,3,6,15
150180,2016,29,5,2,7,13
150180,2017,30,5,3,4,18
150180,2018,22,4,0,2,16
150180,2019,40,7,4,4,25
150180,2020,35,5,4,3,20
150190,2012,3,0,0,0,3
150190,2013,6,4,0,0,2
150190,2014,6,1,0,1,4
150190,2015,7,1,2,1,3
150190,2016,3,1,0,0,2
150190,2017,8,1,0,2,5
150190,2018,5,1,0,1,3
150190,2019,2,0,0,1,0
150190,2020,4,0,0,1,3
150195,2012,4,0,0,0,3
150195,2013,3,0,1,0,2
150195,2014,6,1,0,1,2
150195,2015,2,0,1,0,1
150195,2016,3,0,0,1,2
150195,2017,1,0,0,0,1
150195,2018,3,1,0,1,1
150195,2019,5,0,0,3,0
150195,2020,7,1,3,1,2
150200,2012,2,0,1,0,1
150200,2013,3,1,0,0,2
150200,2014,3,1,1,0,1
150200,2015,5,1,1,0,2
150200,2016,1,0,1,0,0
150200,2017,6,2,1,1,2
150200,2018,5,0,1,0,4
150200,2019,2,1,0,0,1
150200,2020,1,0,0,0,1
150210,2012,27,4,4,3,15
150210,2013,28,6,3,6,12
150210,2014,32,6,5,5,15
150210,2015,27,2,5,7,13
150210,2016,28,7,4,7,10
150210,2017,23,4,5,7,7
150210,2018,26,1,7,3,15
150210,2019,23,4,4,7,8
150210,2020,28,9,6,3,10
150215,2012,8,4,2,0,2
150215,2013,10,0,2,4,4
150215,2014,9,1,1,0,5
150215,2015,6,0,3,1,2
150215,2016,10,2,1,1,5
150215,2017,11,3,3,3,2
150215,2018,5,1,0,0,3
150215,2019,8,4,0,3,1
150215,2020,7,3,1,0,3
150220,2012,11,3,3,1,2
150220,2013,9,2,1,1,5
150220,2014,3,1,0,0,1
150220,2015,6,1,0,0,5
150220,2016,6,0,2,1,3
150220,2017,6,1,2,0,3
150220,2018,15,4,3,1,7
150220,2019,8,1,1,0,5
150220,2020,6,3,0,1,2
150230,2012,5,0,0,1,4
150230,2013,6,1,1,2,2
150230,2014,10,2,0,2,6
150230,2015,9,2,0,2,5
150230,2016,5,0,1,0,4
150230,2017,9,3,0,0,6
150230,2018,7,0,3,0,4
150230,2019,6,1,1,0,4
150230,2020,11,0,1,3,7
150240,2012,26,5,10,2,9
150240,2013,23,11,2,3,7
150240,2014,23,7,3,3,7
150240,2015,22,6,2,6,8
150240,2016,24,8,4,2,10
150240,2017,28,8,4,6,9
150240,2018,20,9,1,2,8
150240,2019,19,8,3,2,6
150240,2020,29,9,4,5,11
150250,2012,3,0,0,1,2
150250,2013,1,0,0,0,1
150250,2014,3,1,0,0,2
150250,2015,6,0,0,2,3
150250,2016,3,1,0,0,2
150250,2017,1,0,0,0,0
150250,2018,3,0,1,1,1
150250,2019,1,0,0,1,0
150250,2020,4,0,0,1,3
150260,2013,5,3,0,0,2
150260,2014,1,1,0,0,0
150260,2015,1,1,0,0,0
150260,2016,1,0,0,1,0
150260,2017,2,0,0,0,1
150260,2018,2,1,0,0,1
150260,2019,2,1,0,0,1
150260,2020,1,0,0,1,0
150270,2012,10,1,3,0,6
150270,2013,7,1,1,1,4
150270,2014,8,0,3,1,3
150270,2015,6,1,0,1,4
150270,2016,3,2,0,0,1
150270,2017,3,1,1,1,0
150270,2018,2,0,0,0,1
150270,2019,4,2,0,0,1
150270,2020,5,2,1,0,1
150275,2012,9,1,0,1,7
150275,2013,10,2,1,0,6
150275,2014,5,1,1,0,3
150275,2015,8,3,2,0,3
150275,2016,3,1,1,0,1
150275,2017,7,2,0,0,5
150275,2018,3,1,0,0,2
150275,2019,4,0,2,0,2
150275,2020,2,1,0,0,1
150276,2012,1,0,0,0,1
150276,2014,4,0,0,0,4
150276,2015,5,1,0,1,2
150276,2016,3,1,0,2,0
150276,2017,1,0,0,0,1
150276,2019,2,1,0,1,0
150277,2012,8,1,1,0,6
150277,2013,4,0,2,0,2
150277,2014,4,2,0,1,1
150277,2015,3,2,0,0,1
150277,2016,5,1,0,1,3
150277,2017,4,0,0,1,3
150277,2018,4,0,1,0,2
150277,2019,4,1,0,1,1
150277,2020,3,1,0,1,1
150280,2012,9,1,1,1,5
150280,2013,6,1,0,0,4
150280,2014,8,2,1,4,1
150280,2015,8,3,1,1,3
150280,2016,7,0,0,3,3
150280,2017,6,3,1,0,2
150280,2018,6,0,0,3,3
150280,2019,10,2,0,4,3
150280,2020,11,0,1,2,8
150285,2012,4,1,1,0,2
150285,2013,3,1,1,1,0
150285,2014,3,1,0,1,1
150285,2015,1,1,0,0,0
150285,2016,1,0,0,0,1
150285,2017,2,1,0,0,1
150285,2018,5,1,1,0,2
150285,2019,4,1,2,0,1
150285,2020,2,0,0,2,0
150290,2012,4,0,2,1,1
150290,2013,6,4,0,2,0
150290,2014,7,2,2,0,3
150290,2015,7,2,0,3,2
150290,2016,6,2,2,1,1
150290,2017,4,3,0,0,1
150290,2018,3,1,1,1,0
150290,2019,9,3,0,0,5
150290,2020,3,0,0,0,3
150293,2012,4,3,0,0,1
150293,2013,1,1,0,0,0
150293,2014,4,1,1,0,2
150293,2015,10,2,1,2,5
150293,2016,7,2,2,0,3
150293,2017,8,1,1,1,5
150293,2018,4,1,0,1,2
150293,2019,10,3,0,0,6
150293,2020,6,1,0,1,3
150295,2012,12,2,0,1,6
150295,2013,2,0,0,1,0
150295,2014,4,0,1,1,2
150295,2015,2,0,1,0,1
150295,2016,5,1,0,1,3
150295,2017,6,1,2,1,2
150295,2018,5,0,0,1,3
150295,2019,8,3,1,1,3
150295,2020,2,0,0,0,2
150300,2012,1,0,0,0,1
150300,2016,1,0,0,0,0
150300,2017,2,0,0,1,0
150300,2018,3,0,1,2,0
150300,2019,1,0,0,0,1
150300,2020,2,0,2,0,0
150304,2012,6,2,0,1,3
150304,2013,5,1,2,1,1
150304,2014,4,2,0,0,2
150304,2015,5,0,2,1,2
150304,2016,2,1,0,0,1
150304,2017,1,0,0,1,0
150304,2018,1,1,0,0,0
150307,2012,8,2,0,0,6
150307,2013,1,1,0,0,0
150307,2014,5,1,1,1,2
150307,2015,3,0,1,1,1
150307,2016,4,0,1,0,3
150307,2017,3,0,1,0,2
150307,2018,9,1,1,2,2
150307,2019,6,0,0,3,3
150307,2020,6,2,1,1,2
150309,2012,5,2,0,0,3
150309,2013,5,0,2,2,1
150309,2014,6,3,1,0,2
150309,2015,5,1,0,0,4
150309,2016,5,1,1,1,2
150309,2017,3,2,0,0,1
150309,2018,5,1,1,2,1
150309,2019,4,1,1,1,1
150309,2020,5,1,3,0,1
150310,2012,8,1,2,2,3
150310,2013,6,2,0,2,2
150310,2014,5,0,1,2,2
150310,2015,7,1,0,1,4
150310,2016,8,1,2,0,5
150310,2017,5,1,0,1,3
150310,2018,11,2,2,2,4
150310,2019,3,0,0,0,3
150310,2020,9,1,1,1,6
150320,2012,9,4,1,2,2
150320,2013,6,1,0,1,4
150320,2014,2,0,1,0,1
150320,2015,1,0,0,0,1
150320,2016,9,1,2,4,1
150320,2017,3,1,0,0,2
150320,2018,10,3,2,1,3
150320,2019,1,0,0,0,1
150320,2020,6,1,0,1,4
150330,2012,10,4,1,1,4
150330,2013,15,7,3,1,4
150330,2014,8,3,2,0,2
150330,2015,12,2,1,2,7
150330,2016,10,4,0,3,3
150330,2017,10,1,1,3,5
150330,2018,13,2,2,4,4
150330,2019,7,1,0,2,4
150330,2020,12,8,2,1,1
150340,2013,1,0,0,0,1
150340,2014,5,3,0,0,2
150340,2015,2,1,0,0,1
150340,2016,4,2,2,0,0
150340,2017,2,2,0,0,0
150340,2018,1,0,1,0,0
150340,2019,1,0,0,0,1
150345,2012,7,4,1,1,1
150345,2013,4,3,0,0,1
150345,2014,1,0,0,1,0
150345,2015,4,1,0,1,2
150345,2016,5,1,1,0,3
150345,2017,3,1,0,0,2
150345,2018,6,1,0,4,1
150345,2019,8,0,2,3,3
150345,2020,3,0,0,0,2
150350,2012,6,2,0,2,2
150350,2013,2,1,0,0,1
150350,2014,1,0,1,0,0
150350,2015,6,3,0,1,2
150350,2016,3,1,0,0,2
150350,2017,3,1,0,0,2
150350,2018,3,1,0,2,0
150350,2019,4,0,2,0,2
150350,2020,5,2,1,0,2
150360,2012,26,8,4,5,9
150360,2013,10,4,0,2,3
150360,2014,12,5,1,3,3
150360,2015,13,5,4,1,2
150360,2016,19,5,3,6,5
150360,2017,23,7,2,5,9
150360,2018,23,8,1,2,11
150360,2019,15,5,2,2,6
150360,2020,30,8,7,6,8
150370,2012,11,2,3,1,5
150370,2013,7,1,1,4,1
150370,2014,13,3,1,1,8
150370,2015,10,2,2,0,6
150370,2016,8,2,1,0,5
150370,2017,12,5,2,0,5
150370,2018,10,3,1,1,5
150370,2019,9,2,2,1,4
150370,2020,3,0,0,2,1
150375,2012,7,1,0,2,4
150375,2013,11,2,0,4,5
150375,2014,3,0,0,0,3
150375,2015,10,3,0,4,3
150375,2016,6,2,0,0,4
150375,2017,8,0,1,2,5
150375,2018,10,0,2,2,6
150375,2019,10,2,0,1,6
150375,2020,10,1,0,1,6
150380,2012,9,1,2,2,2
150380,2013,10,2,1,1,5
150380,2014,8,1,2,1,4
150380,2015,6,2,1,0,3
150380,2016,2,1,0,0,0
150380,2017,6,4,1,0,1
150380,2018,7,3,1,2,1
150380,2019,8,3,1,0,4
150380,2020,3,0,0,1,2
150390,2012,11,5,2,0,4
150390,2013,14,5,1,4,4
150390,2014,8,4,0,1,2
150390,2015,12,5,2,1,4
150390,2016,13,3,2,0,3
150390,2017,11,1,2,0,8
150390,2018,16,2,3,2,8
150390,2019,10,5,2,1,1
150390,2020,13,1,4,2,5
150400,2012,5,0,0,1,4
150400,2013,8,1,2,2,3
150400,2014,5,2,0,1,2
150400,2015,9,1,3,0,4
150400,2016,3,0,1,1,0
150400,2017,2,1,1,0,0
150400,2018,7,3,0,2,2
150400,2019,5,3,0,0,2
150400,2020,4,0,2,0,2
150405,2012,3,2,0,0,1
150405,2013,9,2,4,1,2
150405,2014,5,1,0,0,4
150405,2015,4,0,1,1,2
150405,2016,11,3,1,3,3
150405,2017,5,1,1,1,2
150405,2018,6,2,2,0,2
150405,2019,5,2,1,0,2
150405,2020,9,4,1,0,4
150410,2012,2,0,0,0,2
150410,2013,1,0,0,1,0
150410,2014,2,1,0,0,0
150410,2015,1,0,0,0,1
150410,2017,1,0,0,0,1
150410,2020,1,0,0,1,0
150420,2012,63,16,11,13,21
150420,2013,39,13,9,4,11
150420,2014,46,11,12,5,17
150420,2015,43,13,5,3,22
150420,2016,25,7,5,4,7
150420,2017,39,11,3,10,14
150420,2018,41,8,2,9,21
150420,2019,27,13,3,5,6
150420,2020,31,9,5,7,9
150430,2012,6,2,1,2,1
150430,2013,3,0,0,0,3
150430,2014,4,0,1,2,1
150430,2015,2,1,0,0,1
150430,2016,4,0,0,2,2
150430,2017,4,1,1,0,2
150430,2018,2,1,0,1,0
150430,2019,6,0,2,2,1
150430,2020,2,1,0,0,1
150440,2012,7,4,0,1,2
150440,2013,5,2,0,0,3
150440,2014,4,0,0,2,2
150440,2015,3,0,1,1,1
150440,2016,2,1,0,1,0
150440,2017,2,0,0,1,1
150440,2018,5,1,0,3,1
150440,2019,7,2,0,1,4
150440,2020,6,2,1,1,2
150442,2012,15,8,1,1,5
150442,2013,15,2,3,3,6
