"codmunres","ano","total_de_nascidos_vivos","nvm_menor_que_20","mulheres_com_mais_de_tres_partos_anteriores","pop_feminina_10_a_19","pop_fem_10_49","beneficiarias_10_a_49","abortos_ans_30_a_39","abortos_ans_menor_30","abortos_ans_40_a_49","abortos_sus_30_a_39","abortos_sus_menor_30","abortos_sus_40_a_49","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
"412220",2020,579,121,23,2420,10201,1460,1,0,0,8,6,0,1459,8742,83,496
"412220",2021,542,102,21,2379,10161,1545,0,0,0,6,13,0,1544,8617,82,460
"412220",2022,506,75,17,NA,NA,NA,1,1,0,7,11,6,NA,NA,NA,NA
"412230",2012,381,71,26,2730,10070,1214,0,0,0,0,0,0,1218,8852,46,335
"412230",2013,345,61,15,2674,10053,1262,0,0,0,0,0,0,1267,8786,43,302
"412230",2014,333,70,19,2615,10031,1316,0,0,0,0,0,0,1314,8717,44,289
"412230",2015,404,58,18,2556,10004,1270,0,0,0,7,5,2,1271,8733,51,353
"412230",2016,366,66,18,2499,10000,1236,0,0,0,1,7,1,1240,8760,45,321
"412230",2017,406,61,15,2436,9987,1236,2,0,0,8,3,1,1238,8749,50,356
"412230",2018,376,60,11,2373,9969,1182,0,1,2,1,8,1,1186,8783,45,331
"412230",2019,385,44,5,2317,9951,1204,1,0,1,3,8,0,1204,8747,47,338
"412230",2020,336,40,11,2269,9934,1190,3,0,0,0,2,3,1192,8742,40,296
"412230",2021,345,41,14,2244,9895,1202,0,0,0,4,3,0,1197,8698,42,303
"412230",2022,329,30,19,NA,NA,NA,1,0,0,0,2,1,NA,NA,NA,NA
"412240",2012,843,132,18,4620,19118,3743,0,0,0,0,0,0,3747,15371,165,678
"412240",2013,883,156,28,4582,19241,4156,0,0,0,0,0,0,4156,15085,191,692
"412240",2014,897,151,23,4536,19345,4168,0,0,0,0,0,0,4159,15186,193,704
"412240",2015,911,133,32,4495,19446,4144,1,0,1,1,3,0,4142,15304,194,717
"412240",2016,883,128,28,4478,19536,3968,1,1,2,7,12,1,3966,15570,179,704
"412240",2017,967,137,34,4451,19594,3902,3,0,1,0,1,0,3899,15695,192,775
"412240",2018,1072,132,20,4425,19641,3908,0,2,1,2,2,0,3909,15732,213,859
"412240",2019,923,104,20,4410,19694,3794,8,4,1,6,6,2,3801,15893,178,745
"412240",2020,981,118,26,4410,19742,3818,4,2,1,1,3,0,3810,15932,189,792
"412240",2021,830,92,22,4384,19803,4025,3,0,0,1,0,0,4020,15783,168,662
"412240",2022,942,103,32,NA,NA,NA,5,1,2,4,4,1,NA,NA,NA,NA
"412250",2012,152,29,4,907,3421,170,0,0,0,0,0,0,171,3250,8,144
"412250",2013,164,40,7,859,3339,198,0,0,0,0,0,0,197,3142,10,154
"412250",2014,142,32,3,809,3252,207,0,0,0,0,0,0,208,3044,9,133
"412250",2015,142,31,1,759,3160,174,0,0,0,1,3,0,174,2986,8,134
"412250",2016,162,36,0,721,3068,172,0,0,0,0,0,0,172,2896,9,153
"412250",2017,164,34,2,683,2968,184,0,0,0,0,2,0,184,2784,10,154
"412250",2018,140,34,4,644,2868,196,0,0,0,1,1,0,195,2673,10,130
"412250",2019,148,23,2,607,2776,206,0,0,0,1,2,0,205,2571,11,137
"412250",2020,165,23,1,572,2687,210,0,0,0,0,0,0,210,2477,13,152
"412250",2021,149,19,1,540,2598,218,1,0,0,0,2,0,218,2380,13,136
"412250",2022,159,23,5,NA,NA,NA,2,0,0,1,0,0,NA,NA,NA,NA
"412260",2012,113,29,5,746,2867,744,0,0,0,0,0,0,745,2122,29,84
"412260",2013,131,33,5,725,2860,786,0,0,0,0,0,0,787,2073,36,95
"412260",2014,146,26,5,702,2856,820,0,0,0,0,0,0,820,2036,42,104
"412260",2015,124,24,2,680,2848,722,1,1,0,0,0,0,723,2125,31,93
"412260",2016,117,14,4,663,2825,607,1,0,0,4,3,1,607,2218,25,92
"412260",2017,135,21,5,645,2800,566,0,0,0,0,2,1,566,2234,27,108
"412260",2018,111,22,4,626,2772,558,0,1,0,0,1,1,557,2215,22,89
"412260",2019,107,18,6,609,2745,511,0,1,0,0,0,0,511,2234,20,87
"412260",2020,115,20,4,595,2718,434,0,0,0,0,0,0,435,2283,18,97
"412260",2021,113,11,7,583,2707,437,0,0,0,0,1,0,436,2271,18,95
"412260",2022,131,19,7,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
"412265",2012,83,21,3,469,1614,34,0,0,0,0,0,0,34,1580,2,81
"412265",2013,65,12,5,443,1576,36,0,0,0,0,0,0,36,1540,1,64
"412265",2014,69,15,5,394,1513,37,0,0,0,0,0,0,36,1477,2,67
"412265",2015,70,11,0,358,1463,38,0,0,0,0,0,0,38,1425,2,68
"412265",2016,60,10,3,336,1417,40,0,0,0,0,0,0,40,1377,2,58
"412265",2017,82,13,5,312,1365,43,0,0,0,0,0,0,44,1321,3,79
"412265",2018,80,9,1,290,1321,48,0,0,0,0,0,0,48,1273,3,77
"412265",2019,66,13,0,267,1266,47,0,0,0,1,0,0,47,1219,2,64
"412265",2020,69,10,0,246,1225,50,0,0,0,0,0,0,50,1175,3,66
"412265",2021,54,10,2,235,1180,46,0,0,0,0,0,0,46,1134,2,52
"412265",2022,58,12,0,NA,NA,NA,0,0,0,0,2,0,NA,NA,NA,NA
"412270",2012,77,15,3,525,1997,120,0,0,0,0,0,0,120,1877,5,72
"412270",2013,79,18,3,505,2001,127,0,0,0,0,0,0,126,1875,5,74
"412270",2014,93,17,2,487,2003,119,0,0,0,0,0,0,118,1885,5,88
"412270",2015,101,20,3,468,2009,120,0,0,0,0,0,0,121,1888,6,95
"412270",2016,115,23,2,456,2013,110,0,0,0,0,0,0,111,1902,6,109
"412270",2017,97,17,2,443,2018,124,0,1,0,0,0,0,123,1895,6,91
"412270",2018,109,13,3,430,2015,130,0,0,0,0,0,0,131,1884,7,102
"412270",2019,108,18,5,417,2018,146,0,0,0,0,0,0,145,1873,8,100
"412270",2020,106,16,1,407,2019,158,0,0,0,0,0,0,157,1862,8,98
"412270",2021,128,21,4,406,2018,166,0,1,0,0,0,0,165,1853,10,118
"412270",2022,112,19,4,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA
"412280",2012,46,7,2,374,1264,40,0,0,0,0,0,0,40,1224,1,45
"412280",2013,65,19,5,350,1223,23,0,0,0,0,0,0,49,1174,3,62
"412280",2014,56,12,0,326,1177,46,0,0,0,0,0,0,46,1131,2,54
"412280",2015,48,12,1,303,1136,49,1,0,0,0,0,1,49,1087,2,46
"412280",2016,60,12,2,274,1086,38,0,0,0,0,0,0,38,1048,2,58
"412280",2017,65,10,4,249,1041,51,0,1,0,1,1,0,51,990,3,62
"412280",2018,51,4,4,223,992,47,0,0,0,0,0,0,47,945,2,49
"412280",2019,50,5,0,197,946,36,0,0,0,0,0,0,36,910,2,48
"412280",2020,48,3,1,171,896,34,0,0,0,2,0,0,34,862,2,46
"412280",2021,57,6,0,160,860,36,0,0,0,0,0,0,36,824,2,55
"412280",2022,53,7,1,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"412290",2012,56,21,0,409,1447,19,0,0,0,0,0,0,19,1428,1,55
"412290",2013,49,16,1,380,1423,18,0,0,0,0,0,0,18,1405,1,48
"412290",2014,56,13,3,356,1391,19,0,0,0,0,0,0,19,1372,1,55
"412290",2015,59,18,1,333,1367,14,0,0,0,0,0,1,14,1353,1,58
"412290",2016,51,11,2,322,1345,12,0,0,0,0,0,0,12,1333,0,51
"412290",2017,34,5,0,310,1324,16,0,0,0,0,1,0,16,1308,0,34
"412290",2018,66,13,3,299,1299,15,0,0,0,0,0,0,16,1283,1,65
"412290",2019,71,11,0,289,1275,19,0,0,0,0,0,0,19,1256,1,70
"412290",2020,58,12,5,280,1252,20,0,0,0,0,0,0,20,1232,1,57
"412290",2021,59,11,4,269,1230,19,0,0,0,0,1,0,18,1212,1,58
"412290",2022,49,6,5,NA,NA,NA,0,0,0,2,1,0,NA,NA,NA,NA
"412300",2012,162,36,8,1210,4347,230,0,0,0,0,0,0,230,4117,9,153
"412300",2013,203,37,6,1158,4336,190,0,0,0,0,0,0,191,4145,9,194
"412300",2014,198,41,10,1104,4324,273,0,0,0,0,0,0,272,4052,12,186
"412300",2015,174,31,6,1052,4312,282,0,0,0,1,6,0,280,4032,11,163
"412300",2016,167,37,8,1021,4307,294,0,0,0,3,1,0,293,4014,11,156
"412300",2017,211,36,1,986,4297,310,0,0,0,5,9,0,309,3988,15,196
"412300",2018,188,34,6,952,4283,294,2,0,0,7,11,2,296,3987,13,175
"412300",2019,188,35,9,922,4274,236,0,1,1,1,1,0,235,4039,10,178
"412300",2020,188,26,5,893,4261,217,0,1,0,1,0,0,217,4044,10,178
"412300",2021,187,31,8,878,4252,226,0,0,0,0,2,0,225,4027,10,177
"412300",2022,171,20,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
"412310",2012,60,15,7,298,1071,43,0,0,0,0,0,0,71,1000,4,56
"412310",2013,51,19,2,276,1034,54,0,0,0,0,0,0,68,966,3,48
"412310",2014,56,20,5,253,998,66,0,0,0,0,0,0,66,932,4,52
"412310",2015,46,14,3,230,961,64,0,0,0,0,1,0,64,897,3,43
"412310",2016,44,8,1,222,935,68,0,0,0,0,1,0,68,867,3,41
"412310",2017,46,9,3,214,908,62,0,0,0,0,0,0,62,846,3,43
"412310",2018,61,12,7,206,881,54,0,0,0,1,0,0,54,827,4,57
"412310",2019,36,2,5,198,853,52,0,0,0,1,0,0,52,801,2,34
"412310",2020,38,5,2,192,828,54,0,0,0,0,0,0,54,774,2,36
"412310",2021,50,6,1,185,804,50,0,0,0,0,1,0,50,754,3,47
"412310",2022,39,8,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"412320",2012,52,11,3,304,1073,56,0,0,0,0,0,0,88,985,4,48
"412320",2013,49,14,1,287,1045,56,0,0,0,0,0,0,86,959,4,45
"412320",2014,46,11,3,262,1011,63,0,0,0,0,0,0,83,928,4,42
"412320",2015,50,11,2,243,981,80,0,0,0,0,0,0,80,901,4,46
"412320",2016,44,6,1,233,959,81,0,0,0,1,1,0,81,878,4,40
"412320",2017,63,16,3,223,935,77,0,0,0,0,1,0,77,858,5,58
"412320",2018,49,12,0,212,911,70,0,0,0,0,2,0,70,841,4,45
"412320",2019,46,5,2,202,886,70,0,0,0,0,0,0,70,816,4,42
"412320",2020,34,5,0,193,863,76,1,0,0,0,1,0,76,787,3,31
"412320",2021,46,8,2,187,842,85,0,0,0,0,0,0,69,773,4,42
"412320",2022,53,10,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"412330",2012,97,20,1,605,2413,147,0,0,0,0,0,0,208,2205,8,89
"412330",2013,104,19,1,576,2373,154,0,0,0,0,0,0,154,2219,7,97
"412330",2014,124,25,2,548,2332,165,0,0,0,0,0,0,166,2166,9,115
"412330",2015,123,22,1,519,2290,170,0,0,0,0,0,1,169,2121,9,114
"412330",2016,107,15,3,504,2249,180,0,0,0,0,0,0,180,2069,9,98
"412330",2017,141,17,3,487,2205,195,0,0,0,0,1,0,194,2011,12,129
"412330",2018,120,23,3,471,2161,190,1,0,0,0,0,0,190,1971,11,109
"412330",2019,123,21,5,456,2117,180,0,0,0,1,0,0,180,1937,10,113
"412330",2020,96,7,3,443,2073,191,0,0,0,0,0,0,191,1882,9,87
"412330",2021,109,13,1,428,2038,190,0,0,0,1,0,0,190,1848,10,99
"412330",2022,99,17,4,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"412340",2012,120,20,1,830,3408,554,0,0,0,0,0,0,556,2852,20,100
"412340",2013,120,18,2,818,3424,608,0,0,0,0,0,0,609,2815,21,99
"412340",2014,140,28,1,803,3439,636,0,0,0,0,0,0,636,2803,26,114
"412340",2015,138,14,4,790,3450,624,0,0,0,0,0,0,624,2826,25,113
"412340",2016,137,12,1,781,3464,585,1,0,0,1,2,0,585,2879,23,114
"412340",2017,116,9,3,769,3476,584,0,0,0,1,4,0,584,2892,19,97
"412340",2018,132,13,2,757,3485,586,0,0,0,0,0,0,585,2900,22,110
"412340",2019,132,14,2,748,3496,594,0,0,0,1,0,0,594,2902,22,110
"412340",2020,124,14,2,741,3500,598,1,0,0,1,3,1,598,2902,21,103
"412340",2021,139,13,2,735,3505,611,2,0,0,0,0,0,610,2895,24,115
"412340",2022,108,10,8,NA,NA,NA,0,0,0,2,2,0,NA,NA,NA,NA
"412350",2012,325,63,13,2047,7719,480,0,0,0,0,0,0,479,7240,20,305
"412350",2013,326,67,7,1978,7735,465,0,0,0,0,0,0,464,7271,20,306
"412350",2014,340,71,10,1905,7743,467,0,0,0,0,0,0,465,7278,20,320
"412350",2015,303,51,9,1835,7752,477,1,0,0,1,0,0,481,7271,19,284
"412350",2016,328,46,14,1781,7746,530,0,1,0,0,4,0,527,7219,22,306
"412350",2017,376,69,7,1722,7730,722,1,1,0,4,7,0,719,7011,35,341
"412350",2018,388,58,10,1664,7718,850,0,2,0,4,8,3,849,6869,43,345
"412350",2019,343,52,7,1610,7695,892,1,1,0,1,6,0,893,6802,40,303
"412350",2020,342,32,19,1562,7677,968,3,1,0,3,6,2,967,6710,43,299
"412350",2021,313,35,11,1542,7663,985,0,2,0,0,2,0,989,6674,40,273
"412350",2022,355,35,11,NA,NA,NA,2,0,1,6,15,3,NA,NA,NA,NA
"412360",2012,16,1,2,143,537,113,0,0,0,0,0,0,113,424,3,13
"412360",2013,26,5,1,136,521,130,0,0,0,0,0,0,130,391,6,20
"412360",2014,23,4,0,128,502,128,0,0,0,0,0,0,128,374,6,17
"412360",2015,22,4,1,121,485,129,0,0,0,0,0,0,129,356,6,16
"412360",2016,25,8,0,113,470,122,0,0,0,0,0,0,122,348,6,19
"412360",2017,20,5,0,105,455,110,0,0,0,1,0,0,110,345,5,15
"412360",2018,19,1,0,96,441,102,0,0,0,1,0,0,102,339,4,15
"412360",2019,21,0,0,88,424,93,0,0,0,0,1,0,93,331,5,16
"412360",2020,22,6,3,81,410,84,0,0,0,0,0,0,84,326,5,17
"412360",2021,23,5,1,77,398,76,0,0,0,0,0,0,76,322,4,19
"412360",2022,25,2,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"412370",2012,103,15,5,642,2569,172,0,0,0,0,0,0,172,2397,7,96
"412370",2013,118,20,7,613,2507,168,0,0,0,0,0,0,168,2339,8,110
"412370",2014,126,23,4,584,2452,179,0,0,0,0,0,0,179,2273,9,117
"412370",2015,106,20,6,554,2396,180,0,0,0,0,0,0,180,2216,8,98
"412370",2016,121,25,5,531,2351,174,0,0,0,0,0,0,174,2177,9,112
"412370",2017,98,18,3,507,2304,170,0,0,0,0,0,0,170,2134,7,91
"412370",2018,106,26,5,483,2252,173,0,0,1,0,0,0,173,2079,8,98
"412370",2019,97,10,4,460,2208,182,0,0,0,0,0,0,181,2027,8,89
"412370",2020,101,16,6,439,2160,200,0,0,0,0,0,0,201,1959,9,92
"412370",2021,88,4,6,426,2116,202,0,0,0,0,0,0,201,1915,8,80
"412370",2022,94,10,5,NA,NA,NA,0,0,0,0,2,0,NA,NA,NA,NA
"412380",2012,135,28,5,1146,4114,1214,0,0,0,0,0,0,370,3744,12,123
"412380",2013,138,26,6,1094,4113,1086,0,0,0,0,0,0,370,3743,12,126
"412380",2014,165,37,5,1039,4102,906,0,0,0,0,0,0,907,3195,36,129
"412380",2015,172,41,5,985,4098,716,0,0,0,0,0,0,717,3381,30,142
"412380",2016,166,34,1,954,4102,511,0,1,0,0,0,0,513,3589,21,145
"412380",2017,160,28,3,920,4102,422,0,0,0,0,0,0,423,3679,16,144
"412380",2018,140,15,3,887,4100,313,0,0,0,1,1,0,312,3788,11,129
"412380",2019,160,26,3,856,4095,250,0,0,0,0,0,0,250,3845,10,150
"412380",2020,164,23,5,827,4093,199,0,0,0,0,0,1,201,3892,8,156
"412380",2021,170,27,2,822,4092,178,0,0,0,0,1,0,176,3916,7,163
"412380",2022,142,16,2,NA,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA
"412382",2012,52,12,1,326,1152,43,0,0,0,0,0,0,65,1087,3,49
"412382",2013,43,14,3,310,1134,48,0,0,0,0,0,0,64,1070,2,41
"412382",2014,41,7,1,302,1126,64,0,0,0,0,0,0,64,1062,2,39
"412382",2015,46,10,1,292,1116,72,0,0,0,1,0,0,73,1043,3,43
"412382",2016,53,12,4,282,1101,63,0,0,0,1,1,0,63,1038,3,50
"412382",2017,45,6,3,272,1083,57,0,0,0,0,0,0,57,1026,2,43
"412382",2018,41,9,2,262,1064,58,0,0,0,0,1,0,59,1005,2,39
"412382",2019,48,5,0,254,1046,54,0,0,0,2,2,0,54,992,2,46
"412382",2020,42,6,2,245,1029,55,0,0,0,0,0,0,55,974,2,40
"412382",2021,56,9,0,236,1016,62,0,0,0,0,0,0,62,954,3,53
"412382",2022,57,4,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
"412385",2012,153,33,8,1099,3364,36,0,0,0,0,0,0,64,3300,3,150
"412385",2013,145,33,2,1020,3275,38,0,0,0,0,0,0,62,3213,3,142
"412385",2014,153,36,4,949,3189,46,0,0,0,0,0,0,61,3128,3,150
"412385",2015,150,44,8,865,3091,59,0,0,0,0,0,0,59,3032,3,147
"412385",2016,138,28,7,804,2993,63,0,0,0,0,3,0,63,2930,3,135
"412385",2017,145,28,9,740,2902,56,0,0,0,2,1,1,55,2847,3,142
"412385",2018,138,28,4,677,2804,51,0,0,0,0,2,1,50,2754,2,136
"412385",2019,140,24,8,616,2706,52,0,0,0,2,3,0,51,2655,3,137
"412385",2020,106,12,4,557,2609,51,0,0,0,2,4,0,52,2557,2,104
"412385",2021,151,24,5,531,2526,53,0,0,0,0,2,0,53,2473,3,148
"412385",2022,138,28,10,NA,NA,NA,0,0,0,0,3,0,NA,NA,NA,NA
"412390",2012,111,21,4,918,3565,264,0,0,0,0,0,0,321,3244,10,101
"412390",2013,120,38,6,870,3496,290,0,0,0,0,0,0,290,3206,10,110
"412390",2014,144,39,8,819,3412,291,0,0,0,0,0,0,290,3122,12,132
"412390",2015,158,24,8,770,3334,295,0,0,0,0,0,0,293,3041,14,144
"412390",2016,132,33,5,735,3263,292,0,0,0,0,0,0,290,2973,12,120
"412390",2017,136,23,3,697,3188,285,0,0,0,0,1,0,284,2904,12,124
"412390",2018,143,28,1,661,3114,281,0,0,0,2,3,1,280,2834,13,130
"412390",2019,149,28,0,626,3038,290,0,0,0,1,1,0,289,2749,14,135
"412390",2020,131,17,5,593,2963,291,0,0,0,2,1,0,290,2673,13,118
"412390",2021,138,19,2,572,2896,302,0,0,0,0,0,0,301,2595,14,124
"412390",2022,139,16,6,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,NA
"412395",2012,44,10,0,316,1136,90,0,0,0,0,0,0,90,1046,3,41
"412395",2013,55,13,3,313,1140,84,0,0,0,0,0,0,84,1056,4,51
"412395",2014,50,11,2,309,1144,88,0,0,0,0,0,0,88,1056,4,46
"412395",2015,42,10,4,305,1146,84,1,0,0,0,1,0,84,1062,3,39
"412395",2016,55,14,4,297,1152,74,0,0,0,0,0,0,74,1078,4,51
"412395",2017,56,10,3,288,1156,70,0,0,0,0,0,0,71,1085,3,53
"412395",2018,57,13,4,280,1161,76,0,0,0,0,0,0,75,1086,4,53
"412395",2019,52,11,2,272,1166,81,0,0,0,0,0,0,80,1086,4,48
"412395",2020,39,8,2,265,1169,78,0,0,0,0,0,0,78,1091,3,36
"412395",2021,38,5,1,261,1169,84,0,0,0,0,0,0,84,1085,3,35
"412395",2022,35,7,2,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA
"412400",2012,66,12,5,479,1574,18,0,0,0,0,0,0,17,1557,1,65
"412400",2013,45,8,1,463,1556,18,0,0,0,0,0,0,19,1537,1,44
"412400",2014,51,18,0,434,1524,22,0,0,0,0,0,0,21,1503,1,50
"412400",2015,46,8,0,413,1499,22,0,0,0,0,2,0,22,1477,1,45
"412400",2016,58,11,4,389,1477,21,0,0,0,0,1,0,21,1456,1,57
"412400",2017,62,15,3,364,1453,24,0,0,0,1,0,0,25,1428,1,61
"412400",2018,59,15,5,339,1428,21,0,0,0,1,1,1,21,1407,1,58
"412400",2019,82,9,3,315,1403,30,0,0,0,2,0,1,29,1374,2,80
"412400",2020,60,5,1,292,1378,36,0,0,0,0,1,0,36,1342,2,58
"412400",2021,50,5,2,283,1350,39,0,0,0,0,0,0,39,1311,1,49
"412400",2022,47,6,3,NA,NA,NA,0,0,0,0,3,0,NA,NA,NA,NA
"412402",2012,165,38,8,980,3366,294,0,0,0,0,0,0,478,2888,23,142
"412402",2013,156,32,5,937,3314,352,0,0,0,0,0,0,471,2843,22,134
"412402",2014,183,39,7,893,3260,395,0,0,0,0,0,0,463,2797,26,157
"412402",2015,199,38,7,849,3206,454,0,0,0,1,4,1,455,2751,28,171
"412402",2016,192,28,7,806,3150,446,0,0,0,1,3,1,447,2703,27,165
"412402",2017,200,27,5,761,3093,426,1,1,0,3,5,1,427,2666,28,172
"412402",2018,203,28,7,717,3029,427,1,0,0,1,10,0,427,2602,29,174
"412402",2019,180,27,8,675,2980,414,0,0,0,1,2,1,414,2566,25,155
"412402",2020,219,26,6,634,2921,434,0,0,0,3,2,1,435,2486,33,186
"412402",2021,180,21,5,624,2881,469,1,0,0,2,6,0,409,2472,26,154
"412402",2022,198,19,13,NA,NA,NA,2,0,0,1,10,0,NA,NA,NA,NA
"412405",2012,296,45,15,1887,7132,696,0,0,0,0,0,0,1006,6126,42,254
"412405",2013,298,52,11,1826,7129,750,0,0,0,0,0,0,749,6380,31,267
"412405",2014,311,54,8,1751,7125,817,0,0,0,0,0,0,819,6306,36,275
"412405",2015,315,50,10,1679,7114,856,1,0,0,5,14,1,854,6260,38,277
"412405",2016,302,54,10,1640,7085,926,4,0,0,6,16,2,928,6157,40,262
"412405",2017,382,53,10,1595,7048,978,1,2,0,8,10,2,980,6068,53,329
"412405",2018,298,41,11,1552,7005,1000,1,0,0,6,21,4,1002,6003,43,255
"412405",2019,343,50,9,1513,6963,1010,1,0,0,6,9,0,1010,5953,50,293
"412405",2020,319,28,16,1479,6922,1037,1,0,0,4,9,3,1038,5884,48,271
"412405",2021,342,33,8,1459,6880,1058,0,0,0,6,12,0,1060,5820,53,289
"412405",2022,277,21,7,NA,NA,NA,0,0,0,5,5,2,NA,NA,NA,NA
"412410",2012,631,116,29,3562,13481,1192,0,0,0,0,0,0,1186,12295,56,575
"412410",2013,569,126,33,3518,13455,1232,0,0,0,0,0,0,1238,12217,52,517
"412410",2014,587,117,28,3463,13406,1316,0,0,0,0,0,0,1314,12092,58,529
"412410",2015,610,122,32,3410,13356,1446,1,0,0,3,19,2,1442,11914,66,544
"412410",2016,673,114,25,3349,13331,1484,0,1,0,12,14,1,1480,11851,75,598
"412410",2017,678,110,33,3281,13294,1572,0,0,0,15,20,4,1569,11725,80,598
"412410",2018,623,96,31,3213,13252,2106,0,0,0,11,21,2,2107,11145,99,524
"412410",2019,604,87,31,3155,13211,2560,0,3,0,3,11,2,2563,10648,117,487
"412410",2020,595,87,20,3107,13169,2298,0,0,0,14,7,3,2305,10864,104,491
"412410",2021,580,92,29,3056,13122,2350,1,0,0,6,7,1,2349,10773,104,476
"412410",2022,571,59,28,NA,NA,NA,0,3,0,3,11,2,NA,NA,NA,NA
"412420",2012,24,6,0,242,846,25,0,0,0,0,0,0,25,821,1,23
"412420",2013,30,6,0,234,834,29,0,0,0,0,0,0,29,805,1,29
"412420",2014,38,9,0,225,820,30,0,0,0,0,0,0,30,790,1,37
"412420",2015,23,6,2,217,806,26,0,0,0,0,0,0,26,780,1,22
"412420",2016,31,5,2,203,790,28,0,0,0,0,0,0,28,762,1,30
"412420",2017,20,2,1,187,771,35,0,0,0,0,1,0,35,736,1,19
"412420",2018,33,5,3,172,753,43,0,0,0,0,1,1,43,710,2,31
"412420",2019,32,6,0,158,739,44,0,0,0,0,0,0,44,695,2,30
"412420",2020,30,4,1,143,719,50,0,0,0,0,0,0,50,669,2,28
"412420",2021,25,2,1,137,702,48,0,0,0,0,0,0,48,654,2,23
"412420",2022,28,1,0,NA,NA,NA,0,0,0,0,3,0,NA,NA,NA,NA
"412430",2012,25,7,0,188,701,20,0,0,0,0,0,0,20,681,1,24
"412430",2013,33,6,1,176,679,24,0,0,0,0,0,0,24,655,1,32
"412430",2014,21,3,1,163,655,25,0,0,0,0,0,0,25,630,1,20
"412430",2015,17,4,1,153,636,26,0,0,0,0,0,0,26,610,1,16
"412430",2016,21,1,1,147,618,24,0,0,0,0,0,0,24,594,1,20
"412430",2017,22,0,0,140,599,30,0,0,0,0,0,0,30,569,1,21
"412430",2018,25,2,2,134,582,31,0,0,0,0,1,0,31,551,1,24
"412430",2019,20,2,0,127,563,34,0,0,0,0,0,0,34,529,1,19
"412430",2020,18,3,0,122,545,32,0,0,0,0,0,0,32,513,1,17
"412430",2021,17,2,0,118,530,34,0,0,0,0,0,0,34,496,1,16
"412430",2022,26,3,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"412440",2012,238,47,18,1865,6000,128,0,0,0,0,0,0,126,5874,5,233
"412440",2013,233,50,17,1806,5987,130,0,0,0,0,0,0,132,5855,5,228
"412440",2014,262,54,17,1748,5973,156,0,0,0,0,0,0,155,5818,7,255
"412440",2015,293,54,19,1694,5959,160,0,0,0,0,0,0,161,5798,8,285
"412440",2016,271,59,14,1628,5932,162,0,0,0,0,1,0,160,5772,7,264
"412440",2017,306,61,18,1560,5901,178,0,0,0,0,0,0,177,5724,9,297
"412440",2018,265,53,15,1490,5869,175,0,0,0,0,0,0,176,5693,8,257
"412440",2019,274,48,5,1425,5828,180,0,0,0,0,0,0,181,5647,8,266
"412440",2020,258,46,12,1365,5797,184,0,0,0,0,0,0,186,5611,8,250
"412440",2021,244,32,10,1329,5770,190,0,0,0,0,1,0,190,5580,8,236
"412440",2022,267,26,7,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA
"412450",2012,78,25,3,397,1624,174,0,0,0,0,0,0,224,1400,11,67
"412450",2013,103,28,1,380,1603,200,0,0,0,0,0,0,221,1382,14,89
"412450",2014,79,17,1,361,1581,204,0,0,0,0,0,0,218,1363,11,68
"412450",2015,72,8,2,343,1559,215,0,0,0,0,0,0,215,1344,10,62
"412450",2016,96,24,0,334,1545,226,0,0,0,0,0,0,213,1332,13,83
"412450",2017,108,19,3,323,1529,212,0,0,0,0,0,0,213,1316,15,93
"412450",2018,78,11,2,313,1510,207,0,0,0,0,0,0,207,1303,11,67
"412450",2019,89,12,3,303,1496,205,0,0,0,0,0,0,205,1291,12,77
"412450",2020,90,12,2,295,1479,204,0,0,0,1,2,1,204,1275,12,78
"412450",2021,101,16,2,289,1463,198,0,0,0,0,1,0,198,1265,14,87
"412450",2022,91,21,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"412460",2012,86,20,3,546,2012,188,0,0,0,0,0,0,249,1763,11,75
"412460",2013,91,20,3,524,2005,200,0,0,0,0,0,0,249,1756,11,80
"412460",2014,96,21,4,500,1993,225,0,0,0,0,0,0,225,1768,11,85
"412460",2015,98,21,4,477,1983,235,0,0,0,0,1,0,236,1747,12,86
"412460",2016,91,10,2,466,1972,227,0,0,0,1,0,0,227,1745,10,81
"412460",2017,84,9,4,452,1955,242,0,0,0,0,1,0,242,1713,10,74
"412460",2018,79,12,5,439,1941,240,0,0,0,0,0,0,241,1700,10,69
"412460",2019,100,14,6,427,1924,241,0,0,0,1,1,0,240,1684,12,88
"412460",2020,84,10,4,417,1908,243,0,0,0,0,0,0,242,1666,11,73
