"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"2559",312770,"Governador Valadares","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.727"
"2560",312780,"Grão Mogol","Sudeste",31022,"Francisco Sá",3119,"Macrorregiao Norte","Minas Gerais","0.604"
"2561",312790,"Grupiara","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.731"
"2562",312800,"Guanhães","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.686"
"2563",312810,"Guapé","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.679"
"2564",312820,"Guaraciaba","Sudeste",31056,"Ponte Nova",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.623"
"2565",312825,"Guaraciama","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.677"
"2566",312830,"Guaranésia","Sudeste",31026,"Guaxupé",3116,"Macrorregiao Sul","Minas Gerais","0.701"
"2567",312840,"Guarani","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.677"
"2568",312850,"Guarará","Sudeste",31064,"S.João Nepomuceno/Bicas",3117,"Macrorregiao Sudeste","Minas Gerais","0.652"
"2569",312860,"Guarda-Mor","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.69"
"2570",312870,"Guaxupé","Sudeste",31026,"Guaxupé",3116,"Macrorregiao Sul","Minas Gerais","0.751"
"2571",312880,"Guidoval","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.683"
"2572",312890,"Guimarânia","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.693"
"2573",312900,"Guiricema","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.674"
"2574",312910,"Gurinhatã","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.68"
"2575",312920,"Heliodora","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.657"
"2576",312930,"Iapu","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.654"
"2577",312940,"Ibertioga","Sudeste",31007,"Barbacena",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.657"
"2578",312950,"Ibiá","Sudeste",31006,"Araxá",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.718"
"2579",312960,"Ibiaí","Sudeste",31054,"Pirapora",3119,"Macrorregiao Norte","Minas Gerais","0.614"
"2580",312965,"Ibiracatu","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.591"
"2581",312970,"Ibiraci","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.706"
"2582",312980,"Ibirité","Sudeste",31015,"Contagem",3126,"Macrorregiao Centro","Minas Gerais","0.704"
"2583",312990,"Ibitiúra de Minas","Sudeste",31055,"Poços de Caldas",3116,"Macrorregiao Sul","Minas Gerais","0.674"
"2584",313000,"Ibituruna","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.675"
"2585",313005,"Icaraí de Minas","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.624"
"2586",313010,"Igarapé","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.698"
"2587",313020,"Igaratinga","Sudeste",31049,"Pará de Minas",3118,"Macrorregiao Oeste","Minas Gerais","0.651"
"2588",313030,"Iguatama","Sudeste",31021,"Formiga",3118,"Macrorregiao Oeste","Minas Gerais","0.707"
"2589",313040,"Ijaci","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.714"
"2590",313050,"Ilicínea","Sudeste",31070,"Três Pontas",3116,"Macrorregiao Sul","Minas Gerais","0.68"
"2591",313055,"Imbé de Minas","Sudeste",31013,"Caratinga",3123,"Macrorregiao Leste","Minas Gerais","0.553"
"2592",313060,"Inconfidentes","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.692"
"2593",313065,"Indaiabira","Sudeste",31059,"Salinas Taiobeiras",3119,"Macrorregiao Norte","Minas Gerais","0.61"
"2594",313070,"Indianópolis","Sudeste",31073,"Uberlândia Araguari",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.674"
"2595",313080,"Ingaí","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.697"
"2596",313090,"Inhapim","Sudeste",31013,"Caratinga",3123,"Macrorregiao Leste","Minas Gerais","0.658"
"2597",313100,"Inhaúma","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.702"
"2598",313110,"Inimutaba","Sudeste",31018,"Curvelo",3126,"Macrorregiao Centro","Minas Gerais","0.664"
"2599",313115,"Ipaba","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.665"
"2600",313120,"Ipanema","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.693"
"2601",313130,"Ipatinga","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.771"
"2602",313140,"Ipiaçu","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.696"
"2603",313150,"Ipuiúna","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.686"
"2604",313160,"Iraí de Minas","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.695"
"2605",313170,"Itabira","Sudeste",31028,"Itabira",3126,"Macrorregiao Centro","Minas Gerais","0.756"
"2606",313180,"Itabirinha","Sudeste",31042,"Mantena",3123,"Macrorregiao Leste","Minas Gerais","0.653"
"2607",313190,"Itabirito","Sudeste",31047,"Ouro Preto",3126,"Macrorregiao Centro","Minas Gerais","0.73"
"2608",313200,"Itacambira","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.628"
"2609",313210,"Itacarambi","Sudeste",31034,"Januária",3119,"Macrorregiao Norte","Minas Gerais","0.641"
"2610",313220,"Itaguara","Sudeste",31031,"Itaúna",3118,"Macrorregiao Oeste","Minas Gerais","0.691"
"2611",313230,"Itaipé","Sudeste",31048,"Padre Paraíso",3121,"Macrorregiao Nordeste","Minas Gerais","0.552"
"2612",313240,"Itajubá","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.787"
"2613",313250,"Itamarandiba","Sudeste",31019,"Diamantina",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.646"
"2614",313260,"Itamarati de Minas","Sudeste",31039,"Leopoldina Cataguases",3117,"Macrorregiao Sudeste","Minas Gerais","0.688"
"2615",313270,"Itambacuri","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.634"
"2616",313280,"Itambé do Mato Dentro","Sudeste",31028,"Itabira",3126,"Macrorregiao Centro","Minas Gerais","0.634"
"2617",313290,"Itamogi","Sudeste",31066,"São Sebastião do Paraíso",3116,"Macrorregiao Sul","Minas Gerais","0.674"
"2618",313300,"Itamonte","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.705"
"2619",313310,"Itanhandu","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.739"
"2620",313320,"Itanhomi","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.65"
"2621",313330,"Itaobim","Sudeste",31030,"Itaobim",3121,"Macrorregiao Nordeste","Minas Gerais","0.629"
"2622",313340,"Itapagipe","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.723"
"2623",313350,"Itapecerica","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.713"
"2624",313360,"Itapeva","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.72"
"2625",313370,"Itatiaiuçu","Sudeste",31031,"Itaúna",3118,"Macrorregiao Oeste","Minas Gerais","0.677"
"2626",313375,"Itaú de Minas","Sudeste",31050,"Passos Piumhi",3116,"Macrorregiao Sul","Minas Gerais","0.776"
"2627",313380,"Itaúna","Sudeste",31031,"Itaúna",3118,"Macrorregiao Oeste","Minas Gerais","0.758"
"2628",313390,"Itaverava","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.627"
"2629",313400,"Itinga","Sudeste",31030,"Itaobim",3121,"Macrorregiao Nordeste","Minas Gerais","0.6"
"2630",313410,"Itueta","Sudeste",31058,"Resplendor",3123,"Macrorregiao Leste","Minas Gerais","0.635"
"2631",313420,"Ituiutaba","Sudeste",31032,"Ituiutaba",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.739"
"2632",313430,"Itumirim","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.726"
"2633",313440,"Iturama","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.747"
"2634",313450,"Itutinga","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.727"
"2635",313460,"Jaboticatubas","Sudeste",31008,"B.Horizonte/N.Lima/Caeté",3126,"Macrorregiao Centro","Minas Gerais","0.681"
"2636",313470,"Jacinto","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.62"
"2637",313480,"Jacuí","Sudeste",31066,"São Sebastião do Paraíso",3116,"Macrorregiao Sul","Minas Gerais","0.668"
"2638",313490,"Jacutinga","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.715"
"2639",313500,"Jaguaraçu","Sudeste",31017,"Cel.Fabriciano/Timóteo",3123,"Macrorregiao Leste","Minas Gerais","0.679"
"2640",313505,"Jaíba","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.638"
"2641",313507,"Jampruca","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.609"
"2642",313510,"Janaúba","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.696"
"2643",313520,"Januária","Sudeste",31034,"Januária",3119,"Macrorregiao Norte","Minas Gerais","0.658"
"2644",313530,"Japaraíba","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.721"
"2645",313535,"Japonvar","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.608"
"2646",313540,"Jeceaba","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.661"
"2647",313545,"Jenipapo de Minas","Sudeste",31005,"Araçuaí",3121,"Macrorregiao Nordeste","Minas Gerais","0.624"
"2648",313550,"Jequeri","Sudeste",31056,"Ponte Nova",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.601"
"2649",313560,"Jequitaí","Sudeste",31016,"Coração de Jesus",3119,"Macrorregiao Norte","Minas Gerais","0.643"
"2650",313570,"Jequitibá","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.689"
"2651",313580,"Jequitinhonha","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.615"
"2652",313590,"Jesuânia","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.658"
"2653",313600,"Joaíma","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.587"
"2654",313610,"Joanésia","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.626"
"2655",313620,"João Monlevade","Sudeste",31035,"João Monlevade",3126,"Macrorregiao Centro","Minas Gerais","0.758"
"2656",313630,"João Pinheiro","Sudeste",31036,"João Pinheiro",3120,"Macrorregiao Noroeste","Minas Gerais","0.697"
"2657",313640,"Joaquim Felício","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.637"
"2658",313650,"Jordânia","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.628"
"2659",313652,"José Gonçalves de Minas","Sudeste",31043,"M.Novas/Turmalin/Capelin",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.632"
"2660",313655,"José Raydan","Sudeste",31060,"S.Maria Suaçuí/S.João Ev",3123,"Macrorregiao Leste","Minas Gerais","0.617"
"2661",313657,"Josenópolis","Sudeste",31022,"Francisco Sá",3119,"Macrorregiao Norte","Minas Gerais","0.564"
"2662",313660,"Nova União","Sudeste",31008,"B.Horizonte/N.Lima/Caeté",3126,"Macrorregiao Centro","Minas Gerais","0.662"
"2663",313665,"Juatuba","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.717"
"2664",313670,"Juiz de Fora","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.778"
"2665",313680,"Juramento","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.669"
"2666",313690,"Juruaia","Sudeste",31026,"Guaxupé",3116,"Macrorregiao Sul","Minas Gerais","0.723"
"2667",313695,"Juvenília","Sudeste",31040,"Manga",3119,"Macrorregiao Norte","Minas Gerais","0.592"
"2668",313700,"Ladainha","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.541"
"2669",313710,"Lagamar","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.718"
"2670",313720,"Lagoa da Prata","Sudeste",31020,"Divinópolis/S.Antº.Monte",3118,"Macrorregiao Oeste","Minas Gerais","0.732"
"2671",313730,"Lagoa dos Patos","Sudeste",31016,"Coração de Jesus",3119,"Macrorregiao Norte","Minas Gerais","0.634"
"2672",313740,"Lagoa Dourada","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.676"
"2673",313750,"Lagoa Formosa","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.703"
"2674",313753,"Lagoa Grande","Sudeste",31036,"João Pinheiro",3120,"Macrorregiao Noroeste","Minas Gerais","0.679"
"2675",313760,"Lagoa Santa","Sudeste",31076,"Vespasiano",3126,"Macrorregiao Centro","Minas Gerais","0.777"
"2676",313770,"Lajinha","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.661"
"2677",313780,"Lambari","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.711"
"2678",313790,"Lamim","Sudeste",31014,"Cons.Lafaiete/Congonhas",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.655"
"2679",313800,"Laranjal","Sudeste",31039,"Leopoldina Cataguases",3117,"Macrorregiao Sudeste","Minas Gerais","0.714"
"2680",313810,"Lassance","Sudeste",31054,"Pirapora",3119,"Macrorregiao Norte","Minas Gerais","0.629"
"2681",313820,"Lavras","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.782"
"2682",313830,"Leandro Ferreira","Sudeste",31049,"Pará de Minas",3118,"Macrorregiao Oeste","Minas Gerais","0.71"
"2683",313835,"Leme do Prado","Sudeste",31043,"M.Novas/Turmalin/Capelin",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.67"
"2684",313840,"Leopoldina","Sudeste",31039,"Leopoldina Cataguases",3117,"Macrorregiao Sudeste","Minas Gerais","0.726"
"2685",313850,"Liberdade","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.672"
"2686",313860,"Lima Duarte","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.71"
"2687",313862,"Limeira do Oeste","Sudeste",31023,"Frutal Iturama",3114,"Macrorregiao Triangulo do Sul","Minas Gerais","0.71"
"2688",313865,"Lontra","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.646"
"2689",313867,"Luisburgo","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.608"
"2690",313868,"Luislândia","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.614"
"2691",313870,"Luminárias","Sudeste",31038,"Lavras",3116,"Macrorregiao Sul","Minas Gerais","0.678"
"2692",313880,"Luz","Sudeste",31010,"Bom Despacho",3118,"Macrorregiao Oeste","Minas Gerais","0.724"
"2693",313890,"Machacalis","Sudeste",31001,"Águas Formosas",3121,"Macrorregiao Nordeste","Minas Gerais","0.64"
"2694",313900,"Machado","Sudeste",31003,"Alfenas Machado",3116,"Macrorregiao Sul","Minas Gerais","0.715"
"2695",313910,"Madre de Deus de Minas","Sudeste",31063,"São João del Rei",3125,"Macrorregiao Centro-Sul","Minas Gerais","0.699"
"2696",313920,"Malacacheta","Sudeste",31068,"T.Otoni/Malacac/Itambac.",3121,"Macrorregiao Nordeste","Minas Gerais","0.618"
"2697",313925,"Mamonas","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.618"
"2698",313930,"Manga","Sudeste",31040,"Manga",3119,"Macrorregiao Norte","Minas Gerais","0.642"
"2699",313940,"Manhuaçu","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.689"
"2700",313950,"Manhumirim","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.697"
"2701",313960,"Mantena","Sudeste",31042,"Mantena",3123,"Macrorregiao Leste","Minas Gerais","0.675"
"2702",313970,"Maravilhas","Sudeste",31067,"Sete Lagoas",3126,"Macrorregiao Centro","Minas Gerais","0.672"
"2703",313980,"Mar de Espanha","Sudeste",31064,"S.João Nepomuceno/Bicas",3117,"Macrorregiao Sudeste","Minas Gerais","0.684"
"2704",313990,"Maria da Fé","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.702"
"2705",314000,"Mariana","Sudeste",31047,"Ouro Preto",3126,"Macrorregiao Centro","Minas Gerais","0.742"
"2706",314010,"Marilac","Sudeste",31024,"Governador Valadares",3123,"Macrorregiao Leste","Minas Gerais","0.615"
"2707",314015,"Mário Campos","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.699"
"2708",314020,"Maripá de Minas","Sudeste",31064,"S.João Nepomuceno/Bicas",3117,"Macrorregiao Sudeste","Minas Gerais","0.68"
"2709",314030,"Marliéria","Sudeste",31017,"Cel.Fabriciano/Timóteo",3123,"Macrorregiao Leste","Minas Gerais","0.657"
"2710",314040,"Marmelópolis","Sudeste",31029,"Itajubá",3116,"Macrorregiao Sul","Minas Gerais","0.65"
"2711",314050,"Martinho Campos","Sudeste",31010,"Bom Despacho",3118,"Macrorregiao Oeste","Minas Gerais","0.669"
"2712",314053,"Martins Soares","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.635"
"2713",314055,"Mata Verde","Sudeste",31004,"Almenara",3121,"Macrorregiao Nordeste","Minas Gerais","0.581"
"2714",314060,"Materlândia","Sudeste",31025,"Guanhães",3126,"Macrorregiao Centro","Minas Gerais","0.597"
"2715",314070,"Mateus Leme","Sudeste",31009,"Betim",3126,"Macrorregiao Centro","Minas Gerais","0.704"
"2716",314080,"Matias Barbosa","Sudeste",31037,"J.Fora/L.Duarte/B.Jardim",3117,"Macrorregiao Sudeste","Minas Gerais","0.72"
"2717",314085,"Matias Cardoso","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.616"
"2718",314090,"Matipó","Sudeste",31041,"Manhuaçu",3122,"Macrorregiao Leste do Sul","Minas Gerais","0.631"
"2719",314100,"Mato Verde","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.662"
"2720",314110,"Matozinhos","Sudeste",31076,"Vespasiano",3126,"Macrorregiao Centro","Minas Gerais","0.731"
"2721",314120,"Matutina","Sudeste",31051,"Patos de Minas",3120,"Macrorregiao Noroeste","Minas Gerais","0.707"
"2722",314130,"Medeiros","Sudeste",31021,"Formiga",3118,"Macrorregiao Oeste","Minas Gerais","0.711"
"2723",314140,"Medina","Sudeste",31030,"Itaobim",3121,"Macrorregiao Nordeste","Minas Gerais","0.624"
"2724",314150,"Mendes Pimentel","Sudeste",31042,"Mantena",3123,"Macrorregiao Leste","Minas Gerais","0.626"
"2725",314160,"Mercês","Sudeste",31071,"Ubá",3117,"Macrorregiao Sudeste","Minas Gerais","0.664"
"2726",314170,"Mesquita","Sudeste",31027,"Ipatinga",3123,"Macrorregiao Leste","Minas Gerais","0.656"
"2727",314180,"Minas Novas","Sudeste",31043,"M.Novas/Turmalin/Capelin",3124,"Macrorregiao Jequitinhonha","Minas Gerais","0.633"
"2728",314190,"Minduri","Sudeste",31065,"São Lourenço",3116,"Macrorregiao Sul","Minas Gerais","0.658"
"2729",314200,"Mirabela","Sudeste",31011,"Brasília MG/S.Francisco",3119,"Macrorregiao Norte","Minas Gerais","0.665"
"2730",314210,"Miradouro","Sudeste",31045,"Muriaé",3117,"Macrorregiao Sudeste","Minas Gerais","0.663"
"2731",314220,"Miraí","Sudeste",31045,"Muriaé",3117,"Macrorregiao Sudeste","Minas Gerais","0.68"
"2732",314225,"Miravânia","Sudeste",31040,"Manga",3119,"Macrorregiao Norte","Minas Gerais","0.593"
"2733",314230,"Moeda","Sudeste",31008,"B.Horizonte/N.Lima/Caeté",3126,"Macrorregiao Centro","Minas Gerais","0.638"
"2734",314240,"Moema","Sudeste",31010,"Bom Despacho",3118,"Macrorregiao Oeste","Minas Gerais","0.721"
"2735",314250,"Monjolos","Sudeste",31018,"Curvelo",3126,"Macrorregiao Centro","Minas Gerais","0.65"
"2736",314260,"Monsenhor Paulo","Sudeste",31075,"Varginha",3116,"Macrorregiao Sul","Minas Gerais","0.721"
"2737",314270,"Montalvânia","Sudeste",31040,"Manga",3119,"Macrorregiao Norte","Minas Gerais","0.613"
"2738",314280,"Monte Alegre de Minas","Sudeste",31073,"Uberlândia Araguari",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.674"
"2739",314290,"Monte Azul","Sudeste",31033,"Janaúba Monte Azul",3119,"Macrorregiao Norte","Minas Gerais","0.659"
"2740",314300,"Monte Belo","Sudeste",31026,"Guaxupé",3116,"Macrorregiao Sul","Minas Gerais","0.688"
"2741",314310,"Monte Carmelo","Sudeste",31052,"Patrocínio Monte Carmelo",3115,"Macrorregiao Triangulo do Norte","Minas Gerais","0.728"
"2742",314315,"Monte Formoso","Sudeste",31030,"Itaobim",3121,"Macrorregiao Nordeste","Minas Gerais","0.541"
"2743",314320,"Monte Santo de Minas","Sudeste",31066,"São Sebastião do Paraíso",3116,"Macrorregiao Sul","Minas Gerais","0.71"
"2744",314330,"Montes Claros","Sudeste",31044,"Montes Claros Bocaiúva",3119,"Macrorregiao Norte","Minas Gerais","0.77"
"2745",314340,"Monte Sião","Sudeste",31057,"Pouso Alegre",3116,"Macrorregiao Sul","Minas Gerais","0.724"
